begunstigter,projekt,datum_erstbewilligung,bewilligung_offentlicher_mittel,gesamtauszahlungsbetrag_abgeschlossener_projekte,fund_type,currency,uri
StadtImpuls GmbH,22296 Vorbereitungen auf die Prüfungen zum ECDL (ECDL XXVIII Core),02.12.2008,"56.000,03",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Stiftung der Deutschen Wirtschaft e.V.,PROFIS III - Schule und Wirtschaft im Austausch,01.08.2008,"371.148,77",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Stiftung der Deutschen Wirtschaft e.V.,SaE - Schulen auf Erfolgskurs,01.10.2008,"293.112,96",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Stiftung Naturschutz Berlin,FÖJ 2008/2009 - SNB - Ziel 2,01.09.2008,"1.055.853,00",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Stiftung Naturschutz Berlin,FÖJ 2008/2009 - SNB - Zivi Ziel 2,01.09.2008,"303.480,00",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Stiftung Sozialpädagogisches Institut Berlin (SPI),Jugendsozialarbeit an Berliner Schulen Ziel 2,01.01.2008,"1.611.773,22","1.611.773,22",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
"Stiftung SPI, GB Soziale Räume u. Projekte",Programmagentur Rechtskundepaket,01.08.2008,"691.701,58",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Stiftung SYNANON,Qualifizierung und Profiling,01.10.2008,"23.649,86","23.649,86",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
SYSTEM-DATA Personal Service GmbH,ProProfession EDV-Englisch IV,01.01.2008,"17.496,00","17.496,00",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
SYSTEM-DATA Personal Service GmbH,21148 Ausbildungsförderung von Jugendlichen mit Migrationshintergrund - PASS 1,07.01.2008,"42.012,00","42.012,00",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
SYSTEM-DATA Personal Service GmbH,Pro Profession I EDV - Deutsch,11.02.2008,"40.572,00","40.572,00",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
SYSTEM-DATA Personal Service GmbH,21165 Ausbildungsförderung von Jugendlichen mit Migrationshintergrund NeuStart Ausb. I EDV - Deutsch,15.03.2008,"25.160,00",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
SYSTEM-DATA Personal Service GmbH,21164 Ausbildungsföderung von Jugendlichen mit Migrationshintergrund - Zukunft Chance I EDV-Englisch,15.03.2008,"25.160,00",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
SYSTEM-DATA Personal Service GmbH,Quali Zusatzjobs - Erstellung dynamischer Webseiten mit HTML und Datenbankanbindung mit PHP,02.04.2008,"13.677,84","13.677,84",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
SYSTEM-DATA Personal Service GmbH,Quali Zusatzjobs - Grundkurs Englisch 2008,02.04.2008,"15.352,67","15.352,67",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
SYSTEM-DATA Personal Service GmbH,Basiswissen Englisch II,10.04.2008,"66.960,00",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
SYSTEM-DATA Personal Service GmbH,Bürokommunikation - EDV II,28.04.2008,"66.000,00",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
SYSTEM-DATA Personal Service GmbH,22233 Basiswissen Deutsch I,05.05.2008,"58.883,73","58.883,73",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
SYSTEM-DATA Personal Service GmbH,Quali Zusatzjobs - Grundlagen MS Office 2008,05.05.2008,"15.138,37","15.138,37",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
SYSTEM-DATA Personal Service GmbH,Perspektive Deutsch II,26.05.2008,"64.700,00",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
SYSTEM-DATA Personal Service GmbH,Quali Zusatzjobs - Erstellung dynamischer Webseiten mit HTML und Datenbankanbind. mit PHP 2008 (MAE),03.06.2008,"14.400,24","14.400,24",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
SYSTEM-DATA Personal Service GmbH,Quali Zusatzjobs - Spanisch Grundkurs 2008,03.06.2008,"14.402,95","14.402,95",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
SYSTEM-DATA Personal Service GmbH,Quali Zusatzjobs - Grundkurs Englisch 2008,03.06.2008,"17.077,05","17.077,05",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
SYSTEM-DATA Personal Service GmbH,Basiswissen Englisch III,02.06.2008,"68.630,48","68.630,48",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
SYSTEM-DATA Personal Service GmbH,22243 Berufsdeutsch & Berufspraxis,02.06.2008,"66.173,06","66.173,06",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
SYSTEM-DATA Personal Service GmbH,22248 Gestaltung von Webseiten mit Java Script und HTML I,16.06.2008,"61.000,00",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
SYSTEM-DATA Personal Service GmbH,Quali Zusatzjobs - Photoshop Adobe 2008,01.07.2008,"15.279,45","15.279,45",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
SYSTEM-DATA Personal Service GmbH,Quali Zusatzjobs - Englisch Aufbaukurs 2008,01.07.2008,"16.908,84","16.908,84",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
SYSTEM-DATA Personal Service GmbH,Quali Zusatzjobs - Business English 2008,01.07.2008,"16.374,53","16.374,53",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
SYSTEM-DATA Personal Service GmbH,22258-Berufsvorbereitung Deutsch III,01.07.2008,"54.000,00",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
SYSTEM-DATA Personal Service GmbH,22259-Englisch für den Beruf,18.08.2008,"61.000,00",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
SYSTEM-DATA Personal Service GmbH,Bürokommunikation EDV / ECDL III,01.07.2008,"71.827,66","71.827,66",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
SYSTEM-DATA Personal Service GmbH,BerufsStart Deutsch II,07.07.2008,"64.542,00",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
SYSTEM-DATA Personal Service GmbH,Grundlagen MS Office / ECDL,17.07.2008,"81.681,80","81.681,80",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
SYSTEM-DATA Personal Service GmbH,Quali Zusatzjobs - Grundkurs Englisch 2008,04.08.2008,"16.289,36","16.289,36",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
SYSTEM-DATA Personal Service GmbH,Quali Zusatzjobs - Gestaltung von Webseiten mit HTML & JavaScript 2008,04.08.2008,"15.464,40","15.464,40",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
SYSTEM-DATA Personal Service GmbH,NeuStart Handwerker und Kaufleute II,28.07.2008,"78.500,00",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
SYSTEM-DATA Personal Service GmbH,Quali Zusatzjobs - Französisch Basiswissen 2008,04.08.2008,"15.417,68","15.417,68",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
SYSTEM-DATA Personal Service GmbH,EDV basierte Buchhaltung mit Lexware I,11.08.2008,"70.700,00",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
SYSTEM-DATA Personal Service GmbH,BerufsStart Deutsch III,12.08.2008,"64.700,00",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
SYSTEM-DATA Personal Service GmbH,Quali Zusatzjobs - Grundlagen MS Office 2008,01.09.2008,"15.453,75","15.453,75",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
SYSTEM-DATA Personal Service GmbH,Quali Zusatzjobs - Englisch Aufbaukurs 2008,01.09.2008,"17.392,93","17.392,93",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
SYSTEM-DATA Personal Service GmbH,Basiswissen Englisch IV,15.09.2008,"64.700,00",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
SYSTEM-DATA Personal Service GmbH,Grundlagen MS Office - ECDL II,05.09.2008,"68.400,00",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
SYSTEM-DATA Personal Service GmbH,Perspektive Deutsch III,10.09.2008,"64.700,00",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
SYSTEM-DATA Personal Service GmbH,Fit for Ausbildung 2 EDV - Deutsch,15.09.2008,"46.000,00",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
SYSTEM-DATA Personal Service GmbH,Quali Zusatzjobs - Grundkurs Englisch 2008,01.10.2008,"16.420,96","16.420,96",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
SYSTEM-DATA Personal Service GmbH,Fachdeutsch und Grundlagen EDV II,14.10.2008,"64.700,00",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
SYSTEM-DATA Personal Service GmbH,Quali Zusatzjobs - Englisch Aufbaukurs 2008,03.11.2008,"16.980,92","16.980,92",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
SYSTEM-DATA Personal Service GmbH,Quali Zusatzjobs - Gestaltung von Webseiten mit HTML & JavaScript 2008,03.11.2008,"15.618,40","15.618,40",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
SYSTEM-DATA Personal Service GmbH,22286- Basiswissen Deutsch II,01.11.2008,"61.000,00",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
SYSTEM-DATA Personal Service GmbH,22289- Berufsvorbereitung Deutsch und EDV II,05.11.2008,"65.080,00",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
SYSTEM-DATA Personal Service GmbH,Quali Zusatzjobs - Business English 2008,03.11.2008,"15.978,78","15.978,78",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
SYSTEM-DATA Personal Service GmbH,Quali Zusatzjobs - Spanisch Grundkurs 2008,17.11.2008,"16.407,59","16.407,59",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
SYSTEM-DATA Personal Service GmbH,Quali Zusatzjobs - Linux Grundlagen,24.11.2008,"14.800,00",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
SYSTEM-DATA Personal Service GmbH,Verkaufs- und Kassentraining mit Kassenpass,16.12.2008,"66.000,00",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
TACO GmbH,Multimediale EDV-Anwendungen (MAE),01.04.2008,"101.109,16",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
TACO GmbH,Multimediale EDV-Anwendungen (MAE) - Pankow,01.10.2008,"181.101,19",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
TACO GmbH,Multimediale EDV-Anwendungen (MAE) - Mitte,01.10.2008,"90.886,62",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Tannenhof Berlin-Brandenburg e. V.,Eingangsklassen Tannenhof-Schule,14.01.2008,"121.120,76","121.120,76",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Technische Universität Berlin ZEK - WB,Kompetenzentwicklung für Digitale Medien an Berliner Hochschulen - KeO- Unterantrag der TU Berlin,01.10.2008,"1.196.869,27",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Technischer Jugendfreizeit- u. Bildungsverein e.V.,JWM - Medienwerkstatt TECHNIKA,01.01.2008,"438.935,29",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Technischer Jugendfreizeit- u. Bildungsverein e.V.,JugendTechnikSchule III,01.01.2008,"839.255,42",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Technischer Jugendfreizeit- u. Bildungsverein e.V.,MmB - SP 4) Blended learning für Menschen mit Behinderungen,01.03.2008,"219.025,45","219.025,45",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Technischer Jugendfreizeit- u. Bildungsverein e.V.,"MmB - Computerarbeitsplatz-Testzentrum f. Menschen m. Behinderungen, Arbeitgeber und Multiplikatoren",01.09.2008,"184.434,26",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Tech-Teachers,ber-IT Beratungs- und Servicezentrum,01.01.2008,"156.349,14","156.349,14",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Treff- und Informationsort (TIO) e.V.,TIO-Weiterbildungsberatung,01.01.2008,"66.100,00",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Treff- und Informationsort (TIO) e.V.,TIO-Qualifizierungsprojekt,01.01.2008,"952.611,55",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Treff- und Informationsort (TIO) e.V.,Integration junger Migrantinnen in den Öffentlichen Dienst 5,04.02.2008,"45.615,23","45.615,23",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Treff- und Informationsort (TIO) e.V.,"Schulabschluss und Qualifizierung im Bereich Fitness, Ernährung und Kosmetik",01.04.2008,"62.043,76","62.043,76",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
TU Berlin - Lehrstuhl TIM Prof. Gemünden (H 71),VENTURE CAMPUS IV,01.10.2008,"1.676.540,01",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
"TU Berlin, Der Praesident",Genesis III,01.06.2008,"1.653.138,51",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
"TU Berlin, Der Praesident",BeLearning II,01.06.2008,"1.758.121,31",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
"TU Berlin, Der Praesident",SCRIPTA II - Scientific Presentation for Academics,01.07.2008,"1.616.783,97",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
