"Prioritätsachse","Begünstigte","Maßnahmebezeichnung","Jahr der Bewilligung","Gewahrte Betrage","Bei Abschluss des Vorhabens gezahlte Gesamtbetrage"
"C","Bildung-Begegnung-Zeitgeschehen Bernau ","Grundbildungskurs ""Lesen-schreiben-miteinander reden"". Die beiden Kurse werden entsprechend der vorgeschriebenen Module für Grundbildung durchgeführt. ",2008,3930.00,
"C","Bildungseinrichtung Buckow e.V. ","Im handlungs- und projektorientierten Kleingruppenunterricht werden die Schüler zum höchstmöglichen Schulabschluss geführt. Besonderen Wert wird auf  soziales Lernen, die Übernahme von Verantwortung sowie die berufliche Orientierung gelegt.",2008,158780.62,
"C","Brandenburgischer Volkshochschulverband e.V.","Grundbildung für Erwachsene an Volkshochschulen",2008,15961.00,
"C","Brandenburgischer Volkshochschulverband e.V.","Grundbildung für Erwachsene an Volkshochschulen",2008,28874.00,
"C","BuS e. V. Potsdam ","Mit dem Projekt sollen schulmüde und schulverweigernde Schüler/innen die Möglichkeit erhalten, einen qualifizierten Schulabschluss, ohne Schulverweigerung und Schulabbruch zu erwerben. Ziel ist es, mit gezielten sozialpädagogischen Maßnahmen und Praxisorientierten Unterrichtsinhalten eine enge Verbindung zwischen
Theorie und Praxis zu schaffen, Freude am Lernen wieder zu entdecken und eine geeignete Berufswegeplanung vorzubereiten.",2008,153804.66,
"C","Die Wille gGmbH ","Ziel des Projektes ist es, den Teilnehmern Schlüsselqualifikationen zur Vorbereitung auf das Berufsleben und zur
Bewältigung von Alltagssituationen nach der Haftentlassung zu vermitteln. 
",2008,201800.79,
"C","Die Wille gGmbH ","Das Projekt IT-Einstieg beinhaltet die Vermittlung von Grundkenntnissen in der Arbeit mit dem Office-Paket,
basierend auf den Inhalten des europäischen Computerführerscheins (ECDL). ",2008,138447.97,
"C","Europäisches Bildungswerk für Beruf und Gesellschaft gGmbH","Schweißen mit individuellem Einstieg in der JVA Brandenburg",2008,226946.98,
"C","Förderverein Akademie 2. Lebenshälfte im Land Brandenburg e.V.","Maßnahme Akademie 50plus, Unterstützung der Integration älterer Arbeitsloser in den Arbeitsmarkt. Durch individuelle Beratung - arbeitsmarktnahe Bildung und Initiativen zur Vermittlung, sollen die Chancen Älterer erhöht werden. ",2008,87800.00,
"C","Förderverein Akademie 2. Lebenshälfte im Land Brandenburg e.V.","Maßnahme Akademie 50plus, Das Projekt setzt die Ziele des landesweiten Projektes Akademie 50plus im Arbeitsamtsbezirk Potsdam um. Durch Aktivierung, wirtschaftsnahe Qualifizierung und passgenaue Vermittlung werden die Stärken älterer Arbeitsloser genutzt und thematisiert.",2008,88280.00,
"C","fqg Transfergesellschaft mbH ","Aktiv für Arbeit in der Stadt Brandenburg/Havel",2008,284903.12,
"C","Gemeinnütziger Berufsbildungsverein Guben e.V.","Berufliche Fortbildung in der JVA Wriezen, Außenstelle Cottbus",2008,474582.83,
"C","Gemeinnütziger Verein e.V. Lietzen ","Integratives Projekt von Jugendhilfe und Schule zur Vermeidung von Schulabbrüchen bei schulverweigernden Jugendlichen. ",2008,157500.00,
"C","Gesellschaft zur Förderung der Erwachsenenbildung Land Brandenburg gGmbH","Projekt Aktiv für Arbeit im Landkreis Dahme-Spreewald",2008,219996.04,
"C","Gesellschaft zur Förderung der Erwachsenenbildung Land Brandenburg gGmbH","Projekt Aktiv für Arbeit im Landkreis Märkisch-Oderland",2008,326688.79,
"C","Gesellschaft zur Förderung der Erwachsenenbildung Land Brandenburg gGmbH","Projekt Aktiv für Arbeit im Landkreis Havelland",2008,219988.46,
"C","Gesellschaft zur Förderung der Erwachsenenbildung Land Brandenburg gGmbH","Die Maßnahme Akademie 50plus ist auf die Belange Älterer ausgerichtet. Ältere werden in ihren Bemühungen auf dem Weg in Beschäftigung beraten, unterstützt und begleitet. 

",2008,87000.00,
"C","GFB-Gemeinnützige Gesellschaft zur Förderung Brandenb. Kinder u. Jugendl. mbH","Schulverweigererprojekt ""Gemeinsam lernen""",2008,111828.00,
"C","IBI - Institut für Bildung in der Informationsgesellschaft e. V.","LiS - Lernplattform im Strafvollzug",2008,55407.14,
"C","IBI - Institut für Bildung in der Informationsgesellschaft e. V.","LiS - Lernplattform im Strafvollzug",2008,55407.14,
"C","IFU Schulen und Arbeitsmarkt gGmbH ","Maßnahme Akademie 50+, Organisation und Durchführung von modularen beruflichen Qualifizierungs- und Trainingsangeboten angepasst an die regionale Wirtschaft und an die Leistungsvoraussetzungen der vorgesehenen Teilnehmer. Passgenaue Vorbereitung und Vermittlung der Teilnehmer nach den Qualifizierungsangeboten in Beschäftigungsverhältnisse sowie bei Bedarf Nachbetreuung bei Aufnahme eines Beschäftigungsverhältnisses . ",2008,85997.70,
"C","Initiative Jugendarbeit Neuruppin e.V ","Arbeit und Qualifizierung im Jugendvollzug ",2008,83356.11,
"C","Internationaler Bund - freier Träger der Jugend-, Sozial- und Bildungsarbeit e.V.","Projekt zur Vermeidung von Schulabbrüchen bei schulverweigernden Jugendlichen",2008,158225.04,
"C","JOB e.V. Jugend - Orientierung - Beruf ","MUT - Motivation Unterricht Training",2008,156552.56,
"C","Landeshauptstadt Potsdam ","Regionalbudget II",2008,1130175.00,
"C","Landeshauptstadt Potsdam ","Die berufspädagogische Maßnahme ist gerichtet auf eine Berufsvorbereitung und geeignet für Jugendliche die entweder schulmüde oder schuldistanziert sind und bei denen keine Reintegration in die Schule mehr möglich ist.
",2008,25305.45,
"C","Landeshauptstadt Potsdam ","Berufspädagogische Maßnahmen, Arbeitstrainingsprogramm in der Jugendwerkstatt Phantasia",2008,216914.73,
"C","Landkreis Barnim ","Regionalbudget II",2008,2167760.00,
"C","Landkreis Dahme-Spreewald ","Regionalbudget II",2008,1134428.57,
"C","Landkreis Elbe-Elster Dezernat III","Regionalbudget II",2008,1339428.50,
"C","Landkreis Havelland ","Regionalbudget II",2008,1262215.38,
"C","Landkreis Havelland ","Die teilnehmenden Jugendlichen mit besonderen Benachteiligungen werden durch individuelle Förderung befähigt, selbständig eigene Zukunftsperspektiven zu entwickeln.",2008,245662.00,
"C","Landkreis Märkisch-Oderland ","Regionalbudget II ",2008,2506622.23,
"C","Landkreis Märkisch-Oderland ","e-quality-learning Berufsvorbereitung im Rahmen der Jugendhilfe",2008,219633.32,
"C","Landkreis Märkisch-Oderland ","Berufsvorbereitende Maßnahme zur Verbesserung beruflicher Ausbildungs- und Eingliederungschancen von Jugendlichen im Rahmen der Jugendhilfe",2008,102930.00,
"C","Landkreis Märkisch-Oderland ","Sozialpädagogische Betreuung zur sozialen und beruflichen Integration im Rahmen der Nachbetreuung der Jugendberufshilfemaßnahmen
",2008,20440.00,
"C","Landkreis Märkisch-Oderland ","Berufsvorbereitende Maßnahme zur Verbesserung beruflicher Ausbildungs- und Eingliederungschancen von Jugendlichen im Rahmen der Jugendhilfe",2008,123516.00,
"C","Landkreis Märkisch-Oderland ","Sozialpädagogische Betreuung Nachbetreuung der Jugendberufshilfemaßnahme.",2008,20440.00,
"C","Landkreis Märkisch-Oderland ","Berufsvorbereitende Maßnahme zur Verbesserung beruflicher Ausbildungs- und Eingliederungschancen von Jugendlichen im Rahmen der Jugendhilfe",2008,123516.00,
"C","Landkreis Märkisch-Oderland ","Nachbetreuung der Jugendberufshilfemaßnahme",2008,14454.00,
"C","Landkreis Oberhavel ","Regionalbudget II",2008,1788500.00,
"C","Landkreis Oberhavel ","Beurfspädagogische Maßnahme in der Jugendhilfe",2008,383368.80,
"C","Landkreis Oberspreewald-Lausitz ","Regionalbudget II ",2008,1405000.00,
"C","Landkreis Oder-Spree ","Sozialpädagogische Betreuung Jugendlicher. Berufliche Integration am Standort Erkner.",2008,87600.00,
"C","Landkreis Oder-Spree ","Sozialpädagogische Betreuung Jugendlicher. Berufliche Integration ist die FAA Bildungsgesellschaft mbH.",2008,81760.00,
"C","Landkreis Oder-Spree ","Regionalbudget II",2008,2180679.82,
"C","Landkreis Oder-Spree ","Projekt ""Chance"" - Sozialpädagogische Betreuung von Jugendlichen",2008,87600.00,
"C","Landkreis Ostprignitz-Ruppin ","Regionalbudget II",2008,1935153.57,
"C","Landkreis Ostprignitz-Ruppin ","Produktionsschule Wittstock/Kyritz - Integration in sozialversicherungspflichtige Arbeit von Jugendlichen und jungen Erwachsenen durch arbeitsbegleitende Qualifikation mit Hilfe von Orientierungs-, Vorbereitungs- und Qualifikationsangeboten.",2008,58968.00,
"C","Landkreis Ostprignitz-Ruppin ","Sozialpädagogisch begleitete berufsvorbereitende Maßnahme ",2008,91263.00,
"C","Landkreis Ostprignitz-Ruppin ","Beurfspädagogische Maßnahme in der Jugendhilfe",2008,90287.55,
"C","Landkreis Ostprignitz-Ruppin ","Beurfspädagogische Maßnahme in der Jugendhilfe",2008,94197.00,
"C","Landkreis Ostprignitz-Ruppin ","Berufspädagogische Maßnahmen Produktionsschule ""WiKy"" an den Standorten Wittstock und Kyritz",2008,256600.00,
"C","Landkreis Ostprignitz-Ruppin ","Beurfspädagogische Maßnahme in der Jugendhilfe",2008,118321.00,
"C","Landkreis Prignitz ","Regionalbudget II ",2008,1444910.00,
"C","Landkreis Spree-Neiße ","Regionalbudget II",2008,1288428.57,
"C","Landkreis Teltow-Fläming ","Regionalbudget II",2008,1519002.00,
"C","Landkreis Teltow-Fläming ","Sozialpädagogische Hilfe für junge Menschen",2008,299154.00,
"C","Landkreis Teltow-Fläming ","Sozialpädagogisch begleitete berufsvorbereitende Maßnahme für besonders benachteiligte Jugendliche.",2008,36244.50,
"C","Landkreis Uckermark ","Beurfspädagogische Maßnahme in der Jugendhilfe",2008,8381.40,
"C","Landkreis Uckermark ","Regionalbudget II",2008,2359000.00,
"C","Landkreis Uckermark ","Beurfspädagogische Maßnahme in der Jugendhilfe",2008,11053.20,
"C","Ländliche Erwachsenenbildung Prignitz-Havelland e.V.","Schulmüden und schulverweigernden Jugendlichen werden durch besondere und abweichende Organisationsformen der Wissensvermittlung neue Möglichkeiten des individuellen Lernens gegeben",2008,156429.00,
"C","Ländliche Erwachsenenbildung Prignitz-Havelland e.V.","Integrierte Projekte von Jugendamt und Schule zur Vermeidung von Schulabbrüchen",2008,156429.00,
"C","Ländliche Erwachsenenbildung Prignitz-Havelland e.V.","Integrierte Projekte von Jugendamt und Schule zur Vermeidung von Schulabbrüchen",2008,156429.00,
"C","Ländliche Erwachsenenbildung Prignitz-Havelland e.V.","Beurfspädagogische Maßnahme in der Jugendhilfe",2008,156429.00,
"C","Landratsamt Potsdam-Mittelmark ","Regionalbudget II",2008,1370000.00,
"C","Märkische Ausbildungsgesellschaft Qualifizierungs- u. Trainingszentrum e.V.","ANKER Schulverweigerungsprojekt",2008,52023.52,
"C","Nestor Bildungsinstitut GmbH ","Projekt Aktiv für Arbeit im Landkreis Ostprignitz-Ruppin",2008,306195.46,
"C","Nestor Bildungsinstitut GmbH ","Akademie 50+ ",2008,85794.76,
"C","Outlaw gemeinnützige Gesellschaft für Kinder- und Jugendhilfe gGmbH","Integrationsprojekt von Jugendhilfe und Schule zur Vermeidung von Schulabbrüchen bei schulverweigernden Jugendlichen - Schulprojekt WALL - Kyritz",2008,150800.00,
"C","Outlaw gemeinnützige Gesellschaft für Kinder- und Jugendhilfe gGmbH","Integrationsprojekt von Jugendhilfe und Schule zur Vermeidung von Schulabbrüchen bei schulverweigernden Jugendlichen - Schulprojekt WALL -Zehdenick",2008,150800.00,
"C","Outlaw gemeinnützige Gesellschaft für Kinder- und Jugendhilfe gGmbH","Integrationsprojekt von Jugendhilfe und Schule zur Vermeidung von Schulabbrüchen bei schulverweigernden Jugendlichen - Schulprojekt WALL - Velten",2008,150800.00,
"C","pewobe g GmbH in Frankfurt (Oder) ","""Integriertes Projekt von Jugendhilfe und Schule zur Vermeidung von Schulabbrüchen bei schulverweigernden Jugendlichen"" Schuljahr 2008/09. ",2008,149306.23,
"C","QualifizierungsCentrum der Wirtschaft GmbH","Projekt Aktiv für Arbeit im Landkreis Oder-Spree",2008,335897.70,
"C","Seniorpartner in School Brandenburg e.V. ","Förderung Schulmediatoren - Seniorpartner in School Brandenburg e.V.",2008,51869.00,
"C","Seniorpartner in School Brandenburg e.V. ","Förderung Schulmediatoren - Seniorpartner in School Brandenburg e.V.",2008,40211.00,
"C","Stadt Brandenburg an der Havel ","Regionalbudget II ",2008,998428.57,
"C","Stadt Brandenburg an der Havel ","Berufs- und Arbeitswelt bezogene Hilfeform zur beruflichen Integration, Orientierung und Beschäftigung für benachteiligte Jugendliche im Alter von 15-21 Jahren.",2008,,61852.36
"C","Stadt Brandenburg an der Havel ","Berufspädagogische Maßnahme zur beruflichen Integration, Motivation, Orientierung und Beschäftigung für benachteiligte Jugendliche im Alter von 15 bis 20 Jahren.",2008,180506.75,
"C","Stadtverwaltung Cottbus ","Fachkräfte sichern - Stadtentwicklung fördern - mit MUT zur Qualität",2008,1287286.34,
"C","Stadtverwaltung Frankfurt (Oder) ","Regionalbudget II",2008,1484694.00,
"C","Stiftung SPI, Niederlassung Brandenburg ","Integrierte Projekte zur Vermeidung von Schulabbrüchen: Lernwerkstatt Sprungbrett",2008,146000.00,
"C","Stiftung SPI, Niederlassung Brandenburg ","Integrierte Projekte zur Vermeidung von Schulabbrüchen: Das Schulprojekt ""Leonardos Meisterbude""",2008,146000.00,
"C","Stiftung SPI, Niederlassung Brandenburg ","Lernwerkstatt ""Mikado-Crew"" Frankfurt (Oder)",2008,146000.00,
"C","Stiftung SPI, Niederlassung Brandenburg ","Integrierte Angebote der Jugendhilfe und Schule zur Vermeidung von Schulabbrüchen bei schulverweigernden Jugendlichen",2008,146000.00,
"C","Technologie- und Berufsbildungszentrum Königs Wusterhausen gGmbH","Arbeitstherapeutische Qualifizierungsmaßnahmen in der JVA ",2008,181283.91,
"C","TÜV Rheinland Akademie GmbH Niederlassung Lauchhammer","Praxislernen zur Vermeidung von Schulabbrüchen",2008,150168.00,
"C","Uckermärkischer Regionalverbund e.V. Barnim-Uckermark","Aktiv für Arbeit im Landkreis Uckermark",2008,354780.00,
"C","Universal-Stiftung Helmut Ziegner ","Berufliche Qualifizierung zur Verbesserung der beruflichen Vermittlungschancen in der JVA Frankfurt/Oder",2008,65016.94,
"C","Universal-Stiftung Helmut Ziegner ","Erstausbildung im Erwachsenenvollzug zur Herstellung von Chancengleichheit in der JVA Duben",2008,272082.04,
"C","Universal-Stiftung Helmut Ziegner ","Berufliche Qualifizierung zur Verbesserung der beruflichen Vermittlungschancen Erwachsener in der JVA Wulkow",2008,391843.63,
"C","Universal-Stiftung Helmut Ziegner ","Erstausbildung und Qualifizierung im Erwachsenenvollzug in der JVA Duben ; ""Gaststättengewerbe""",2008,176031.84,
"C","Verein für Jugendhilfe und Sozialarbeit e.V.","Werk-Statt-Schule ist ein Projekt von Jugendhilfe und Schule zur Vermeidung von Schulabbrüchen bei Jugendlichen, die in die Regelschule nicht mehr integrierbar sind.",2008,153500.00,
"C","VHS-Bildungswerk für Brandenburg und Berlin GmbH","Projekt Aktiv für Arbeit im Landkreis Barnim",2008,276827.04,
"C","WEQUA GmbH ","Projekt Aktiv für Arbeit im Landkreis Oberspreewald-Lausitz",2008,220000.00,
"C","WIR e.V. Zossen Gemeinnütziger Bildungsverein für Junge","Schulverweigererprojekt ""Rückgrat""",2008,152300.00,
"D","Agentur Bellot GmbH, Berlin","5. Zukunftstag für Mädchen und Jungen im Land Brandenburg",2007,44494.09,
"D","Deutscher Gewerk-
schaftsbund Bezirk
Berlin-Brandenburg
burg, Berlin","Kontakt- und Beratungsstelle zur sozialpartnerschaftlichen Begleitung der Umsetzung des ESF in Brandenburg 2007 - 2013",2007,196650.00,
"D","Landesagentur für Struktur und Arbeit Brandendenburg GmbH","Einführung einer IT-Infrastruktur für ein zwischen den Bewilligungsstellen bei der LASA und beim LASV abgestimmtes IT-gestütztes Fördermittelmanagement zur Umsetzung des ESF, Anschaffung notwendiger Hardware und Lizenzen",2007,50841.36,
"D","bbw Akademie für betriebs-
wirtschaftliche Weiterbildung GmbH, Potsdam","Europa im Blick-Schule Los 2 ""Unternehmensbesuche"": Aufgabe des Auftragnehmers von Los 2 ist es, für Schüler/innen Besuche bei Unternehmen und anderen Arbeitsmarktakteuren vorzubereiten und durchzuführen. Im Rahmen dieser Besuche sollen durch Akteure aus der Praxis Informationen zu den europäischen Aktivitäten vor Ort, den wirtschaftlichen Beziehungen zu anderen EU-Mitgliedstaaten sowie zu Möglichkeiten für Praktika, Ausbildungs- und Arbeitsplätze vermittelt werden. Das Projekt wird in vier Modellregionen des Landes Brandenburg durchgeführt: Brandenburg an der Havel, Havelland, Märkisch-Oderland und Oberspreewald-Lausitz.","2007
",,26880.00
"D","Gesellschaft für Europa-
und Kommunalpolitik
e. V., Berlin  ","Europa im Blick-Schule, Los 1 ""Schulveranstaltungen"": Aufgabe des Auftragnehmers von Los 1 ist es, für Schüler/innen Veranstaltungen an Schulen vorzubereiten und durchzuführen. Im Rahmen der Veranstaltungen werden neben grundlegenden Informationen zu den Strukturen der EU insbesondere Informationen zum Europäischen Sozialfonds im Land Brandenburg vermittelt. Das Projekt wird in vier Modellregionen des Landes Brandenburg durchgeführt: Brandenburg an der Havel, Havelland, Märkisch-Oderland und Oberspreewald-Lausitz.","2007
",,27000.00
"D","ESF-Verwaltungsbehörde


","Durchführung von Maßnahmen der Vorbereitung, Verwaltung, Begleitung, Bewertung, Information und Kontrolle für eine wirksame Realisierung der Interventionen des ESF nach dem Operationellen Programm des Landes Brandenburg für den ESF in der Förderperiode 2007-2013","2008

",4519790.87,799947.50
"E","Berlin-Brandenburgische Auslandsgesellschaft BBAG e.V.","Aktivierung von Fachkräfteressourcen durch Diversity Management",2007,153359.78,
"E","Berlin-Brandenburgische Auslandsgesellschaft BBAG e.V.","CANVASS - Aktivierung von Fachkräfteressourcen durch Ansätze des Diversity Management",2007,116639.83,
"E","Deutsche Angestellten-Akademie GmbH ","Integration der Geringqualifizierten und der Unternehmen in ein modulares System, das die Betroffenen aus den bisher üblichen Weiterbildungsmaßnahmen herrauslöst und arbeitsplatznahe Qualifizierung ermöglicht. ",2007,497250.00,
"E","EEPL Entwicklungsgesellschaft Energiepark Lausitz GmbH","Das Projekt Horizonte soll Modelle erproben, durch die Geringqualifizierte wieder vermehrt in Arbeit gebracht werden können sowohl in der freien Wirtschaft als auch in hybriden Bereichen.
",2007,609013.05,
"E","Hennigsdorfer INO-gemeinnützige Innovations- und Entwicklungsgesellschaft mbH","Einfacharbeitsplätze durch eine intelligente Verknüpfung der bestehenden Finanzierungsinstrumente ermöglicht das Projekt in der Modellphase, dass Geringqualifizierte aus dem ALG II Bezug heraus fit gemacht werden für den Arbeitsmarkt.",2007,418391.92,
"E","Landkreis Dahme-Spreewald ","Aufbau eines funktionierenden Modells zur Vermittlung und nachhaltigen Integration formal Geringqualifizierter in sozialversicherungspflichtige Arbeitsplätze",2007,759148.00,
