Beneficiario Finale,Denominazione Progetto,Asse,Codice Obiettivo Operativo,Codice Progetto,Regione,Totale impegnato,Totale erogato (pagamenti monitorati al 31/12/2009)
REAT SAS DI CONCOVIA & C.,REAT SAS DI CONCOVIA & C.,II,II.1,2024544,Calabria,"46,325.06","10,465.01"
RED ONION DI GERVASI LUISA E COZZOLINO snc,RED ONION DI GERVASI LUISA E COZZOLINO snc,II,II.1,2012063,Calabria,"42,536.40","31,144.98"
RED.CAM. DI REDA GIULIANA E CAVA FRANCESCO S.N.C.,RED.CAM. DI REDA GIULIANA E CAVA FRANCESCO S.N.C.,II,II.1,2021549,Calabria,"51,021.00","51,021.00"
REGGIO PACK SERVICE DI PIRRONE GIOVANNA & C. SAS,REGGIO PACK SERVICE DI PIRRONE GIOVANNA & C. SAS,II,II.1,2021104,Calabria,"36,621.55","36,621.50"
REGNO SYSTEM S.N.C. DI REGNO CARLO & REGNO RAFFAELE,REGNO SYSTEM S.N.C. DI REGNO CARLO & REGNO RAFFAELE,II,II.1,2011732,Calabria,"51,228.94","40,307.02"
RENDA IMPIANTI DI RENDA S. E L. SNC,RENDA IMPIANTI DI RENDA S. E L. SNC,II,II.1,2014948,Sicilia,"5,369.96","5,265.11"
RESET 2006 SAS DI STENDARDO TOMMASO & C.,RESET 2006 SAS DI STENDARDO TOMMASO & C.,II,II.1,2018112,Puglia,"54,920.00","45,105.00"
RESICEM S.N.C.,RESICEM S.N.C.,II,II.1,2012491,Sicilia,"54,505.03","18,806.52"
RESIDENCE HOTEL  AGNANO TERME,RESIDENCE HOTEL  AGNANO TERME,II,II.1,2218,Campania,"295,200.00","173,852.00"
REVI.TIR. S.A.S. DI CARROZZINO DANIELE & C.,REVI.TIR. S.A.S. DI CARROZZINO DANIELE & C.,II,II.1,2019867,Calabria,"46,146.00","46,146.00"
RIGENERA S.A.S. DI FABIO BATTAGLIA & C.,RIGENERA S.A.S. DI FABIO BATTAGLIA & C.,II,II.1,2024398,Sicilia,"48,911.00","12,282.20"
RILUB,RILUB,II,II.1,70981,Campania,"244,577.69","88,364.00"
RIMA LABORATORI DI RICCIARDI ANTONIO & C. S.A.S.,RIMA LABORATORI DI RICCIARDI ANTONIO & C. S.A.S.,II,II.1,2025126,Calabria,"43,419.28","10,283.86"
RIVELLINI COSTRUZIONI DI RIVELLINI GIOVANNI & C. SAS,RIVELLINI COSTRUZIONI DI RIVELLINI GIOVANNI & C. SAS,II,II.1,2008650,Campania,"52,890.00","40,040.00"
ROB. BEA GROUP DI RADO M. \&\ C. SAS,ROB. BEA GROUP DI RADO M. \&\ C. SAS,II,II.1,2014427,Campania,"17,722.50","16,007.50"
ROKELI DI RAUSEO ELISA E ROCCHINA SNC,ROKELI DI RAUSEO ELISA E ROCCHINA SNC,II,II.1,2020775,Campania,"50,529.25","50,529.25"
ROLLO GIOIELLI DI ROLLO D. \&\ C. SAS,ROLLO GIOIELLI DI ROLLO D. \&\ C. SAS,II,II.1,2014480,Puglia,"18,948.00","18,948.00"
ROMA COSTRUZIONI SAS DI ROMA PIETRO & C.,ROMA COSTRUZIONI SAS DI ROMA PIETRO & C.,II,II.1,2021847,Puglia,"49,189.70","47,318.20"
ROSETTA FILM SAS,ROSETTA FILM SAS,II,II.1,2021496,Sicilia,"61,263.50","12,852.70"
RUBBETTINO,RUBBETTINO,II,II.1,41263,Calabria,"134,617.95","104,702.85"
RUSEDIL SAS di POSSEMATO PASQUALE & C.,RUSEDIL SAS di POSSEMATO PASQUALE & C.,II,II.1,2010535,Campania,"33,340.75","30,740.33"
S & C COSTRUZIONI S.A.S. DI ROCCO STANCO & C.,S & C COSTRUZIONI S.A.S. DI ROCCO STANCO & C.,II,II.1,2018948,Campania,"52,899.62","52,896.22"
S. \&\ C. IL FORO S.A.S. DI BRANCACCIO F \&\ C,S. \&\ C. IL FORO S.A.S. DI BRANCACCIO F \&\ C,II,II.1,2015199,Campania,"16,141.25","15,545.70"
S. E M. IMPIANTI SAS DI SERIO MARCO E C.,S. E M. IMPIANTI SAS DI SERIO MARCO E C.,II,II.1,2015633,Calabria,"38,503.75","38,493.30"
S. GIUSEPPE MOBILIFICIO DI MARSELLA VITTORIO & C. SNC,S. GIUSEPPE MOBILIFICIO DI MARSELLA VITTORIO & C. SNC,II,II.1,2019736,Puglia,"52,408.32","52,406.78"
S.&D. PUGLIA,S.&D. PUGLIA,II,II.1,'8016.,Puglia,"589,948.00","161,115.61"
S.A.M.M. SAS DI D'ELIA MARINA & C.,S.A.M.M. SAS DI D'ELIA MARINA & C.,II,II.1,2014497,Puglia,"47,866.22","47,866.22"
S.C.T. PROJECT S.A.S. DI STEFANO SCATIGNA & C.,S.C.T. PROJECT S.A.S. DI STEFANO SCATIGNA & C.,II,II.1,2020392,Puglia,"16,980.85","16,968.50"
S.D. CARPENTERIA E IMPIANTISTICA S.A.S. DI D'AVANZO L.,S.D. CARPENTERIA E IMPIANTISTICA S.A.S. DI D'AVANZO L.,II,II.1,2017153,Campania,"50,500.00","50,500.00"
S.G. ARREDAMENTI DI PALLONE GUERINO &  C. S.A.S.,S.G. ARREDAMENTI DI PALLONE GUERINO &  C. S.A.S.,II,II.1,2023952,Campania,"27,800.31","6,960.06"
S.G. SAS DI ANNA SABATINO & CO.,S.G. SAS DI ANNA SABATINO & CO.,II,II.1,2003161,Campania,"38,715.50","25,972.40"
S.I.B.A.M. - SOC. INDUSTRIALE BEVANDE ACQUE MINERALI,S.I.B.A.M. - SOC. INDUSTRIALE BEVANDE ACQUE MINERALI,II,II.1,1589,Sicilia,"487,900.00","243,950.00"
S.I.C.O.M. DI MAURIZIO OPROMOLLA & C. S.A.S.,S.I.C.O.M. DI MAURIZIO OPROMOLLA & C. S.A.S.,II,II.1,2022506,Campania,"48,839.58","48,839.58"
S.I.GEO S.A.S. SERVIZI INTEGRATI PER LA GEOLOGIA,S.I.GEO S.A.S. SERVIZI INTEGRATI PER LA GEOLOGIA,II,II.1,2019740,Campania,"57,386.01","57,386.01"
S.I.M.E. DI DANIELE E CINZIA CASCIA S.N.C.,S.I.M.E. DI DANIELE E CINZIA CASCIA S.N.C.,II,II.1,2011744,Sicilia,"10,170.62","7,236.50"
S.I.R. S.A.S. DI RESCINITI BENITO & C.,S.I.R. S.A.S. DI RESCINITI BENITO & C.,II,II.1,2010183,Campania,"52,226.16","52,226.00"
S.I.T. SNC DI SACCO FRANCESCO PAOLO,S.I.T. SNC DI SACCO FRANCESCO PAOLO,II,II.1,2022227,Sicilia,"35,071.24","33,967.90"
S.IN.GEST. S.A.S. DI ANTONIO SALVATORE,S.IN.GEST. S.A.S. DI ANTONIO SALVATORE,II,II.1,2010323,Campania,"18,761.00","10,384.20"
S.M.T. S.A.S. DI MANCO SIMONE & C.,S.M.T. S.A.S. DI MANCO SIMONE & C.,II,II.1,2019917,Puglia,"47,385.20","46,625.00"
S.N. LOGISTICA SAS DI SCUOTTO NICOLA,S.N. LOGISTICA SAS DI SCUOTTO NICOLA,II,II.1,2006292,Campania,"11,496.66","3,902.67"
S.P. ARCHITETTI ASSOCIATI DI SCARANO E PALUMBO S.N.C.,S.P. ARCHITETTI ASSOCIATI DI SCARANO E PALUMBO S.N.C.,II,II.1,2019302,Campania,"30,968.00","30,968.00"
S.P.L.A. SOLUZ. E PREV. LITI ASSICURATIVE,S.P.L.A. SOLUZ. E PREV. LITI ASSICURATIVE,II,II.1,2012640,Campania,"31,670.70","31,179.00"
'S.U.N. DI ATTORRE VINCENZO & C. S.A.S.','S.U.N. DI ATTORRE VINCENZO & C. S.A.S.',II,II.1,2015165,Puglia,"50,551.02","35,299.39"
S\&\I  SERVIZI \&\ IMPIANTI SNC DI MARCELLINO,S\&\I  SERVIZI \&\ IMPIANTI SNC DI MARCELLINO,II,II.1,2014114,Calabria,"25,263.90","25,227.82"
S\&\P - SERVIZI E PROGETTI sas DI DE MARIA,S\&\P - SERVIZI E PROGETTI sas DI DE MARIA,II,II.1,2011937,Campania,"41,752.55","41,752.55"
SA MA RO JJ SAS DI PIMENTA MARTINS TILLY,SA MA RO JJ SAS DI PIMENTA MARTINS TILLY,II,II.1,72622,Calabria,"162,440.00","93,375.54"
SA. & SA. COSTRUZIONI DI DAVIDE SALERNO & C. S.A.S,SA. & SA. COSTRUZIONI DI DAVIDE SALERNO & C. S.A.S,II,II.1,2017915,Campania,"51,703.72","51,703.72"
sachim,sachim,II,II.1,,Puglia,"1,501,000.00","400,000.00"
SACI S.N.C. DI SAVERIO MAZZA,SACI S.N.C. DI SAVERIO MAZZA,II,II.1,2020360,Campania,"57,909.11","56,663.36"
SACI sas DEL DOTT. GIOVANNI LIQUORI E C.,SACI sas DEL DOTT. GIOVANNI LIQUORI E C.,II,II.1,2012179,Campania,"20,492.00","20,492.00"
"SAGIT S.A.S. DI PARISI MARIA STELLA, BEVILACQUA MAURIZIO & C.","SAGIT S.A.S. DI PARISI MARIA STELLA, BEVILACQUA MAURIZIO & C.",II,II.1,2021238,Campania,"35,452.39","33,998.00"
SALEFINO S.N.C. DI GELO ANTONINO & C.,SALEFINO S.N.C. DI GELO ANTONINO & C.,II,II.1,2010831,Sicilia,"32,937.50","22,850.00"
SALUMIFICIO TORNILLO,SALUMIFICIO TORNILLO,II,II.1,'8627.,Campania,"521,217.00","241,240.00"
salver,salver,II,II.1,,Puglia,"10,097,000.00", -   
SAMAS GLOBAL SERVICE SAS DI DE GIUSEPPE,SAMAS GLOBAL SERVICE SAS DI DE GIUSEPPE,II,II.1,2014069,Puglia,"20,849.22","17,512.73"
SAN MICHELE SISTEMA SICUREZZA DI PRESUTTO MARIA & C. SAS,SAN MICHELE SISTEMA SICUREZZA DI PRESUTTO MARIA & C. SAS,II,II.1,2018868,Campania,"12,358.27","9,595.72"
SAN PIO DI TRUNFIO PASQUALE & C. S.A.S.,SAN PIO DI TRUNFIO PASQUALE & C. S.A.S.,II,II.1,2023564,Calabria,"43,078.55","9,573.01"
SANITARIA VALENTE S.A.S DI BEGARI ROSINA & C. SOCI,SANITARIA VALENTE S.A.S DI BEGARI ROSINA & C. SOCI,II,II.1,2011889,Calabria,"38,596.29","28,303.94"
SANNIO IMPIANTI SNC DI MARINO L.P. \&\ C.,SANNIO IMPIANTI SNC DI MARINO L.P. \&\ C.,II,II.1,2013663,Campania,"44,907.31","44,812.31"
SANNIO PIETRE SAS DI CERULO ANDREA & C.,SANNIO PIETRE SAS DI CERULO ANDREA & C.,II,II.1,2012721,Campania,"54,470.00","54,470.00"
SANTA MARIA,SANTA MARIA,II,II.1,26755,Calabria,"526,998.00","175,666.00"
SAPORI DEL GRANO DI TARTARO ANGELA & C. SAS,SAPORI DEL GRANO DI TARTARO ANGELA & C. SAS,II,II.1,2019856,Puglia,"55,130.00","55,130.00"
SAPORI DI PUGLIA SAS DI ANTELMI ANDREA & C.,SAPORI DI PUGLIA SAS DI ANTELMI ANDREA & C.,II,II.1,2025294,Puglia,"51,990.05","11,998.01"
SAPORI E GUSTI DI SICILIA DI CANTAVENERA ALESSANDRO NICOLA,SAPORI E GUSTI DI SICILIA DI CANTAVENERA ALESSANDRO NICOLA,II,II.1,2020809,Sicilia,"59,550.00","59,550.00"
SAPORPEL SAS DI SAPORITO MARCO & C.,SAPORPEL SAS DI SAPORITO MARCO & C.,II,II.1,2018567,Campania,"56,220.00","55,448.20"
SARAFLEX S.A.S. DI DANIELE FOGLIA & C.,SARAFLEX S.A.S. DI DANIELE FOGLIA & C.,II,II.1,2002419,Campania,"31,445.37","19,844.90"
SARFI SAS DI DATTOLO FIORINA,SARFI SAS DI DATTOLO FIORINA,II,II.1,2011077,Calabria,"44,119.70","44,118.30"
SARTORIA DUCALE S.A.S. DI MOLINARO ADRIANA,SARTORIA DUCALE S.A.S. DI MOLINARO ADRIANA,II,II.1,2021172,Campania,"46,420.00","46,420.00"
SARTORIA GIUDICE S.N.C  DI  GIUDICE MARIA & C.,SARTORIA GIUDICE S.N.C  DI  GIUDICE MARIA & C.,II,II.1,2017686,Sicilia,"6,859.35","6,649.35"
SARTORIA MIGLIACCIO S.A.S. DI MIGLIACCIO LORENZO &,SARTORIA MIGLIACCIO S.A.S. DI MIGLIACCIO LORENZO &,II,II.1,2022353,Campania,"49,467.65","49,467.65"
SCALISE SPORT GROUP,SCALISE SPORT GROUP,II,II.1,26153,Calabria,"436,332.00","218,166.00"
SCARABOCCHIO 2 DI FARNESE LUCIA & C. S.A.S.,SCARABOCCHIO 2 DI FARNESE LUCIA & C. S.A.S.,II,II.1,2010872,Calabria,"52,650.00","39,805.00"
SCARPELLI \&\ GATTO SNC,SCARPELLI \&\ GATTO SNC,II,II.1,2010557,Calabria,"47,775.00","47,775.00"
SCIAME' S.N.C. DI CIFARELLI VINCENZO E C.,SCIAME' S.N.C. DI CIFARELLI VINCENZO E C.,II,II.1,2016693,Puglia,"23,330.32","20,509.92"
SE.VI. IMPIANTI DI LO IACONO SERAFINO E ZUCCARO VITO S.N.C.,SE.VI. IMPIANTI DI LO IACONO SERAFINO E ZUCCARO VITO S.N.C.,II,II.1,2008800,Sicilia,"7,406.30","3,043.22"
SEA MULTIMEDIA S.A.S.,SEA MULTIMEDIA S.A.S.,II,II.1,2014583,Campania,"58,200.25","58,200.25"
SEAMLESS WORLD DI DI GENNARO A. SAS,SEAMLESS WORLD DI DI GENNARO A. SAS,II,II.1,2014325,Puglia,"51,531.82","51,531.82"
seda cone,seda cone,II,II.1,,Campania,"4,000,000.00","2,877,000.00"
seda log,seda log,II,II.1,,Campania,"4,000,000.00","3,014,000.00"
SEDAF CONSULTING SAS DEL DR. SPINELLI,SEDAF CONSULTING SAS DEL DR. SPINELLI,II,II.1,2009902,Calabria,"31,812.10","31,812.10"
SEDIM S.A.S. DI MOSTACCIUOLO MAURIZIO & C.,SEDIM S.A.S. DI MOSTACCIUOLO MAURIZIO & C.,II,II.1,2012445,Campania,"38,809.40","36,959.40"
SEGNALETICA PRESILA S.A.S. DI DE LUCA DANILO & C.,SEGNALETICA PRESILA S.A.S. DI DE LUCA DANILO & C.,II,II.1,2024560,Calabria,"21,591.52","5,080.36"
Selex Sistemi Integrati S.p.A. (gi{ AMS S.p.A.),Selex Sistemi Integrati S.p.A. (gi{ AMS S.p.A.),II,II.1,21813,Campania,"353,960.00","309,784.00"
Selex Sistemi Integrati S.p.A. (gi{ AMS S.p.A.),Selex Sistemi Integrati S.p.A. (gi{ AMS S.p.A.),II,II.1,81788,Campania,"532,120.00","478,908.00"
SER.CAL. - CHIUSURE INDUSTRIALI E CIVILI DI RIZZO ALESSANDRO E FABIO & C. S.A.S,SER.CAL. - CHIUSURE INDUSTRIALI E CIVILI DI RIZZO ALESSANDRO E FABIO & C. S.A.S,II,II.1,2013328,Calabria,"46,020.73","46,020.17"
SERCOM DI PORCELLI MARIA ROSARIA & C. S.A.S.,SERCOM DI PORCELLI MARIA ROSARIA & C. S.A.S.,II,II.1,2019098,Campania,"50,792.00","50,792.00"
SERIAM DI ALBERICO GIOVANNI & C. S.A.S.,SERIAM DI ALBERICO GIOVANNI & C. S.A.S.,II,II.1,2016434,Campania,"44,762.50","44,440.00"
SERIGRAFIA 3P DI PREZIOSA AURELIO & C. SAS,SERIGRAFIA 3P DI PREZIOSA AURELIO & C. SAS,II,II.1,2021524,Puglia,"57,618.25","57,618.25"
SERIGRAFIC S.A.S. DI ANTONIO MARINELLI & C.,SERIGRAFIC S.A.S. DI ANTONIO MARINELLI & C.,II,II.1,2023407,Calabria,"40,990.88","40,990.88"
SERVER SNC DI DIDIO LUCA & C.,SERVER SNC DI DIDIO LUCA & C.,II,II.1,2022064,Puglia,"47,968.25","47,968.25"
SERVICE SOLUTION S.A.S. DI SALVATORE VAIANA & C.,SERVICE SOLUTION S.A.S. DI SALVATORE VAIANA & C.,II,II.1,2025244,Sicilia,"24,779.00","5,555.80"
SERVIZI & SOLUZIONI S.A.S. DI RIVELLO MARIO & C.,SERVIZI & SOLUZIONI S.A.S. DI RIVELLO MARIO & C.,II,II.1,2009779,Calabria,"42,470.83","31,076.66"
SERVIZI EDILI DI RANNO MAURIZIO & C. S.A.S.,SERVIZI EDILI DI RANNO MAURIZIO & C. S.A.S.,II,II.1,2023137,Sicilia,"40,000.00","40,000.00"
"SERVOTECH S.N.C. DI BLUNDA, ADRAGNA E CARADONNA","SERVOTECH S.N.C. DI BLUNDA, ADRAGNA E CARADONNA",II,II.1,2019411,Sicilia,"61,953.94","61,953.94"
SESTITO INFISSI DI SESTITO FELICE,SESTITO INFISSI DI SESTITO FELICE,II,II.1,10523,Calabria,"258,490.00","147,925.70"
SET.ADV S.A.S.,SET.ADV S.A.S.,II,II.1,2017654,Campania,"38,512.11","38,512.11"
SFERA PROGETTI & SERVIZI S.N.C. DI CREA DOMENICO,SFERA PROGETTI & SERVIZI S.N.C. DI CREA DOMENICO,II,II.1,2019164,Calabria,"36,515.11","36,515.11"
SFOGLIA MAGICA S.A.S. DI IESCE MARGHERITA,SFOGLIA MAGICA S.A.S. DI IESCE MARGHERITA,II,II.1,2023551,Campania,"36,704.00","8,940.80"
SGRO' EDIL BETON,SGRO' EDIL BETON,II,II.1,60221,Sicilia,"325,807.00","126,085.90"
SHEHA DI BENNARDO DAVIDE E C. S.A.S.,SHEHA DI BENNARDO DAVIDE E C. S.A.S.,II,II.1,2016915,Sicilia,"14,718.61","14,703.61"
SI FRA SCN DI SIMONA E FRANCESCA LE PIANE,SI FRA SCN DI SIMONA E FRANCESCA LE PIANE,II,II.1,2010729,Calabria,"46,379.00","46,379.00"
SI.T.AV. S.A.S. DI SCALISE FRANCESCO & C.,SI.T.AV. S.A.S. DI SCALISE FRANCESCO & C.,II,II.1,2017858,Calabria,"46,071.90","46,071.90"
SIADENTAL S.A.S. DI SIA MEHDI,SIADENTAL S.A.S. DI SIA MEHDI,II,II.1,2020994,Calabria,"52,565.53","52,565.53"
SIAN CORPORATION SAS DI PACIFICO ANNA,SIAN CORPORATION SAS DI PACIFICO ANNA,II,II.1,2013989,Campania,"27,084.85","27,084.85"
SIAT  INSTALLAZIONI,SIAT  INSTALLAZIONI,II,II.1,51867,Campania,"73,679.20","17,892.00"
SICIL.SERRAMENTI DI MIRABELLA GAETANO  C..,SICIL.SERRAMENTI DI MIRABELLA GAETANO  C..,II,II.1,2022103,Sicilia,"8,169.50","8,019.50"
SICILBETON,SICILBETON,II,II.1,77766,Sicilia,"396,731.00","277,711.70"
SICILIANA TRIVELLAZIONI DI TOMMASI \&\ C.,SICILIANA TRIVELLAZIONI DI TOMMASI \&\ C.,II,II.1,2011411,Sicilia,"29,300.00","21,440.00"
SICILTRANSPORT S.A.S. DI FOTI ALBERTO & C.,SICILTRANSPORT S.A.S. DI FOTI ALBERTO & C.,II,II.1,2023845,Sicilia,"50,173.20","12,534.64"
SICUREZZA E INFORMATICA S.A.S. DI GENNARO PEPE E V,SICUREZZA E INFORMATICA S.A.S. DI GENNARO PEPE E V,II,II.1,2008153,Campania,"15,583.41","7,508.52"
SICURTEK DI PERRONE GIUSEPPE E DE GIORGIO FRANCESCO S.N.C.,SICURTEK DI PERRONE GIUSEPPE E DE GIORGIO FRANCESCO S.N.C.,II,II.1,2022275,Puglia,"23,668.00","21,765.96"
SIDERALL SAS DI MORVILLO ANNA MARIA & C.,SIDERALL SAS DI MORVILLO ANNA MARIA & C.,II,II.1,2002521,Campania,"19,541.21","7,387.08"
SIME SAS DI DI TULLIO FRANCESCA & C.,SIME SAS DI DI TULLIO FRANCESCA & C.,II,II.1,2018828,Campania,"59,500.00","59,500.00"
simpe,simpe,II,II.1,,Campania,"5,750,000.00","4,120,000.00"
SINERGIE SNC DI TORCHIA ADRIANA & MARIASTELLA,SINERGIE SNC DI TORCHIA ADRIANA & MARIASTELLA,II,II.1,2022994,Calabria,"47,968.61","46,439.41"
SINERGY LAB DI OLIVO ALESSANDRO E & C S.A.S.,SINERGY LAB DI OLIVO ALESSANDRO E & C S.A.S.,II,II.1,2007974,Sicilia,"53,500.00","40,600.00"
siral,siral,II,II.1,,Campania,"2,903,600.00","403,600.00"
SIREWEB DIGITAL STUDIO SNC,SIREWEB DIGITAL STUDIO SNC,II,II.1,2016752,Campania,"42,038.40","42,038.40"
SIRIFLEX ITALIA S.A.S. DI FOGLIA ANDREA & C.,SIRIFLEX ITALIA S.A.S. DI FOGLIA ANDREA & C.,II,II.1,2017802,Campania,"55,540.10","55,540.10"
SISTE.CA. SNC DI VINCENZO SCAVO & C.,SISTE.CA. SNC DI VINCENZO SCAVO & C.,II,II.1,2011143,Calabria,"41,614.07","31,841.25"
SISTEMI A.G. S.A.S. DI CORENTE ANGELO & C.,SISTEMI A.G. S.A.S. DI CORENTE ANGELO & C.,II,II.1,2023141,Campania,"18,000.82","5,483.67"
SISTEMI E AUTOMAZIONE sas DI COVONE S.,SISTEMI E AUTOMAZIONE sas DI COVONE S.,II,II.1,2006333,Campania,"25,575.00","15,251.10"
SIT S.A.S. DI ANDRETTA FERDINANDO & C.,SIT S.A.S. DI ANDRETTA FERDINANDO & C.,II,II.1,2015179,Campania,"20,018.15","20,018.00"
SITEK,SITEK,II,II.1,'6569.,Puglia,"2,268,104.00","787,288.07"
SKY SAVER,SKY SAVER,II,II.1,10909,Puglia,"4,205,080.00","2,102,540.00"
SM DIVANI DI PANSITTA G. \&\ C. SAS,SM DIVANI DI PANSITTA G. \&\ C. SAS,II,II.1,2013700,Puglia,"49,407.12","49,374.12"
sma,sma,II,II.1,,Puglia,"2,765,000.00","2,765,000.00"
SMILE SNC DI RUSSO CONCETTA E CHIRELLI PIERPAOLO,SMILE SNC DI RUSSO CONCETTA E CHIRELLI PIERPAOLO,II,II.1,2004478,Calabria,"23,983.75","14,917.00"
SO.ME.CO. DI TEDESCO G. \&\ MARGHERITA snc,SO.ME.CO. DI TEDESCO G. \&\ MARGHERITA snc,II,II.1,2012212,Campania,"39,145.00","39,145.00"
SO.SERV ING.BORRELLI MICHELE E FRANGIOSA GERARDO SNC,SO.SERV ING.BORRELLI MICHELE E FRANGIOSA GERARDO SNC,II,II.1,2016727,Campania,"39,302.50","36,277.50"
SOC.AGR. DE CAPRIO,SOC.AGR. DE CAPRIO,II,II.1,'8434.,Campania,"293,543.99","134,412.00"
SOJECT S.N.C. DI LAPADULA ANTONIO & C.,SOJECT S.N.C. DI LAPADULA ANTONIO & C.,II,II.1,2020754,Puglia,"28,829.50","28,829.50"
SOLAMENTE SAS CENTRO ABBRONZANTE ED  ESTETICO DI P,SOLAMENTE SAS CENTRO ABBRONZANTE ED  ESTETICO DI P,II,II.1,2000573,Campania,"33,771.00","11,296.87"
SOLAR PROJECT SNC,SOLAR PROJECT SNC,II,II.1,2012466,Calabria,"30,548.25","26,155.79"
SOLARE IMPIANTI IDROTERMOTECNICI T.D.A.  S.A.S.,SOLARE IMPIANTI IDROTERMOTECNICI T.D.A.  S.A.S.,II,II.1,2018255,Campania,"23,432.89","23,385.53"
SOLARIS AUTOLAVAGGIO SNC DI CANNATARO TIZIANA & C.,SOLARIS AUTOLAVAGGIO SNC DI CANNATARO TIZIANA & C.,II,II.1,2020511,Calabria,"39,689.66","39,689.66"
SOLEA,SOLEA,II,II.1,'8240.,Sicilia,"198,513.12","65,284.78"
SOLIDA STEFANO S.A.S.  DI SOLIDA STEFANO,SOLIDA STEFANO S.A.S.  DI SOLIDA STEFANO,II,II.1,2023502,Puglia,"16,320.65","4,464.13"
SOLOLEGNO SNC DI MASSIMO E LUCA BOCCHINI,SOLOLEGNO SNC DI MASSIMO E LUCA BOCCHINI,II,II.1,2014214,Campania,"31,842.85","31,842.85"
SOLUTION SERVICE,SOLUTION SERVICE,II,II.1,17205,Campania,"66,885.00","53,508.00"
SOLUZIONE INTEGRATA DI IMPRESA DI FRANCESCO LECCE E GIOVANNI LUCA PETRONE SNC,SOLUZIONE INTEGRATA DI IMPRESA DI FRANCESCO LECCE E GIOVANNI LUCA PETRONE SNC,II,II.1,2018956,Campania,"20,872.55","20,872.50"
SOLVENDO DI FABIO DI MARINO & C. S.N.C.,SOLVENDO DI FABIO DI MARINO & C. S.N.C.,II,II.1,2021475,Campania,"46,895.65","46,853.40"
SOUND FACTORY RECORDING STUD. DI ALEXANDRO,SOUND FACTORY RECORDING STUD. DI ALEXANDRO,II,II.1,2009990,Calabria,"38,250.00","26,700.00"
SPA - SERVIZI PER L'AVVOCATURA DI PAOLA REGINA E C,SPA - SERVIZI PER L'AVVOCATURA DI PAOLA REGINA E C,II,II.1,8591,Puglia,"9,014.69","4,320.37"
SPATOLISANO,SPATOLISANO,II,II.1,18219,Calabria,"293,346.00","181,120.50"
SPAZIO SERRAMENTI S.N.C. DI VINCENZO CORVINO & DOM,SPAZIO SERRAMENTI S.N.C. DI VINCENZO CORVINO & DOM,II,II.1,2020171,Campania,"50,399.75","49,401.00"
SPECIAL COPY S.A.S.,SPECIAL COPY S.A.S.,II,II.1,2023067,Puglia,"42,172.00","42,172.00"
SPECIAL MARMI S.N.C. DI CASTELLO ANGELO E D'AMICO BENEDETTO,SPECIAL MARMI S.N.C. DI CASTELLO ANGELO E D'AMICO BENEDETTO,II,II.1,2020377,Sicilia,"61,774.97","61,774.97"
SPECIAL TRAFO sas. DI DE CARO MARILENA E C,SPECIAL TRAFO sas. DI DE CARO MARILENA E C,II,II.1,2008515,Campania,"16,248.16","4,083.53"
SPEED S.A.S. DI SPINA ANTONIETTA & C.,SPEED S.A.S. DI SPINA ANTONIETTA & C.,II,II.1,2021300,Calabria,"29,377.92","29,162.32"
SPEEDY FOOD DI MIGHALI LUIGI & C. S.A.S.,SPEEDY FOOD DI MIGHALI LUIGI & C. S.A.S.,II,II.1,2021362,Puglia,"43,912.88","43,912.88"
SPINVECTOR,SPINVECTOR,II,II.1,'6582.,Campania,"204,382.40","29,062.22"
ST. ALESSANDRO LEONE SAS DI A. LEONE \&\ C,ST. ALESSANDRO LEONE SAS DI A. LEONE \&\ C,II,II.1,2014373,Campania,"27,766.33","27,766.33"
STACEC,STACEC,II,II.1,29915,Calabria,"64,560.00","47,997.06"
stampa sud,stampa sud,II,II.1,,Puglia,"1,154,000.00","1,022,000.00"
STAR LIGHTS DI ACRI MELANIA & C.SAS,STAR LIGHTS DI ACRI MELANIA & C.SAS,II,II.1,2024892,Calabria,"35,456.91","8,691.38"
STARPUR,STARPUR,II,II.1,49420,Campania,"434,570.00","347,656.00"
STEFANIA GIOIELLI DI VALLETTA ROSSELLA & C. SAS,STEFANIA GIOIELLI DI VALLETTA ROSSELLA & C. SAS,II,II.1,2023920,Puglia,"53,059.00","53,059.00"
STENO SERVICE  DI SERNIA GIUSEPPE  & C. SNC,STENO SERVICE  DI SERNIA GIUSEPPE  & C. SNC,II,II.1,2018416,Puglia,"1,502.75","1,502.75"
STIL METAL DI SEBASTIANO NICOLO' & C. SAS,STIL METAL DI SEBASTIANO NICOLO' & C. SAS,II,II.1,2023846,Calabria,"54,930.00","12,586.00"
STILE NAPOLETANO S.A.S. DI CLAUDIO CALIENDO & C.,STILE NAPOLETANO S.A.S. DI CLAUDIO CALIENDO & C.,II,II.1,2024246,Campania,"38,722.50","9,344.50"
STILIO S.A.S. DI CAMMARATA STEFANO & C.,STILIO S.A.S. DI CAMMARATA STEFANO & C.,II,II.1,2024962,Sicilia,"53,335.75","11,667.15"
STIN FERRO,STIN FERRO,II,II.1,'8723.,Campania,"1,015,724.00","108,963.08"
'STUDIO 3 DI LAURA TERESA DOTTA & C. SAS','STUDIO 3 DI LAURA TERESA DOTTA & C. SAS',II,II.1,2024973,Calabria,"27,606.99","6,495.76"
STUDIO 3E S.A.S. DI DI LEO AGOSTINO,STUDIO 3E S.A.S. DI DI LEO AGOSTINO,II,II.1,2024838,Puglia,"11,860.45","2,972.09"
