Toetuse saaja,Registrikood,Juriidilise isiku vorm,Projekti nimi,Toetuse suurus (EEK),Kestus,Maakond,Meede,Fond,Rakendusüksus,Programmperiood
Kevelt AS ,10418580,Aktsiaselts ,AS Keveltäriplaan ,1 200 000 ,05.05.2009 ...  ,Harju maakond ,3.1.12 Tööstusettevõtja tehnoloogiainvesteeringu toetus ,ERDF ,Ettevõtluse Arendamise Sihtasutus ,2007-2013 
Kestvuspuit AS ,10114058,Aktsiaselts ,Immutusainega Tanalith E immutatud puidu omaduste parandamine ,50 000 ,06.10.2009 ...  ,Lääne maakond ,3.1.17 Innovatsiooniosakute toetusmeede ,ERDF ,Ettevõtluse Arendamise Sihtasutus ,2007-2013 
Keskkonnaministeerium ,70001231,Riiklikudüksused ,Keskkonnaministeerium 2009 elukk OP TA ,3 025 000 ,13.03.2009 ...  ,Üleriiklikud/maakondade vahelised projektid ,2.7.1 Tehniline abi ,ERDF ,Rahandusministeerium ,2007-2013 
Keskkonnaministeerium ,70001231,Riiklikudüksused ,Keskkonnaministeerium 2010 Elukesk OP TA ,3 175 000 ,22.01.2010 ...  ,Üleriiklikud/maakondade vahelised projektid ,2.7.1 Tehniline abi ,ERDF ,Rahandusministeerium ,2007-2013 
Keskkonnaministeerium ,70001231,Riiklikudüksused ,Keskkonnaministeerium 2008 HOR TA ,4 777 000 ,17.04.2008 ... 13.03.2009 ,Üleriiklikud/maakondade vahelised projektid ,4.1.1 Horisontaalne tehniline abi (arvestuslik) ,ERDF ,Rahandusministeerium ,2007-2013 
Keskkonnaministeerium ,70001231,Riiklikudüksused ,Keskkonnaministeerium 2007 Elukeskkonna TA ,162 000 ,30.08.2007 ... 14.02.2008 ,Üleriiklikud/maakondade vahelised projektid ,2.7.1 Tehniline abi ,ERDF ,Rahandusministeerium ,2007-2013 
Keskkonnaministeerium ,70001231,Riiklikudüksused ,Keskkonnaministeerium 2010 HTA ,5 335 000 ,22.01.2010 ...  ,Üleriiklikud/maakondade vahelised projektid ,4.1.1 Horisontaalne tehniline abi (arvestuslik) ,ERDF ,Rahandusministeerium ,2007-2013 
Keskkonnaministeerium ,70001231,Riiklikudüksused ,Keskkonnaministeerium 2009 HTA ,5 270 000 ,13.03.2009 ...  ,Üleriiklikud/maakondade vahelised projektid ,4.1.1 Horisontaalne tehniline abi (arvestuslik) ,ERDF ,Rahandusministeerium ,2007-2013 
Keskkonnaministeerium ,70001231,Riiklikudüksused ,Keskkonnaministeerium 2008 Elukeskkonna TA ,625 000 ,27.06.2008 ... 13.03.2009 ,Üleriiklikud/maakondade vahelised projektid ,2.7.1 Tehniline abi ,ERDF ,Rahandusministeerium ,2007-2013 
Keskkonnaministeerium ,70001231,Riiklikudüksused ,Keskkonnaministeerium 2007 HOR TA ,3 106 631 ,30.08.2007 ... 14.02.2008 ,Üleriiklikud/maakondade vahelised projektid ,4.1.1 Horisontaalne tehniline abi (arvestuslik) ,ERDF ,Rahandusministeerium ,2007-2013 
Keskkonnainvesteeringute Keskus ,90005946x ,Sihtasutus ,SA KIK Elukeskkonna OP TA 2008 ,300 000 ,16.04.2008 ... 03.03.2009 ,Üleriiklikud/maakondade vahelised projektid ,2.7.1 Tehniline abi ,ERDF ,Rahandusministeerium ,2007-2013 
Keskkonnainvesteeringute Keskus ,90005946x ,Sihtasutus ,SA KIK HOR TA 2008 ,2 720 000 ,16.04.2008 ... 03.03.2009 ,Üleriiklikud/maakondade vahelised projektid ,4.1.1 Horisontaalne tehniline abi (arvestuslik) ,ERDF ,Rahandusministeerium ,2007-2013 
Keskkonnainspektsioon ,70003106,Riiklikudüksused ,Infotehnoloogilised arendustööd ning rakendumiseks vajalike vahendite soetamine ,15 203 910 ,11.08.2009 ...  ,Üleriiklikud/maakondade vahelised projektid ,2.2.1 Keskkonnajärelvalve arendamine ,ERDF ,Sihtasutus Keskkonnainvesteeringute Keskus ,2007-2013 
Keskkonnainspektsioon ,70003106,Riiklikudüksused ,Keskkonnajärelevalvevahendite ja -tehnika soetamine ,36 699 488 ,29.01.2010 ...  ,Üleriiklikud/maakondade vahelised projektid ,2.2.1 Keskkonnajärelvalve arendamine ,ERDF ,Sihtasutus Keskkonnainvesteeringute Keskus ,2007-2013 
Keskkonnainspektsioon ,70003106,Riiklikudüksused ,Keskkonnainspektsiooni Viljandi büroo Kivilõppe hoone ümberehitus ,5 000 000 ,04.09.2009 ...  ,Viljandi maakond ,2.2.1 Keskkonnajärelvalve arendamine ,ERDF ,Sihtasutus Keskkonnainvesteeringute Keskus ,2007-2013 
Keskkonnahoolduse OÜ ,10325565,Osaühing ,Reoveesette komposti väärtustamine haljastusmullana ,50 000 ,06.10.2009 ... 08.02.2010 ,Harju maakond ,3.1.17 Innovatsiooniosakute toetusmeede ,ERDF ,Ettevõtluse Arendamise Sihtasutus ,2007-2013 
Keskkonnaamet ,70008658,Riiklikudüksused ,Kaitsekorralduskavade ja liikide tegevuskavade koostamine looduse mitmekesisuse säilitamiseks ,73 000 000 ,20.10.2009 ...  ,Üleriiklikud/maakondade vahelised projektid ,2.2.5 Kaitsealade kaitsekorralduskavade ja liikide tegevuskavade koostamine looduse mitmekesisuse säilitamiseks ,ERDF ,Sihtasutus Keskkonnainvesteeringute Keskus ,2007-2013 
Kernu Vald ,Kernu VallavKN003841 ,Kohaliku omavalituseüksused ,Ruila Põhikooli võimla ja õppekõrvalhoone ehitus ,18 018 000 ,17.02.2009 ...  ,Harju maakond ,2.4.1 Kohalike avalike teenuste arendamine ,ERDF ,Ettevõtluse Arendamise Sihtasutus ,2007-2013 
Kenadron OÜ ,10124996,Osaühing ,Vara valla Vara kaugküttevõrgu rekonstrueerimine ,1 449 622 ,16.11.2009 ...  ,Tartu maakond ,2.3.4 Taastuvenergiaallikate laialdasem kasutamine energia tootmiseks ,ERDF ,Sihtasutus Keskkonnainvesteeringute Keskus ,2007-2013 
Kehtna Vallavalitsus ,75021729,Kohaliku omavalituseüksused ,Kodanikuvaade paberivabale asjaajamisele ja osalusdemokraatia võimaluste väljatöötamine kohalikus omavalitsuses ,3 586 000 ,28.07.2009 ...  ,Rapla maakond ,3.5.2 Infoühiskonna edendamine avatud taotluste kaudu ,ERDF ,Riigi Infosüsteemide Arenduskeskus ,2007-2013 
Kehtna Mõisa OÜ ,10024409,Osaühing ,Biogaasijaama sisendtoorainete biogaasitootlikkuse uuring ,49 500 ,19.11.2009 ...  ,Rapla maakond ,3.1.17 Innovatsiooniosakute toetusmeede ,ERDF ,Ettevõtluse Arendamise Sihtasutus ,2007-2013 
Kehtna Majandus- ja Tehnoloogiakool ,70000846,Muud ,Kehtna Majandus- ja Tehnoloogiakooli raskemasinate praktilise väljaõppe keskus ,52 962 258 ,20.11.2008 ...  ,Rapla maakond ,2.5.2 Kutseõppeasutuste õppekeskkonna kaasajastamine ,ERDF ,Sihtasutus INNOVE ,2007-2013 
Kehtna Majandus- ja Tehnoloogiakool ,70000846,Muud ,Kehtna Majandus- ja Tehnoloogiakooliõpilaskodu nr 1 renoveerimine ,42 212 047 ,20.11.2008 ...  ,Rapla maakond ,2.5.2 Kutseõppeasutuste õppekeskkonna kaasajastamine ,ERDF ,Sihtasutus INNOVE ,2007-2013 
Keemilise ja Bioloogilise Füüsika Instituut ,74000257,Muud ,Molecular System Bioenergetics and neuromuscular diseases ,254 088 ,22.10.2009 ...  ,Harju maakond ,3.1.7 Teadus- ja arendustegevuse projektide toetamine ,ERDF ,Ettevõtluse Arendamise Sihtasutus ,2007-2013 
Kavakava OÜ ,10907126,Osaühing ,Puidu söestusviimistluse tehnoloogia väljatöötamine ,50 000 ,10.11.2009 ...  ,Harju maakond ,3.1.17 Innovatsiooniosakute toetusmeede ,ERDF ,Ettevõtluse Arendamise Sihtasutus ,2007-2013 
Katre Kask ,46103140046,Mittetulundusühing ,KOÜ Uus 19 ,1 400 ,28.08.2008 ... 09.02.2009 ,Saare maakond ,2.3.2 Energiaauditi ja ehitise ekspertiisi tegemise ning ehitusprojekti koostamise toetamine ,ERDF ,Krediidi ja Ekspordi Garanteerimise Sihtasutus KredEx ,2007-2013 
Katelux OÜ ,11213584,Osaühing ,Töökeskkonna ohutegurite parameetrite mõõtmine ,50 000 ,05.11.2009 ...  ,Harju maakond ,3.1.17 Innovatsiooniosakute toetusmeede ,ERDF ,Ettevõtluse Arendamise Sihtasutus ,2007-2013 
Kasemäe 7 ,80118945,Mittetulundusühing ,KÜ Kasemäe 7 ,1 500 ,22.09.2009 ... 11.11.2009 ,Harju maakond ,2.3.2 Energiaauditi ja ehitise ekspertiisi tegemise ning ehitusprojekti koostamise toetamine ,ERDF ,Krediidi ja Ekspordi Garanteerimise Sihtasutus KredEx ,2007-2013 
Kasemäe 7 ,80118945,Mittetulundusühing ,KÜ Kasemäe 7 ,10 440 ,22.09.2009 ... 09.11.2009 ,Harju maakond ,2.3.2 Energiaauditi ja ehitise ekspertiisi tegemise ning ehitusprojekti koostamise toetamine ,ERDF ,Krediidi ja Ekspordi Garanteerimise Sihtasutus KredEx ,2007-2013 
Karu Consulting OÜ ,11313452,Osaühing ,"Terviseedenduse infosüsteemi veebikeskkonna strateegiline analüüs, arhitektuuri vaate ja allsüsteemide analüüs ning veebikeskkonna struktuuri ja disaini väljatöötamine ",100 000 ,11.02.2010 ...  ,Üleriiklikud/maakondade vahelised projektid ,3.1.17 Innovatsiooniosakute toetusmeede ,ERDF ,Ettevõtluse Arendamise Sihtasutus ,2007-2013 
Karksi Vallavalitsus ,75006397,Kohaliku omavalituseüksused ,Karksi-Nuia Gümnaasiumi vana õppekorpuse rekonstrueerimine ,5 198 409 ,16.10.2008 ... 09.04.2009 ,Viljandi maakond ,2.4.1 Kohalike avalike teenuste arendamine ,ERDF ,Ettevõtluse Arendamise Sihtasutus ,2007-2013 
Kambja Vallavalitsus ,75009544,Kohaliku omavalituseüksused ,Kambja Tervisekeskuse ja postkontori ehitamine ,2 948 859 ,27.01.2009 ...  ,Tartu maakond ,2.4.1 Kohalike avalike teenuste arendamine ,ERDF ,Ettevõtluse Arendamise Sihtasutus ,2007-2013 
Kalev Chocolate Factory AS ,11267031,Aktsiaselts ,Kalev Chocolate Factory ekspordiplaan: Läti ja Leedu 2009-2010 ,2 441 000 ,16.06.2009 ...  ,Harju maakond ,3.1.4 Eksporditurunduse toetus ,ERDF ,Ettevõtluse Arendamise Sihtasutus ,2007-2013 
Kalda tänav 10 KÜ ,80014298,Mittetulundusühing ,Kalda tänav 10 KÜ ,4 360 ,21.08.2009 ... 02.11.2009 ,Harju maakond ,2.3.2 Energiaauditi ja ehitise ekspertiisi tegemise ning ehitusprojekti koostamise toetamine ,ERDF ,Krediidi ja Ekspordi Garanteerimise Sihtasutus KredEx ,2007-2013 
Kaelase Kool ,70001828,Riiklikudüksused ,Kaelase Kool ,1 081 698 ,15.07.2009 ...  ,Pärnu maakond ,2.5.3 Hariduslike erivajadustegaõpilaste õppekeskkonna kaasajastamine ,ERDF ,Sihtasutus INNOVE ,2007-2013 
Kadrina Vallavalitsus ,75007824,Kohaliku omavalituseüksused ,Kadrina eakate päevakeskuse rajamine ,4 569 820 ,05.08.2009 ...  ,Lääne-Viru maakond ,2.4.1 Kohalike avalike teenuste arendamine ,ERDF ,Ettevõtluse Arendamise Sihtasutus ,2007-2013 
Kadarbiku Köögivili OÜ ,10864109,Osaühing ,Kadarbiku toodete ekspordi arendamine ja laiendamine ,851 575 ,04.12.2009 ...  ,Harju maakond ,3.1.4 Eksporditurunduse toetus ,ERDF ,Ettevõtluse Arendamise Sihtasutus ,2007-2013 
K&H AS ,10241710,Aktsiaselts ,K&H AS ekspordiplaan ,2 470 500 ,28.07.2009 ...  ,Tartu maakond ,3.1.4 Eksporditurunduse toetus ,ERDF ,Ettevõtluse Arendamise Sihtasutus ,2007-2013 
K&H AS ,10241710,Aktsiaselts ,Töökeskkonna füüsikaliste ohutegurite mõõdistamine AS`s K&H ,22 254 ,07.04.2009 ... 30.09.2009 ,Tartu maakond ,3.1.17 Innovatsiooniosakute toetusmeede ,ERDF ,Ettevõtluse Arendamise Sihtasutus ,2007-2013 
K.MET AS ,10100932,Aktsiaselts ,K.MET AS Eksporditurunduse plaan 2009-2011 aastateks ,496 750 ,09.06.2009 ...  ,Lääne maakond ,3.1.4 Eksporditurunduse toetus ,ERDF ,Ettevõtluse Arendamise Sihtasutus ,2007-2013 
Järvamaa Kutsehariduskeskus ,70008546,Riiklikudüksused ,Ehituse valdkonna praktiliseõppebaasi ehitamine Säreverre ning õppevahendite ja -seadmetega sisustamine ,33 731 821 ,22.01.2009 ...  ,Järva maakond ,2.5.2 Kutseõppeasutuste õppekeskkonna kaasajastamine ,ERDF ,Sihtasutus INNOVE ,2007-2013 
Järvamaa Kutsehariduskeskus ,70008546,Riiklikudüksused ,Särevere õpilaskodu hoone nr 1 renoveerimine ja sisustamine ,31 644 458 ,15.02.2010 ...  ,Järva maakond ,2.5.2 Kutseõppeasutuste õppekeskkonna kaasajastamine ,ERDF ,Sihtasutus INNOVE ,2007-2013 
Järvamaa Kutsehariduskeskus ,70008546,Riiklikudüksused ,Järvamaa Kutsehariduskeskuse Paide õppehoone renoveerimine ning õppevahendite ja seadmetega sisustamine ,33 174 933 ,16.01.2009 ...  ,Järva maakond ,2.5.2 Kutseõppeasutuste õppekeskkonna kaasajastamine ,ERDF ,Sihtasutus INNOVE ,2007-2013 
Järvamaa Kutsehariduskeskus ,70008546,Riiklikudüksused ,Põllumajanduse ja tehnika õppevaldkonna seadmed ,11 016 949 ,13.02.2009 ...  ,Järva maakond ,2.5.2 Kutseõppeasutuste õppekeskkonna kaasajastamine ,ERDF ,Sihtasutus INNOVE ,2007-2013 
Järvamaa Kutsehariduskeskus ,70008546,Riiklikudüksused ,Järvamaa Kutsehariduskeskuse Paide õpilaskodu ja söökla õppeköögi ehitamine ning õpilaskodu sisustamine ,58 903 969 ,13.02.2009 ...  ,Järva maakond ,2.5.2 Kutseõppeasutuste õppekeskkonna kaasajastamine ,ERDF ,Sihtasutus INNOVE ,2007-2013 
Järvakandi Vallavalitsus ,75020998,Kohaliku omavalituseüksused ,Järvakandi rahvamaja renoveerimine ,7 507 923 ,19.02.2009 ... 26.01.2010 ,Rapla maakond ,2.4.1 Kohalike avalike teenuste arendamine ,ERDF ,Ettevõtluse Arendamise Sihtasutus ,2007-2013 
Järvakandi Vallavalitsus ,75020998,Kohaliku omavalituseüksused ,Järvakandi Avatud Noortekeskuse renoveerimine ,5 024 000 ,10.12.2009 ...  ,Rapla maakond ,"2.5.1 Avatud noortekeskuste, teavitamis- ja nõustamisekeskuste ning huvikoolide kaasajastamine ",ERDF ,Sihtasutus INNOVE ,2007-2013 
Jõulumäe Tervisespordikeskus SA ,90005113,Sihtasutus ,Jõulumäe Tervisespordikeskuse väljaarendamine ,13 948 368 ,14.10.2008 ... 30.12.2009 ,Üleriiklikud/maakondade vahelised projektid ,2.4.3 Piirkondade konkurentsivõime tugevdamine ,ERDF ,Ettevõtluse Arendamise Sihtasutus ,2007-2013 
Jõhvi Viru 7 ,80175073,Mittetulundusühing ,Jõhvi Viru 7 ,7 750 ,09.09.2008 ... 30.09.2008 ,Ida-Viru maakond ,2.3.2 Energiaauditi ja ehitise ekspertiisi tegemise ning ehitusprojekti koostamise toetamine ,ERDF ,Krediidi ja Ekspordi Garanteerimise Sihtasutus KredEx ,2007-2013 
Jõhvi Vallavalitsus ,75033483,Kohaliku omavalituseüksused ,Jõhvi kesklinna jalakäijate promenaadi ja kergliiklustee rajamine I etapp ,4 351 233 ,09.12.2009 ...  ,Ida-Viru maakond ,2.4.2 Linnaliste piirkondade arendamine ,ERDF ,Ettevõtluse Arendamise Sihtasutus ,2007-2013 
Jõhvi Vallavalitsus ,75033483,Kohaliku omavalituseüksused ,Jõhvi uue lasteaia ehitamine ,32 594 065 ,02.02.2010 ...  ,Ida-Viru maakond ,2.4.1 Kohalike avalike teenuste arendamine ,ERDF ,Ettevõtluse Arendamise Sihtasutus ,2007-2013 
Jõhvi Vallavalitsus ,75033483,Kohaliku omavalituseüksused ,Paberivaba Eesti ,196 499 ,29.07.2009 ...  ,Üleriiklikud/maakondade vahelised projektid ,3.5.2 Infoühiskonna edendamine avatud taotluste kaudu ,ERDF ,Riigi Infosüsteemide Arenduskeskus ,2007-2013 
Jõhvi Hooldushaigla SA ,90003522,Sihtasutus ,Puuetega inimeste maakondliku rehabilitatsioonikeskuse rajamine ,5 456 998 ,29.10.2009 ...  ,Ida-Viru maakond ,2.4.1 Kohalike avalike teenuste arendamine ,ERDF ,Ettevõtluse Arendamise Sihtasutus ,2007-2013 
Jõgevamaa Arendus- ja Ettevõtluskeskus SA ,90001322,Sihtasutus ,Multifunktsionaalsete spordiväljakute rajamine Jõgevamaal ,4 578 333 ,20.10.2009 ...  ,Jõgeva maakond ,2.4.1 Kohalike avalike teenuste arendamine ,ERDF ,Ettevõtluse Arendamise Sihtasutus ,2007-2013 
Jõgevamaa Arendus- ja Ettevõtluskeskus SA ,90001322,Sihtasutus ,Hiina messideühiskülastus ,107 500 ,17.03.2009 ... 25.11.2009 ,Üleriiklikud/maakondade vahelised projektid ,3.1.11 Välismessitoetus ,ERDF ,Ettevõtluse Arendamise Sihtasutus ,2007-2013 
Jõgeva Vallavalitsus ,75003594,Kohaliku omavalituseüksused ,Kuremaa tuuleveski restaureerimine vaataplatvormiks ,2 350 303 ,15.05.2008 ...  ,Jõgeva maakond ,2.4.3 Piirkondade konkurentsivõime tugevdamine ,ERDF ,Ettevõtluse Arendamise Sihtasutus ,2007-2013 
Jõgeva Vallavalitsus ,75003594,Kohaliku omavalituseüksused ,Siimusti Lasteaed-Algkooli koolimaja rekonstrueerimine- laiendamine ,5 173 038 ,23.04.2009 ... 03.12.2009 ,Jõgeva maakond ,2.4.1 Kohalike avalike teenuste arendamine ,ERDF ,Ettevõtluse Arendamise Sihtasutus ,2007-2013 
Jõgeva Vallavalitsus ,75003594,Kohaliku omavalituseüksused ,Kuremaa Avatud Noortekeskuse hoone renoveerimine ja infrastruktuuri kaasajastamine ,1 315 394 ,02.03.2009 ... 02.02.2010 ,Jõgeva maakond ,"2.5.1 Avatud noortekeskuste, teavitamis- ja nõustamisekeskuste ning huvikoolide kaasajastamine ",ERDF ,Sihtasutus INNOVE ,2007-2013 
Jõgeva Linnavalitsus ,75003246,Kohaliku omavalituseüksused ,Jõgeva Lasteaia Rohutirts rekonstrueerimine ,7 824 087 ,25.08.2009 ...  ,Jõgeva maakond ,2.4.1 Kohalike avalike teenuste arendamine ,ERDF ,Ettevõtluse Arendamise Sihtasutus ,2007-2013 
Jõgeva Elamu AS ,10254782,Aktsiaselts ,KOÜ Kivi 3 ,14 750 ,31.12.2008 ... 10.02.2009 ,Jõgeva maakond ,2.3.2 Energiaauditi ja ehitise ekspertiisi tegemise ning ehitusprojekti koostamise toetamine ,ERDF ,Krediidi ja Ekspordi Garanteerimise Sihtasutus KredEx ,2007-2013 
Jõgeva Elamu AS ,10254782,Aktsiaselts ,KOÜ Uus 7 ,8 655 ,10.08.2009 ... 28.10.2009 ,Jõgeva maakond ,2.3.2 Energiaauditi ja ehitise ekspertiisi tegemise ning ehitusprojekti koostamise toetamine ,ERDF ,Krediidi ja Ekspordi Garanteerimise Sihtasutus KredEx ,2007-2013 
Jõgeva Elamu AS ,10254782,Aktsiaselts ,KOÜ Tähe 10 Jõgeva ,9 145 ,31.12.2008 ... 10.02.2009 ,Jõgeva maakond ,2.3.2 Energiaauditi ja ehitise ekspertiisi tegemise ning ehitusprojekti koostamise toetamine ,ERDF ,Krediidi ja Ekspordi Garanteerimise Sihtasutus KredEx ,2007-2013 
Justiitsministeerium ,70000898,Riiklikudüksused ,Õiguskaitsevaldkonna statistika - kohtueelne kriminaal- ja väärteomenetlus ning I ja II astme kohtute statistika ja väärteostatistika ,8 000 000 ,15.01.2010 ...  ,Üleriiklikud/maakondade vahelised projektid ,3.5.3 Infoühiskonna edendamine investeeringute kavade kaudu ,ERDF ,Riigi Infosüsteemide Arenduskeskus ,2007-2013 
Justiitsministeerium ,70000898,Riiklikudüksused ,E-Toimiku arendamine ,23 200 000 ,28.07.2008 ...  ,Üleriiklikud/maakondade vahelised projektid ,3.5.3 Infoühiskonna edendamine investeeringute kavade kaudu ,ERDF ,Riigi Infosüsteemide Arenduskeskus ,2007-2013 
Justiitsministeerium ,70000898,Riiklikudüksused ,Avalik E-toimik (AET) I etapp ,8 100 000 ,04.08.2008 ...  ,Üleriiklikud/maakondade vahelised projektid ,3.5.3 Infoühiskonna edendamine investeeringute kavade kaudu ,ERDF ,Riigi Infosüsteemide Arenduskeskus ,2007-2013 
Justiitsministeerium ,70000898,Riiklikudüksused ,Maksete ja finantsarvestuse funktsioonid E-toimikus ,6 511 200 ,27.01.2010 ...  ,Üleriiklikud/maakondade vahelised projektid ,3.5.3 Infoühiskonna edendamine investeeringute kavade kaudu ,ERDF ,Riigi Infosüsteemide Arenduskeskus ,2007-2013 
Justiitsministeerium ,70000898,Riiklikudüksused ,õiguskaitsevaldkonna statistika - täismenetluse statistika ,3 700 000 ,15.01.2010 ...  ,Üleriiklikud/maakondade vahelised projektid ,3.5.3 Infoühiskonna edendamine investeeringute kavade kaudu ,ERDF ,Riigi Infosüsteemide Arenduskeskus ,2007-2013 
Juku Lab OÜ ,11085933,Osaühing ,BrainCapsule ,2 125 000 ,08.01.2009 ...  ,Harju maakond ,3.1.7 Teadus- ja arendustegevuse projektide toetamine ,ERDF ,Ettevõtluse Arendamise Sihtasutus ,2007-2013 
Juku Lab OÜ ,11085933,Osaühing ,Lõuna-Korea turule sisenemine e-õppe ja BrainCapsule tooteliinidega ,143 500 ,15.09.2009 ...  ,Harju maakond ,3.1.11 Välismessitoetus ,ERDF ,Ettevõtluse Arendamise Sihtasutus ,2007-2013 
JR Medical OÜ ,10391846,Osaühing ,PCT patendi taotluse esitamine ,50 000 ,11.02.2010 ...  ,Üleriiklikud/maakondade vahelised projektid ,3.1.17 Innovatsiooniosakute toetusmeede ,ERDF ,Ettevõtluse Arendamise Sihtasutus ,2007-2013 
JOIK küünlad&spa OÜ ,11692691,Osaühing ,Küünalde tootmisprotsessi tõhustamine ,49 900 ,05.11.2009 ...  ,Harju maakond ,3.1.17 Innovatsiooniosakute toetusmeede ,ERDF ,Ettevõtluse Arendamise Sihtasutus ,2007-2013 
Jalax AS ,10097696,Aktsiaselts ,AS Jalax Metallkomponentide eksporditurunduse plaan ,1 499 720 ,16.12.2008 ...  ,Harju maakond ,3.1.4 Eksporditurunduse toetus ,ERDF ,Ettevõtluse Arendamise Sihtasutus ,2007-2013 
Ivo&Daria Saar OÜ ,11573228,Osaühing ,Rahvusmustritega pakktooted keskkonnasõbralikust materjalist ,47 500 ,29.09.2009 ... 04.02.2010 ,Harju maakond ,3.1.17 Innovatsiooniosakute toetusmeede ,ERDF ,Ettevõtluse Arendamise Sihtasutus ,2007-2013 
IPB Partners OÜ ,11118213,Osaühing ,IPB Partners ekspordiplaan ,496 810 ,17.12.2009 ...  ,Harju maakond ,3.1.4 Eksporditurunduse toetus ,ERDF ,Ettevõtluse Arendamise Sihtasutus ,2007-2013 
INTECON OÜ ,10840818,Osaühing ,Puidust konstruktorite tootmine ,66 339 ,17.12.2009 ...  ,Pärnu maakond ,3.1.11 Välismessitoetus ,ERDF ,Ettevõtluse Arendamise Sihtasutus ,2007-2013 
Inseneribüroo Steiger OÜ ,11206437,Osaühing ,Kaljuste kivimite vee alt kaevandamise meetodi arendamine ,220 224 ,08.12.2009 ...  ,Harju maakond ,3.1.7 Teadus- ja arendustegevuse projektide toetamine ,ERDF ,Ettevõtluse Arendamise Sihtasutus ,2007-2013 
Inox Baltic OÜ ,10942370,Osaühing ,Uue lehtmetalli töötlemiskeskuse ning painutusroboti ostmine ,2 096 644 ,29.07.2009 ...  ,Tartu maakond ,3.1.12 Tööstusettevõtja tehnoloogiainvesteeringu toetus ,ERDF ,Ettevõtluse Arendamise Sihtasutus ,2007-2013 
Inotex Grupp OÜ ,10824280,Osaühing ,Õkoloogiliste ja ökonoomsete tehnoloogiate ja elustiili keskus ,50 000 ,07.07.2009 ...  ,Harju maakond ,3.1.17 Innovatsiooniosakute toetusmeede ,ERDF ,Ettevõtluse Arendamise Sihtasutus ,2007-2013 
Innovatiivse hoone ja elukeskkonna kompetentsikeskus SA ,90011444,Sihtasutus ,SolarBase– Innovatiivse hoone ja elukeskkonna kompetentsikeskus ,0,28.01.2010 ...  ,Valga maakond ,2.4.5 Kompetentsikeskuste arendamine ,ERDF ,Ettevõtluse Arendamise Sihtasutus ,2007-2013 
Inku Kapitali OÜ ,10882159,Osaühing ,Suuruime tootearenduskatsetuste läbiviimine ,100 000 ,08.01.2010 ...  ,Üleriiklikud/maakondade vahelised projektid ,3.1.17 Innovatsiooniosakute toetusmeede ,ERDF ,Ettevõtluse Arendamise Sihtasutus ,2007-2013 
InkSpin1 AS ,11447218,Aktsiaselts ,Kasutajasõbralik videokõnede toode ,7 725 287 ,08.12.2009 ...  ,Harju maakond ,3.1.7 Teadus- ja arendustegevuse projektide toetamine ,ERDF ,Ettevõtluse Arendamise Sihtasutus ,2007-2013 
InkSpin1 AS ,11447218,Aktsiaselts ,Kasutajasõbralik videokõnede toode ,296 755 ,12.03.2009 ... 18.08.2009 ,Harju maakond ,3.1.7 Teadus- ja arendustegevuse projektide toetamine ,ERDF ,Ettevõtluse Arendamise Sihtasutus ,2007-2013 
Ingver OÜ ,10885287,Osaühing ,Raamatumaailm ,100 000 ,21.07.2009 ...  ,Harju maakond ,3.1.17 Innovatsiooniosakute toetusmeede ,ERDF ,Ettevõtluse Arendamise Sihtasutus ,2007-2013 
Infragate Eesti AS ,10845129,Aktsiaselts ,Infragate Eesti AS eksporditurundusplaani elluviimine ,1 870 900 ,22.12.2009 ...  ,Harju maakond ,3.1.4 Eksporditurunduse toetus ,ERDF ,Ettevõtluse Arendamise Sihtasutus ,2007-2013 
Indrek Jegorov ,37206126011,Muud ,KOÜ Välja tn 8 ,6 750 ,08.12.2009 ... 29.12.2009 ,Viljandi maakond ,2.3.2 Energiaauditi ja ehitise ekspertiisi tegemise ning ehitusprojekti koostamise toetamine ,ERDF ,Krediidi ja Ekspordi Garanteerimise Sihtasutus KredEx ,2007-2013 
Imprest AS ,10696238,Aktsiaselts ,AS Imprest ekspordiplaani elluviimine aastateks 2009-2011 ,1 500 000 ,10.02.2009 ...  ,Tartu maakond ,3.1.4 Eksporditurunduse toetus ,ERDF ,Ettevõtluse Arendamise Sihtasutus ,2007-2013 
Immunotron OÜ ,10697203,Osaühing ,Autoantikehade määramise uute metoodikate eeluuring ,129 402 ,08.01.2009 ... 18.11.2009 ,Tartu maakond ,3.1.7 Teadus- ja arendustegevuse projektide toetamine ,ERDF ,Ettevõtluse Arendamise Sihtasutus ,2007-2013 
