Koodi,Rahasto,Projektin nimi,Ohjelma / osio,Tl,Viranomainen,Toiminnan tila,Aloituspvm,Päättymispvm,Toteuttajan nimi,Myönnetty EU-rahoitus,Toteutunut EU-rahoitus,Myönnetty valtion rahoitus,Toteutunut valtion rahoitus,Suunniteltu julkinen rahoitus yhteensä,Toteutunut julkinen rahoitus yhteensä
S10867,ESR,Työkyky-ja työtaitopassi - avain takaisin työelämään,Programdelen för storområdet Norra Finland,2,"Närings-, trafik- och miljöcentralen i Norra Österbotten",Verksamhet pågår,1.4.2009,31.3.2012,Kalajoen kaupunki,95 452,17 598,71 589,13 198,329 236,35 196
S10868,ESR,Työkyky-ja työtaitopassi - avain takaisin työelämään - TYÖVOIMAPOLIITTISET TOIMENPITEET,Programdelen för storområdet Norra Finland,2,"Närings-, trafik- och miljöcentralen i Norra Österbotten",Verksamhet pågår,1.4.2009,31.3.2012,Pohjois-Pohjanmaan TE - keskus,51 172,0,38 603,0,447 300,0
S10873,ESR,Osaava kuntapalvelutoimisto OSKU,Programdelen för storområdet Norra Finland,3,"Närings-, trafik- och miljöcentralen i Norra Österbotten",Verksamhet pågår,1.4.2009,29.2.2012,Oulunkaaren seutukunnan kuntayhtymä,96 117,15 849,72 509,11 956,757 992,50 359
S10876,ESR,Vaihtovalmennusohjelma,Programdelen för storområdet Norra Finland,1,"Närings-, trafik- och miljöcentralen i Österbotten",Verksamhet pågår,1.9.2008,31.12.2011,Keski-Pohjanmaan koulutusyhtymä / Keski-Pohjanmaan aikuisopisto,106 106,5 012,80 045,3 781,546 650,10 296
S10619,ESR,Kemi-Tornio alueen maahanmuuttajaväestön aktiivinen työllistyminen,Programdelen för storområdet Norra Finland,2,"Närings-, trafik- och miljöcentralen i Lappland",Verksamhet pågår,1.1.2009,31.12.2011,Koulutus- ja kehittämispalvelut / Lapin yliopisto,100 050,39 044,100 050,39 044,590 720,78 088
S10536,ESR,Taitajien tierna -jatkoprojekti,Programdelen för storområdet Norra Finland,1,"Närings-, trafik- och miljöcentralen i Norra Österbotten",Verksamhet pågår,1.12.2008,30.6.2011,ProAgria Oulu ry / Oulun Maa- ja kotitalousnaiset,96 800,29 853,73 025,22 521,424 480,54 974
S10538,ESR,Future School Research Programme - First Wave 2008-2011,Programdelen för storområdet Norra Finland,3,"Närings-, trafik- och miljöcentralen i Norra Österbotten",Verksamhet pågår,1.1.2009,31.12.2011,"Oulun yliopisto, Kasvatustieteiden ja opettajankoulutuksen yksikkö",125 788,37 557,95 389,28 481,390 938,70 325
S10548,ESR,Yritysten liiketoimintaosaamisen ja seudullisten yrityspalveluverkostojen kehittäminen Lapissa 2008-2013,Programdelen för storområdet Norra Finland,1,"Närings-, trafik- och miljöcentralen i Lappland",Verksamhet pågår,1.5.2008,31.12.2013,Lapin TE-keskus,1 905 000,532 614,1 817 000,511 181,10 146 000,1 106 018
S10552,ESR,FEENIX koulutus,Programdelen för storområdet Norra Finland,2,"Närings-, trafik- och miljöcentralen i Österbotten",Verksamhet pågår,1.9.2008,31.8.2010,Pohjanmaan TE-keskus,121 000,47 124,129 000,50 240,250 000,97 364
S10564,ESR,Step Up,Programdelen för storområdet Norra Finland,2,"Närings-, trafik- och miljöcentralen i Österbotten",Verksamhet pågår,1.10.2008,31.12.2011,Keski-Pohjanmaan koulutusyhtymä / Keski-Pohjanmaan aikuisopisto,128 852,0,64 648,0,395 500,0
S10567,ESR,Step Up - TEMPUT,Programdelen för storområdet Norra Finland,2,"Närings-, trafik- och miljöcentralen i Österbotten",Verksamhet pågår,1.10.2008,31.12.2011,Pohjanmaan TE- keskus,324 148,186 732,162 352,93 688,504 250,357 299
S10379,ESR,Restonomi kehittäjänä - uusi toimintamalli yritysyhteistyöhön,Programdelen för storområdet Norra Finland,3,"Närings-, trafik- och miljöcentralen i Lappland",Verksamhet pågår,1.9.2008,31.12.2011,"Rovaniemen koulutuskuntayhtymä, Rovaniemen ammattikorkeakoulu",72 951,10 928,52 891,7 923,317 212,21 367
S10389,ESR,"Valmiutta valmentajille, opastusta ohjaajille.",Programdelen för storområdet Norra Finland,2,"Närings-, trafik- och miljöcentralen i Lappland",Verksamhet pågår,1.11.2008,31.8.2010,Kemi-Tornionlaakson koulutuskuntayhtymä Lappia,91 001,16 469,68 404,12 379,240 336,33 022
S10391,ESR,Mittaava käynnissäpito 2,Programdelen för storområdet Norra Finland,3,"Närings-, trafik- och miljöcentralen i Österbotten",Verksamhet pågår,1.9.2008,31.12.2010,"Keski-Pohjanmaan ammattikorkeakoulu, CENTRIA tutkimus ja kehitys",87 239,35 518,50 806,20 685,303 758,67 751
S10395,ESR,Monikulttuurisuuden ja monimuotoisuuden johtaminen ja kohtaaminen - Meet Me!,Programdelen för storområdet Norra Finland,1,"Närings-, trafik- och miljöcentralen i Norra Österbotten",Verksamhet pågår,1.8.2008,31.8.2010,"OSEKK, Oulun seudun ammattikorkeakoulu, Täydennyskoulutus",82 687,44 460,40 634,21 848,213 700,111 193
S10399,ESR,Sonectus - Ikääntyvien palvelujen kehittäminen Oulun Eteläisen alueella,Programdelen för storområdet Norra Finland,3,"Närings-, trafik- och miljöcentralen i Norra Österbotten",Verksamhet pågår,1.9.2008,31.5.2011,Oulun seudun koulutuskuntayhtymä / OAMK terveysalan Oulaisten yksikkö,128 696,41 208,65 453,20 958,546 296,119 773
S10402,ESR,Sosiaalityön informaatioteknologinen maisterikoulutus,Programdelen för storområdet Norra Finland,3,"Närings-, trafik- och miljöcentralen i Norra Österbotten",Verksamhet pågår,17.8.2008,31.10.2011,Lapin yliopisto/sosiaalityön laitos,229 255,94 584,184 875,74 940,559 570,188 910
S10406,ESR,Kyläluuta,Programdelen för storområdet Norra Finland,2,"Närings-, trafik- och miljöcentralen i Norra Österbotten",Verksamhet pågår,1.8.2008,31.7.2011,Oulun seudun koulutuskuntayhtymä / Oulun seudun ammattiopisto,92 014,44 784,70 091,34 230,224 522,81 886
S10409,ESR,VIRSU -  Pohjois-Pohjanmaan digitaalinen kulttuuriperintö,Programdelen för storområdet Norra Finland,3,"Närings-, trafik- och miljöcentralen i Norra Österbotten",Verksamhet pågår,1.11.2008,31.8.2011,Haapajärven kaupunki,220 187,74 727,167 213,56 749,571 100,151 710
S10413,ESR,Koulutus ja Konsultointi Keski-Pohjanmaa,Programdelen för storområdet Norra Finland,1,"Närings-, trafik- och miljöcentralen i Österbotten",Verksamhet pågår,1.7.2008,31.12.2011,"Pohjanmman TE-keskus, Oman tuotannon hankkeiden toteutusyksikkö",260 400,36 170,245 600,36 170,681 000,72 340
S10420,ESR,KEMMA - Kemian maisteriopinnot Kokkolassa,Programdelen för storområdet Norra Finland,3,"Närings-, trafik- och miljöcentralen i Österbotten",Verksamhet pågår,1.9.2008,31.12.2011,"Jyväskylän yliopisto, Kokkolan yliopistokeskus Chydenius",78 350,22 133,66 295,18 728,399 039,44 424
S10423,ESR,Liikuntaosaamisen kehittäminen Kuusamossa,Programdelen för storområdet Norra Finland,1,"Närings-, trafik- och miljöcentralen i Norra Österbotten",Verksamhet pågår,25.4.2008,24.10.2011,Kajaanin kaupunki / Kajaanin ammattikorkeakoulu,144 598,44 154,109 818,33 534,382 836,100 501
S10425,ESR,Pohjoisen pojat koulussa,Programdelen för storområdet Norra Finland,2,"Närings-, trafik- och miljöcentralen i Lappland",Verksamhet pågår,1.5.2008,28.2.2011,Lapin yliopisto,121 837,53 584,95 401,41 957,396 549,108 936
S10428,ESR,Kansanmusiikkikentän verkostoitumishanke - KAMU-verkosto,Programdelen för storområdet Norra Finland,3,"Närings-, trafik- och miljöcentralen i Österbotten",Verksamhet pågår,14.2.2008,14.2.2010,Kansanmusiikkisäätiö,40 018,8 528,32 546,6 936,80 303,15 464
S10444,ESR,Konetekniikan rakennesuunnittelun ja rakentamistekniikan DI koulutus. KONRAKSU II,Programdelen för storområdet Norra Finland,3,"Närings-, trafik- och miljöcentralen i Norra Österbotten",Verksamhet pågår,1.6.2008,31.3.2011,"Oulun yliopisto,konetekniikan osasto",122 764,47 784,100 429,39 091,353 992,94 151
S10445,ESR,Lokkaali - Pohjois-Pohjanmaan paikallislehtien tulevaisuus,Programdelen för storområdet Norra Finland,1,"Närings-, trafik- och miljöcentralen i Norra Österbotten",Verksamhet pågår,1.12.2008,30.12.2010,"OSEKK, Oulun seudun ammattikorkeakoulu, Kulttuurialan yksikkö",75 224,16 243,56 747,12 252,240 457,33 254
S10454,ESR,Koillis-Suomen eMBA -liikkeenjohdon kehittämisohjelma,Programdelen för storområdet Norra Finland,3,"Närings-, trafik- och miljöcentralen i Norra Österbotten",Verksamhet pågår,1.12.2008,31.8.2011,Koillis-Suomen Aikuiskoulutus Oy,162 023,43 051,122 227,32 213,424 000,79 264
S10458,ESR,SYLI -projekti,Programdelen för storområdet Norra Finland,2,"Närings-, trafik- och miljöcentralen i Norra Österbotten",Verksamhet pågår,1.11.2008,31.10.2011,Raahen aikuiskoulutuskeskus Oy,133 951,32 454,100 463,24 340,395 971,65 377
S10466,ESR,Oulun InnoMajakka,Programdelen för storområdet Norra Finland,3,"Närings-, trafik- och miljöcentralen i Norra Österbotten",Verksamhet pågår,1.12.2008,30.11.2011,Oulun seudun koulutuskuntayhtymä,179 581,52 279,139 564,40 629,1 022 726,93 056
S10487,ESR,Titaani,Programdelen för storområdet Norra Finland,2,"Närings-, trafik- och miljöcentralen i Österbotten",Verksamhet pågår,1.1.2009,30.6.2010,Pohjanmaan TE-keskus,105 500,51 710,112 500,55 148,218 000,106 858
S10499,ESR,eLVa - Sähköisen liiketoiminnan osaamisen vahvistamisen valmennusohjelma,Programdelen för storområdet Norra Finland,3,"Närings-, trafik- och miljöcentralen i Lappland",Verksamhet pågår,1.2.2008,31.12.2011,"Rovaniemen koulutuskuntayhtymä, Rovaniemen ammattikorkeakoulu",181 646,56 450,122 446,38 052,786 898,106 430
S10504,ESR,Työelämä tutuksi ja töihin,Programdelen för storområdet Norra Finland,2,"Närings-, trafik- och miljöcentralen i Norra Österbotten",Verksamhet pågår,1.12.2008,31.5.2011,Nuorten Ystävät ry,218 030,60 817,164 479,44 150,562 066,116 862
