Koodi,Rahasto,Projektin nimi,Ohjelma / osio,Tl,Viranomainen,Toiminnan tila,Aloituspvm,P‰‰ttymispvm,Toteuttajan nimi,Myˆnnetty EU-rahoitus,Toteutunut EU-rahoitus,Myˆnnetty valtion rahoitus,Toteutunut valtion rahoitus,Suunniteltu julkinen rahoitus yhteens‰,Toteutunut julkinen rahoitus yhteens‰
S11045,ESR,YES-keskus - tukemaan Etel‰-Savon oppilaitosten yritt‰jyyskasvatusta -,Programdelen fˆr storomrÂdet ÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Sˆdra Savolax",Verksamhet pÂgÂr,1.8.2009,31.12.2011,Helsingin kauppakorkeakoulu Pienyrityskeskus,154 504,0,91 521,0,537 500,0
S11075,ESR,"Nature Craft Finland, Etel‰-Savon osa-aluehanke",Programdelen fˆr storomrÂdet ÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Sˆdra Savolax",Verksamhet pÂgÂr,1.6.2009,31.12.2011,Mikkelin seudun elinkeinoyhtiˆ Miset Oy,122 199,0,72 386,0,376 405,0
S11076,ESR,Pohjois-Karjala TL2 rinnakkaishankkeiden hallinto ja tukirakenne,Programdelen fˆr storomrÂdet ÷stra Finland,2,"N‰rings-, trafik- och miljˆcentralen i Norra Karelen",Verksamhet pÂgÂr,1.9.2009,31.12.2010,Pohjois-Karjalan TE-keskus,375 200,79 184,184 800,11 688,560 000,90 872
S10989,ESR,Yksik‰‰n ei huku - tuki pk-yritt‰jille taantuman vaikutusten torjunnassa,Programdelen fˆr storomrÂdet ÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Norra Savolax",Verksamhet pÂgÂr,1.3.2009,31.3.2011,Savon Yritt‰j‰t ry,357 952,13 807,168 448,6 497,541 400,20 304
S10991,ESR,"Runolaulun pottku (pedagogiikan, opetusmodulien, taiteellisten, tutkimus- ja koulutusmenetelmien ulottuvuuden kehitt‰mishanke)",Programdelen fˆr storomrÂdet ÷stra Finland,3,"N‰rings-, trafik- och miljˆcentralen i Kajanaland",Verksamhet pÂgÂr,3.7.2008,2.7.2011,Juminkeko-s‰‰tiˆ,152 181,62 136,117 909,48 142,379 199,120 917
S10993,ESR,Tyˆhyvinvoiva Kainuu -esiselvitys,Programdelen fˆr storomrÂdet ÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Kajanaland",Verksamhet pÂgÂr,1.6.2009,28.2.2010,Lex Kainuu ry,19 768,219,10 832,120,30 600,339
S10996,ESR,Etel‰-Savon teollisuuden osaajat,Programdelen fˆr storomrÂdet ÷stra Finland,3,"N‰rings-, trafik- och miljˆcentralen i Sˆdra Savolax",Verksamhet pÂgÂr,1.1.2009,31.12.2011,It‰-Savon koulutuskuntayhtym‰/ Savonlinnan ammatti- ja aikuisopisto,240 813,0,142 647,0,685 000,0
S11000,ESR,ORDER,Programdelen fˆr storomrÂdet ÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Kajanaland",Verksamhet pÂgÂr,8.6.2009,30.6.2012,Kainuun Etu Oy,147 068,0,80 591,0,1 364 882,0
S11006,ESR,S‰hkˆisen liiketoiminnan kehitt‰misohjelma,Programdelen fˆr storomrÂdet ÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Norra Karelen",Verksamhet pÂgÂr,1.6.2009,30.9.2011,Joensuun Tiedepuisto Oy,278 800,8 886,131 200,4 181,441 800,13 067
S11009,ESR,Art Hub -hankekokonaisuus,Programdelen fˆr storomrÂdet ÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Norra Savolax",Verksamhet pÂgÂr,1.1.2009,31.12.2011,Pohjois-Savon taidetoimikunta,167 996,0,98 664,0,767 568,0
S11017,ESR,Kansainv‰listen opiskelijoiden integrointi Kainuuseen,Programdelen fˆr storomrÂdet ÷stra Finland,3,"N‰rings-, trafik- och miljˆcentralen i Kajanaland",Verksamhet pÂgÂr,1.8.2009,31.12.2010,Kajaanin ammattikorkeakoulu -liikelaitos,50 243,0,27 533,0,91 500,0
S11018,ESR,Pohjois-Karjalan tyˆllisyysfoorumi,Programdelen fˆr storomrÂdet ÷stra Finland,3,"N‰rings-, trafik- och miljˆcentralen i Norra Karelen",Verksamhet pÂgÂr,1.4.2009,31.12.2010,Joensuun yliopisto,154 020,12 961,72 480,6 099,258 500,19 060
S11019,ESR,Kainuun Liikunnan kehitt‰mishanke eli Kainuun LIKE-hanke,Programdelen fˆr storomrÂdet ÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Kajanaland",Verksamhet pÂgÂr,14.4.2009,13.6.2012,Pohjois-Savon Liikunta ry,120 876,0,110 314,0,369 696,0
S11021,ESR,Kest‰vyytt‰ It‰-Suomen ruokapalveluihin -KestITƒ,Programdelen fˆr storomrÂdet ÷stra Finland,3,"N‰rings-, trafik- och miljˆcentralen i Norra Savolax",Verksamhet pÂgÂr,1.1.2009,31.12.2011,Savon koulutuskuntayhtym‰,253 449,10 521,148 851,6 179,699 815,16 700
S11025,ESR,Tehokas ja vaikuttava hyvinvointipalvelutuotanto,Programdelen fˆr storomrÂdet ÷stra Finland,3,Sˆdra Savolax landskapsfˆrbund,Verksamhet pÂgÂr,1.10.2009,31.7.2012,Diakonia-ammattikorkeakoulu,75 125,0,50 080,0,381 949,0
S10946,ESR,Tyˆt‰ ja restaurointiosaamista Joensuun maaseudulle,Programdelen fˆr storomrÂdet ÷stra Finland,2,"N‰rings-, trafik- och miljˆcentralen i Norra Karelen",Verksamhet pÂgÂr,1.4.2009,31.12.2011,"Pohjois-Karjalan elinkeino-, liikenne- ja ymp‰ristˆkeskus",382 160,30 798,179 840,14 493,652 000,52 112
S10948,ESR,Tyˆt‰ ja restaurointiosaamista Joensuun maaseudulle / Tyˆvoimapoliittiset toimet,Programdelen fˆr storomrÂdet ÷stra Finland,2,"N‰rings-, trafik- och miljˆcentralen i Norra Karelen",Verksamhet pÂgÂr,1.4.2009,31.12.2011,Pohjois-Karjalan TE-keskus,701 022,121 799,300 438,22 447,1 001 460,144 246
S10949,ESR,It‰-Suomen Liikunnan kehitt‰mishanke eli LIKE-hanke,Programdelen fˆr storomrÂdet ÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Norra Savolax",Verksamhet pÂgÂr,22.1.2009,31.3.2012,Pohjois-Savon Liikunta ry,492 856,0,253 896,0,1 076 800,0
S10952,ESR,Helppi,Programdelen fˆr storomrÂdet ÷stra Finland,2,"N‰rings-, trafik- och miljˆcentralen i Norra Karelen",Verksamhet pÂgÂr,1.5.2009,31.12.2011,Kiteen Evankelinen Kansanopisto,201 000,18 778,99 000,9 248,346 800,28 026
S10953,ESR,Helppi / Tyˆvoimapoliittiset toimet,Programdelen fˆr storomrÂdet ÷stra Finland,2,"N‰rings-, trafik- och miljˆcentralen i Norra Karelen",Verksamhet pÂgÂr,1.5.2009,31.12.2011,Pohjois-Karjalan TE-keskus,335 000,21 225,165 000,0,500 000,21 225
S10958,ESR,Korkeakouluista uutta osaamista Keski-Karjalaan (KUOKKA),Programdelen fˆr storomrÂdet ÷stra Finland,3,"N‰rings-, trafik- och miljˆcentralen i Norra Karelen",Verksamhet pÂgÂr,1.9.2009,31.12.2011,"Pohjois-Karjalan ammattikorkeakoulu, liikelaitos",105 817,4 499,67 653,2 876,342 600,8 422
S10959,ESR,Educa Learn,Programdelen fˆr storomrÂdet ÷stra Finland,3,"N‰rings-, trafik- och miljˆcentralen i Norra Savolax",Verksamhet pÂgÂr,16.9.2008,30.6.2011,Yl‰-Savon koulutuskuntayhtym‰,368 267,0,216 284,0,793 201,0
S10961,ESR,Hammasl‰‰ketieteen koulutuksen k‰ynnist‰minen It‰-Suomen yliopistossa,Programdelen fˆr storomrÂdet ÷stra Finland,3,"N‰rings-, trafik- och miljˆcentralen i Norra Savolax",Verksamhet pÂgÂr,1.4.2009,31.12.2011,Kuopion  yliopisto,236 250,10 048,26 250,1 116,300 000,11 164
S10962,ESR,Asumisen tuki tyˆllistymisen edist‰j‰n‰ (ATTE),Programdelen fˆr storomrÂdet ÷stra Finland,2,"N‰rings-, trafik- och miljˆcentralen i Norra Savolax",Verksamhet pÂgÂr,1.7.2009,30.6.2012,Kuopion Kaupunki,353 365,5 194,207 532,3 050,640 962,9 492
S10968,ESR,Kohti nousua,Programdelen fˆr storomrÂdet ÷stra Finland,2,"N‰rings-, trafik- och miljˆcentralen i Norra Savolax",Verksamhet pÂgÂr,1.4.2009,31.3.2011,Koillis-Savon Kehitys Oy,259 239,0,163 961,0,460 000,0
S10976,ESR,Oppimisvaikeudet tyˆel‰m‰ss‰,Programdelen fˆr storomrÂdet ÷stra Finland,2,"N‰rings-, trafik- och miljˆcentralen i Norra Karelen",Verksamhet pÂgÂr,1.10.2009,30.9.2011,Joensuun yliopisto,126 108,0,77 292,0,343 240,0
S10884,ESR,Tonal Innovation Center - TONIC,Programdelen fˆr storomrÂdet ÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Norra Karelen",Verksamhet pÂgÂr,1.3.2009,31.12.2011,Pohjois-Karjalan ammattikorkeakoulu,188 693,5 276,115 651,3 233,607 608,10 478
S10889,ESR,Aikuiskoulutuksen ohjauspalvelut - Kainuu-verkosto,Programdelen fˆr storomrÂdet ÷stra Finland,3,"N‰rings-, trafik- och miljˆcentralen i Kajanaland",Verksamhet pÂgÂr,1.5.2009,30.6.2011,Kainuun maakunta -kuntayhtym‰/Kainuun ammattiopisto,122 328,18 208,83 815,12 476,293 318,35 068
S10897,ESR,Savon nuorisotiedotus,Programdelen fˆr storomrÂdet ÷stra Finland,2,"N‰rings-, trafik- och miljˆcentralen i Norra Savolax",Verksamhet pÂgÂr,1.1.2009,31.12.2011,Kuopion kaupunki,249 065,0,128 305,0,655 840,0
S10901,ESR,Nanokokoluokan l‰p‰isyelektronimikroskopian kehitt‰mishanke 2009-2011 (NANOTEM),Programdelen fˆr storomrÂdet ÷stra Finland,3,"N‰rings-, trafik- och miljˆcentralen i Norra Savolax",Verksamhet pÂgÂr,1.1.2009,31.12.2011,Kuopion yliopisto,182 873,0,94 207,0,490 120,0
S10902,ESR,Osaamo  -  osallistumistalous ammattioppilaitoksissa,Programdelen fˆr storomrÂdet ÷stra Finland,3,"N‰rings-, trafik- och miljˆcentralen i Norra Savolax",Verksamhet pÂgÂr,1.1.2009,31.12.2011,Savon koulutuskuntayhtym‰,196 531,7 728,101 244,3 981,676 003,11 709
S10905,ESR,IV-PUHTAAKSI -hanke,Programdelen fˆr storomrÂdet ÷stra Finland,3,"N‰rings-, trafik- och miljˆcentralen i Norra Savolax",Verksamhet pÂgÂr,1.1.2009,31.12.2011,Savon koulutuskuntayhtym‰,207 900,24 571,23 100,2 730,408 581,27 301
S10908,ESR,Palvelujen kehitt‰minen ja prosessijohtamisen k‰yttˆˆnotto,Programdelen fˆr storomrÂdet ÷stra Finland,3,Norra Savolax fˆrbund,Verksamhet pÂgÂr,1.5.2009,31.12.2010,Kuopion kaupunki,93 130,22 661,37 252,3 336,186 260,37 139
S10909,ESR,JOUTUKE - Joensuun Urheiluakatemian oppilaitosyhteistyˆ- ja tukipalvelumallin kehitt‰minen,Programdelen fˆr storomrÂdet ÷stra Finland,2,"N‰rings-, trafik- och miljˆcentralen i Norra Karelen",Verksamhet pÂgÂr,1.8.2009,31.7.2011,Joensuun kaupunki,126 874,0,77 762,0,253 370,0
S10920,ESR,Advanced Collaboration for Entrepreneurship - ACE (Korkeakoulupohjaisen yritt‰jyyden aluemalli),Programdelen fˆr storomrÂdet ÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Norra Karelen",Verksamhet pÂgÂr,1.8.2009,31.8.2011,Pohjois-Karjalan ammattikorkeakoulu-liikelaitos,217 000,5 026,133 000,3 080,418 000,9 680
S10922,ESR,KAVERI verkko-oppijan tuki,Programdelen fˆr storomrÂdet ÷stra Finland,3,"N‰rings-, trafik- och miljˆcentralen i Kajanaland",Verksamhet pÂgÂr,1.1.2009,31.12.2010,Kajaanin kaupunki / Kajaanin ammattikorkeakoulu,70 554,22 318,50 094,15 846,141 250,40 871
S10169,ESR,AlueEnnakko  Aluellinen ennakointi tyˆkaluksi Pohjois-Karjalassa,Programdelen fˆr storomrÂdet ÷stra Finland,3,"N‰rings-, trafik- och miljˆcentralen i Norra Karelen",Verksamhet pÂgÂr,1.4.2008,31.12.2010,Pohjois-Karjalan TE-keskus,404 010,185 046,198 990,65 356,603 000,250 402
S10179,ESR,Kaira-projekti - Vaikuttavuutta Kainuun rakennetyˆttˆmyyden purkamiseen,Programdelen fˆr storomrÂdet ÷stra Finland,2,"N‰rings-, trafik- och miljˆcentralen i Kajanaland",Verksamhet pÂgÂr,1.3.2008,31.12.2010,Kainuun maakunta -kuntayhtym‰,240 598,146 943,123 272,72 286,645 040,250 547
S10181,ESR,Oppimistori-toiminta - avaimia Pohjois-Savon v‰estˆn hyvinvoinnin edist‰miseen,Programdelen fˆr storomrÂdet ÷stra Finland,3,"N‰rings-, trafik- och miljˆcentralen i Norra Savolax",Verksamhet pÂgÂr,1.3.2008,31.5.2010,Savonia-ammattikorkeakoulun kuntayhtym‰,334 500,169 774,265 500,134 874,669 000,340 775
S10183,ESR,PROMIS-keskuksen toimintamallin ja -rakenteen sek‰ prototyyppipalveluiden kehitt‰mishanke,Programdelen fˆr storomrÂdet ÷stra Finland,3,"N‰rings-, trafik- och miljˆcentralen i Norra Savolax",Verksamhet pÂgÂr,1.1.2008,31.12.2010,Savonia-ammattikorkeakoulun kuntayhtym‰,246 539,66 768,127 005,34 395,644 000,106 896
S10192,ESR,Tyˆyhteisˆjen monimuotoisuus,Programdelen fˆr storomrÂdet ÷stra Finland,2,"N‰rings-, trafik- och miljˆcentralen i Sˆdra Savolax",Verksamhet pÂgÂr,1.6.2008,31.12.2010,Diakonia-ammattikorkeakoulu,152 802,62 201,78 717,32 044,246 731,94 245
S10193,ESR,Oppimalla uudistuvat PK-yritykset,Programdelen fˆr storomrÂdet ÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Norra Savolax",Verksamhet pÂgÂr,2.5.2008,30.11.2008,Yl‰-Savon Kehitys Oy,38 220,38 183,16 380,16 364,62 400,62 347
S10195,ESR,Infrarakentamisen ja kaivannaisalan tyˆnjohdon koulutus,Programdelen fˆr storomrÂdet ÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Norra Savolax",Verksamhet pÂgÂr,2.1.2008,31.5.2012,Savonia-ammattikorkeakoulun kuntayhtym‰,341 250,40 818,187 750,21 027,679 000,63 676
S10196,ESR,Ammattiosaajasta yritt‰j‰ksi,Programdelen fˆr storomrÂdet ÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Norra Savolax",Verksamhet pÂgÂr,1.5.2008,31.12.2010,Savon kolutuskuntayhtym‰,401 636,143 181,253 364,81 060,795 357,269 798
S10199,ESR,Liikkeenjohdon PD-koulutus VIII,Programdelen fˆr storomrÂdet ÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Kajanaland",Verksamhet pÂgÂr,1.3.2008,31.12.2008,Kajaanin kaupunki / Kajaanin ammattikorkeakoulu ,8 405,8 297,4 010,3 958,24 080,23 863
S10209,ESR,Maahanmuuttajat tyˆvoimaksi Etel‰-Savossa,Programdelen fˆr storomrÂdet ÷stra Finland,2,"N‰rings-, trafik- och miljˆcentralen i Sˆdra Savolax",Verksamhet pÂgÂr,1.1.2008,31.12.2010,Etel‰-Savon koulutuksen kuntayhtym‰ / Etel‰-Savon ammattiopisto,424 247,199 770,237 214,110 945,1 310 840,334 457
S10210,ESR,Tyˆt‰ kaikille-hankkeen valmisteluhanke,Programdelen fˆr storomrÂdet ÷stra Finland,2,"N‰rings-, trafik- och miljˆcentralen i Kajanaland",Verksamhet pÂgÂr,9.1.2008,31.12.2008,Paltamon kunta,50 115,47 292,23 910,22 563,84 600,79 834
S10212,ESR,"HYVƒ JOHTAJA 2020, Johtamisosaamisen tuki -kehitt‰mishanke",Programdelen fˆr storomrÂdet ÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Sˆdra Savolax",Verksamhet pÂgÂr,1.5.2008,31.12.2010,Helsingin kauppakorkeakoulu Pienyrityskeskus,192 324,124 938,99 076,64 362,672 621,192 751
S10213,ESR,RUSSIA SERVICES,Programdelen fˆr storomrÂdet ÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Sˆdra Savolax",Verksamhet pÂgÂr,1.1.2008,31.12.2010,Helsingin kauppakorkeakoulu Pienyrityskeskus,291 256,130 282,124 824,55 835,695 027,213 519
S10120,ESR,Monialainen innovatiivinen tuote- ja palvelukehitysymp‰ristˆ,Programdelen fˆr storomrÂdet ÷stra Finland,3,"N‰rings-, trafik- och miljˆcentralen i Norra Karelen",Verksamhet pÂgÂr,1.2.2008,31.12.2010,Pohjois-Karjalan ammattikorkeakoulu,285 200,46 241,174 800,28 341,518 000,90 687
S10126,ESR,Tarkkuustekniikan koulutuksen kehitt‰minen,Programdelen fˆr storomrÂdet ÷stra Finland,3,"N‰rings-, trafik- och miljˆcentralen i Norra Karelen",Verksamhet pÂgÂr,1.2.2008,30.6.2010,Pohjois-Karjalan ammattikorkeakoulu,195 000,63 730,105 000,34 316,350 000,115 568
S10127,ESR,VIRE,Programdelen fˆr storomrÂdet ÷stra Finland,2,"N‰rings-, trafik- och miljˆcentralen i Norra Savolax",Verksamhet pÂgÂr,1.1.2008,31.12.2010,Warkop Oy,806 936,235 770,378 421,110 004,1 435 725,387 915
S10128,ESR,"AIVO - Aikuisopiskelun tieto-, neuvonta- ja ohjauspalvelut",Programdelen fˆr storomrÂdet ÷stra Finland,3,"N‰rings-, trafik- och miljˆcentralen i Norra Karelen",Verksamhet pÂgÂr,1.5.2008,31.12.2010,"Pohjois-Karjalan koulutuskuntayhtym‰, Pohjois-Karjalan Aikuisopisto",663 300,162 856,326 700,80 212,1 100 000,294 671
S10130,ESR,VAHVAA OSAAMISTA POHJOIS-KARJALAAN TY÷YHTEIS÷ISTƒ,Programdelen fˆr storomrÂdet ÷stra Finland,3,"N‰rings-, trafik- och miljˆcentralen i Norra Karelen",Verksamhet pÂgÂr,1.2.2008,31.12.2010,Pohjois-Karjalan kauppakamari,490 888,37 393,288 299,21 961,890 500,61 271
S10133,ESR,Osaavan tyˆvoiman saatavuuden varmistaminen - Tyˆvoimaresurssit k‰yttˆˆn,Programdelen fˆr storomrÂdet ÷stra Finland,2,"N‰rings-, trafik- och miljˆcentralen i Norra Savolax",Verksamhet pÂgÂr,1.3.2008,31.12.2010,Yl‰-Savon koulutuskuntayhtym‰,571 044,290 924,267 220,135 762,1 526 326,457 189
S10137,ESR,VY÷HYKE - nuorisoalan osaamisyhteisˆ,Programdelen fˆr storomrÂdet ÷stra Finland,3,"N‰rings-, trafik- och miljˆcentralen i Norra Karelen",Verksamhet pÂgÂr,1.4.2008,31.12.2010,Joensuun kaupunki / nuorisotoimi,254 200,85 467,155 800,52 383,461 250,137 850
S10138,ESR,ETAPPI - Iisalmen seudun v‰lityˆmarkkinahanke,Programdelen fˆr storomrÂdet ÷stra Finland,2,"N‰rings-, trafik- och miljˆcentralen i Norra Savolax",Verksamhet pÂgÂr,15.2.2008,31.12.2010,Iisalmen kaupunki,681 016,218 693,319 384,102 037,1 274 964,382 035
S10140,ESR,Viva3,Programdelen fˆr storomrÂdet ÷stra Finland,3,"N‰rings-, trafik- och miljˆcentralen i Sˆdra Savolax",Verksamhet pÂgÂr,1.6.2008,31.12.2010,Mikkelin ammattikorkeakoulu Oy,226 459,99 509,128 208,53 650,600 920,170 187
S10141,ESR,Ephemera (osana Digitalian k‰ynnist‰mist‰),Programdelen fˆr storomrÂdet ÷stra Finland,3,"N‰rings-, trafik- och miljˆcentralen i Sˆdra Savolax",Verksamhet pÂgÂr,1.6.2008,31.5.2011,Helsingin yliopisto / Kansalliskirjasto / Kansallinen digitointikeskus,490 145,74 961,285 118,39 180,965 036,118 252
S10146,ESR,TUOTEKEHITYSSTUDIO -Teollisen muotoilun ja materiaalitekniikan monialainen tuotekehitysymp‰ristˆ,Programdelen fˆr storomrÂdet ÷stra Finland,3,"N‰rings-, trafik- och miljˆcentralen i Sˆdra Savolax",Verksamhet pÂgÂr,1.5.2008,31.12.2010,Mikkelin ammattikorkeakoulu Oy,211 996,64 075,124 504,37 631,387 500,117 614
S10148,ESR,World class materials technology in Mikkeli,Programdelen fˆr storomrÂdet ÷stra Finland,3,"N‰rings-, trafik- och miljˆcentralen i Sˆdra Savolax",Verksamhet pÂgÂr,1.6.2008,31.12.2010,Lappeenrannan teknillinen yliopisto,426 105,303 248,234 024,161 870,1 205 768,528 342
S10157,ESR,VETƒVƒ 2,Programdelen fˆr storomrÂdet ÷stra Finland,2,"N‰rings-, trafik- och miljˆcentralen i Norra Karelen",Verksamhet pÂgÂr,1.8.2008,31.7.2010,Myllyprojektiyhdistys ry,83 306,56 896,49 145,32 958,214 900,99 854
S10160,ESR,TY÷HYVINVOINTIA JA KUNTOUTUMISTA TY÷SSƒ MIKRO- JA PIENRYITYKSISSƒ,Programdelen fˆr storomrÂdet ÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Norra Karelen",Verksamhet pÂgÂr,28.7.2008,31.12.2010,"Hengitysliitto Heli ry/Verve, Liperi (Kaprakka toimii 1.1.2009 alkaen nimell‰ Verve)",92 536,14 688,53 284,7 234,260 000,24 422
S10162,ESR,Startti yritt‰j‰ksi,Programdelen fˆr storomrÂdet ÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Norra Savolax",Verksamhet pÂgÂr,1.8.2008,31.12.2013,"Pohjois-Savon elinkeino-, liikenne- ja ymp‰ristˆkeskus, etok -vastuualue",326 439,214 262,146 661,96 262,2 174 900,310 524
S10167,ESR,SYKE-projektin esiselvityshanke,Programdelen fˆr storomrÂdet ÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Kajanaland",Verksamhet pÂgÂr,10.3.2008,30.6.2008,Kainuun Etu Oy,19 508,17 962,9 307,8 569,33 900,31 213
S10219,ESR,Hakijasta tekij‰ksi,Programdelen fˆr storomrÂdet ÷stra Finland,2,"N‰rings-, trafik- och miljˆcentralen i Norra Karelen",Verksamhet pÂgÂr,1.8.2008,31.12.2010,Pohjois-Karjalan koulutuskuntayhtym‰/Pohjois-Karjalan Aikuisopisto,560 456,180 652,263 744,85 013,941 700,314 185
S10220,ESR,Hyvinvoinnissa maaseudun voima,Programdelen fˆr storomrÂdet ÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Norra Karelen",Verksamhet pÂgÂr,1.8.2008,31.12.2010,"Maataloustuottajain Pohjois-Karjalan liitto,MTK-Pohjois-Karjala r.y.",259 283,57 163,115 047,26 367,436 670,97 446
S10221,ESR,"LaatuSavo, Pohjois-Savon matkailukeskusten laadullinen kehitt‰minen",Programdelen fˆr storomrÂdet ÷stra Finland,3,Norra Savolax fˆrbund,Verksamhet pÂgÂr,1.3.2008,31.12.2010,Savonia-ammattikorkeakoulun kuntayhtym‰,68 047,30 209,37 683,16 729,213 600,61 279
S10227,ESR,Voimavuodet - Hyvinvoivat tyˆyhteisˆt,Programdelen fˆr storomrÂdet ÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Sˆdra Savolax",Verksamhet pÂgÂr,1.4.2008,31.12.2010,Mikkelin ammattikorkeakoulu Oy,105 604,12 263,55 870,6 488,330 278,26 651
S10229,ESR,Perkuu Kainuun rakennetyˆttˆmien kuntoutushanke,Programdelen fˆr storomrÂdet ÷stra Finland,2,"N‰rings-, trafik- och miljˆcentralen i Kajanaland",Verksamhet pÂgÂr,15.8.2008,31.12.2010,Kainuun Nuotta ry,128 268,99 172,67 091,51 250,415 685,171 911
S10231,ESR,AmmattiURA -hanke,Programdelen fˆr storomrÂdet ÷stra Finland,2,"N‰rings-, trafik- och miljˆcentralen i Norra Karelen",Verksamhet pÂgÂr,1.1.2008,31.12.2010,Pohjois-Karjalan koulutuskuntayhtym‰,462 159,199 529,207 638,89 644,766 570,370 255
S10232,ESR,"AmmattiURA -hanke, muut seutukunnat",Programdelen fˆr storomrÂdet ÷stra Finland,2,"N‰rings-, trafik- och miljˆcentralen i Norra Karelen",Verksamhet pÂgÂr,18.8.2008,31.12.2010,Pohjois-Karjalan koulutuskuntayhtym‰,294 799,99 391,145 201,48 954,503 430,168 232
S10234,ESR,Ajoneuvotietoj‰rjestelmien osaamisen ja opetuksen integroinnin kehityshanke Kajaanin ammattikorkeakoulussa,Programdelen fˆr storomrÂdet ÷stra Finland,3,"N‰rings-, trafik- och miljˆcentralen i Kajanaland",Verksamhet pÂgÂr,1.4.2008,31.12.2010,Kajaanin kaupunki / Kajaanin ammattikorkeakoulu,240 000,121 934,186 100,94 550,480 000,244 469
S10239,ESR,Kaivannaisteollisuuden osaamispalvelut -kehitt‰mishanke,Programdelen fˆr storomrÂdet ÷stra Finland,3,"N‰rings-, trafik- och miljˆcentralen i Norra Karelen",Verksamhet pÂgÂr,1.8.2008,31.12.2010,Pohjois-Karjalan koulutuskuntayhtym‰,79 194,77 767,39 006,38 303,690 100,137 937
S10241,ESR,V‰yl‰-hanke,Programdelen fˆr storomrÂdet ÷stra Finland,2,"N‰rings-, trafik- och miljˆcentralen i Sˆdra Savolax",Verksamhet pÂgÂr,1.1.2008,31.12.2010,Sauva-s‰‰tiˆ,631 950,395 876,325 550,203 936,1 579 400,651 529
S10252,ESR,InFotonics Center Joensuu - palvelutoiminnan kehitt‰minen,Programdelen fˆr storomrÂdet ÷stra Finland,3,"N‰rings-, trafik- och miljˆcentralen i Norra Karelen",Verksamhet pÂgÂr,1.1.2008,31.12.2009,Joensuun yliopisto,259 200,202 605,140 800,106 698,439 000,325 661
S10254,ESR,Laadukas tuote - laadukas tuotantoketju,Programdelen fˆr storomrÂdet ÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Norra Savolax",Verksamhet pÂgÂr,1.9.2008,31.12.2010,Savonia-ammattikorkeakoulun kuntayhtym‰,165 522,43 770,95 778,24 273,406 000,86 704
S10256,ESR,Intl Practicum - kansainv‰linen tyˆharjoittelu yritysten kansainv‰listymisen tyˆkalu,Programdelen fˆr storomrÂdet ÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Norra Savolax",Verksamhet pÂgÂr,1.1.2008,31.12.2010,"Kuopion yliopisto, kansainv‰listen asioiden osasto",396 362,41 355,196 107,19 725,654 649,71 123
S10257,ESR,KYY - Kohti Yritt‰jyys Yhteiskuntaa: Ideasta liiketoiminnaksi - aloittavan yritystoiminnan tukeminen,Programdelen fˆr storomrÂdet ÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Sˆdra Savolax",Verksamhet pÂgÂr,1.1.2008,31.12.2010,"Helsingin yliopisto, Ruralia-instituutti, Mikkeli",283 716,127 651,142 284,64 017,494 400,206 865
S10259,ESR,L‰‰k‰reiden tyˆper‰isen maahanmuuton edist‰minen,Programdelen fˆr storomrÂdet ÷stra Finland,4,"N‰rings-, trafik- och miljˆcentralen i Norra Karelen",Verksamhet pÂgÂr,1.8.2008,31.12.2010,Joensuun yliopisto,350 000,101 553,150 000,43 522,774 250,240 297
S10262,ESR,"Tasa-arvo Kainuun hyvinvoinnin, tyˆllisyyden ja kilpailukyvyn edist‰j‰n‰",Programdelen fˆr storomrÂdet ÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Kajanaland",Verksamhet pÂgÂr,1.5.2008,31.10.2010,"Oulun yliopisto, Kajaanin yliopistokeskus, AIkuiskoulutusyksikkˆ",136 706,66 746,66 698,32 037,312 515,103 676
