"Operačný program","Názov prijímateľa","Názov projektu","Rok - Začiatok realizácie","Mesiac - Začiatok realizácie","Rok - Koniec realizácie","Mesiac - Koniec realizácie","Spolufinancovanie","EÚ zdroje - Zazmluvnené prostriedky","ŠR zdroje - Zazmluvnené prostriedky","Spolu - Zazmluvnené prostriedky","EÚ zdroje - Vyčerpané prostriedky","ŠR zdroje - Vyčerpané prostriedky","Spolu - Vyčerpané prostriedky"
"OP Vzdelávanie","37810430 - ZŠ Okoličianska Liptovský Miku","26110130303 - Integr.vzdelávanie v primár a nižš sekund vzdeláva",2009,"Október",2011,"Júl",4504.83,76582.03,9009.65,85591.68,0,0,0
"OP Vzdelávanie","37810839 - ZŠ Ružomberok","26110130071 - Moder. školou podporme osobn. rast žiakov...",2009,"Január",2010,"December",6108.71,103848.07,12217.42,116065.49,27115.67,3190.08,30305.75
"OP Vzdelávanie","37810880 - ZŠ, Limbová, Žilina","26110130160 - Moderná škola, základ plnohodnotného života",2009,"Október",2011,"September",8734.84,148492.31,17469.68,165961.99,0,0,0
"OP Vzdelávanie","37810944 - ZŠ s MŠ Ondreja Štefku","26110130153 - Počujem a zabudnem, vidím a zapamätám",2009,"Október",2011,"Jún",8510.2,144673.45,17020.41,161693.86,0,0,0
"OP Vzdelávanie","37811487 - Základná škola Oščadnica","26110130291 - Inovácia výchovno vzdel procesu na ZS Oščadnica",2009,"Október",2011,"August",8135.07,138296.12,16270.13,154566.25,0,0,0
"OP Vzdelávanie","37811983 - Zak.škola","26110130266 - Premena tradičnej školy na modern.",2009,"Október",2011,"Marec",7539.5,128171.52,15079,143250.52,0,0,0
"OP Vzdelávanie","37812122 - ZŠ Podvysoká","26110130017 - Na výzvu budúcnosti odpovedáme kvalitou vzdelávani",2009,"Marec",2011,"Február",3317.22,56392.77,6634.44,63027.21,9670.95,1137.76,10808.71
"OP Vzdelávanie","37812165 - Základná škola s materskou školou 023 03 Zborov na","26110130118 - Obsah. prestavba vzdeláv. spojená s inováciou",2009,"Október",2011,"September",5667.19,96342.31,11334.39,107676.7,0,0,0
"OP Vzdelávanie","37812386 - Základná škola smaterskou školou Skalité","26110130189 - Kľúč k vzdelaniu",2009,"Október",2011,"September",7115.1,120956.69,14230.2,135186.89,0,0,0
"OP Vzdelávanie","37812475 - Základná škola s Materskou školou","26110130232 - Interaktívne metódy edukácie v škole 21. storočia",2009,"November",2011,"August",7788.02,132396.42,15576.05,147972.47,0,0,0
"OP Vzdelávanie","37812505 - ZŠ, Dolinský potok č. 1114, Kysucké Nové Mesto","26110130181 - Príprava nového školského programu využívajúceho n",2009,"September",2011,"Marec",7457.76,126781.93,14915.52,141697.45,0,0,0
"OP Vzdelávanie","37812653 - ZŠsMŠ Čierne","26110130294 - Inovácia obsahu vzdel., foriem a metód vyuč.proces",2009,"Október",2011,"Júl",3965.32,67410.42,7930.64,75341.06,0,0,0
"OP Vzdelávanie","37813099 - ZŠ s MŠ Lokca","26110130173 - Moderná škola 21. storočia",2009,"Október",2011,"September",7932.69,134855.8,15865.39,150721.19,0,0,0
"OP Vzdelávanie","37813102 - ZŠ s MŠ Oravská Polhora","26110130169 - Šk. tretieho tisícročia",2009,"Október",2011,"Júl",0,107132.31,18905.7,126038.01,0,0,0
"OP Vzdelávanie","37813153 - ZŠ s MŠ Turč. Teplice","26110130132 - Inovatívna prestavba vyučovania na ZŠ",2009,"Október",2011,"September",8109.61,137863.31,16219.21,154082.52,0,0,0
"OP Vzdelávanie","37813382 - ZŠ s MŠ Stráňavy","26110130026 - Nové metódy vo vzdelávaní s dôrazom na zručnosti",2009,"Marec",2011,"Február",4661.21,79240.51,9322.41,88562.92,13564.34,1595.81,15160.15
"OP Vzdelávanie","37813510 - Základná škola","26110130069 - Inovácia vzdelávania a kľúčových kompetencií žiako",2009,"Marec",2010,"August",4542.95,77230.2,9085.91,86316.11,29562.86,3477.98,33040.84
"OP Vzdelávanie","37815091 - ZŠ Žilina","26110130155 - Multimediálne európske jazykové portfólio",2009,"Október",2011,"September",8734.95,148494.11,17469.9,165964.01,0,0,0
"OP Vzdelávanie","37828363 - Základná škola s materskou školou Pohorela","26130130028 - IMPORT 00001 Vzdelávanie príslušníkov MRK na Základne",2010,"Február",2012,"Jún",12210.82,207583.93,24421.64,232005.57,0,0,0
"OP Vzdelávanie","37828371 - ZŠ Šumiac","26130130033 - IMPORT 00016 Podpora sociálnej inklúzie MRK – vzdeláv",2010,"Február",2012,"Január",11447.73,194611.41,22895.46,217506.87,0,0,0
"OP Vzdelávanie","37828452 - ZŠ s Mat. školou Brezno","26110130211 - Reforma vzdelávacieho sys.  na Zák. šk. Brezno",2009,"Október",2011,"Júl",4589.55,78022.33,9179.1,87201.43,0,0,0
"OP Vzdelávanie","37831429 - ZŠ Hliník nad Hronom, Školská 482","26110130178 - Učme sa moderne a pútavo",2009,"Október",2011,"Júl",7245.59,123174.95,14491.17,137666.12,0,0,0
"OP Vzdelávanie","37831470 - Základná škola Kremnica","26110130098 - Školský vzdelávací program ""Vzdelávanie a výchova",2009,"Október",2011,"September",4384.53,74536.95,8769.05,83306,0,0,0
"OP Vzdelávanie","37831534 - ZŠ Poltár","26110130104 - Moder. š. - zákl. života",2009,"Október",2011,"September",5243.54,89140.17,10487.08,99627.25,0,0,0
"OP Vzdelávanie","37831712 - ZŠ s MŠ hrušov","26110130134 - Inovácia kval.vých. vz. procesu v ZŠ s MŠ Hrušov",2009,"Október",2011,"September",3645.73,61977.35,7291.45,69268.8,0,0,0
"OP Vzdelávanie","37833626 - ZŠ s MŠ Terézie Vansovej","26110130082 - E-learningové vyučovanie na ZŠ vo Zvolene",2009,"Apríl",2011,"Marec",4015.62,68265.62,8031.25,76296.87,17237.12,2027.9,19265.02
"OP Vzdelávanie","37833693 - ZŠ F.K. s VJM","26130130039 - IMPORT 00010 Podpora sociálnej inklúzie MRK – vzdel",2010,"Február",2012,"Január",10697.1,181850.71,21394.2,203244.91,0,0,0
"OP Vzdelávanie","37838334 - Základná škola Holíč","26110130037 - S modernou školou do života",2009,"Marec",2011,"Február",7665.65,130315.98,15331.29,145647.27,23713.29,2789.8,26503.09
"OP Vzdelávanie","37840517 - ZŠ s MŠ Šintava","26110130112 - Šintava - moderná ZŠ s veľkomor. tradíciou",2009,"Október",2011,"September",5878.23,99929.91,11756.46,111686.37,0,0,0
"OP Vzdelávanie","37860658 - Základná škola, J.Hollého 696/3, Topolčany","26110130216 - V novom šk. vzdeláv. programe s moder. didakt. pom",2009,"Október",2011,"September",7824.2,133011.44,15648.41,148659.85,0,0,0
"OP Vzdelávanie","37860691 - Základná škola Bojná 76","26110130166 - Implementácia ŠVP na ZŠ, Bojná",2009,"Október",2011,"Júl",6103.35,103756.98,12206.7,115963.68,0,0,0
"OP Vzdelávanie","37860755 - ZŠ s MŠ Solčany","26110130171 - Inovácia metód a postupov – základ premeny školy",2009,"Október",2011,"September",6210.12,105572.11,12420.25,117992.36,0,0,0
"OP Vzdelávanie","37860810 - ZŠ Semerovo","26110130176 - Príprava nového škol. vzdel porgramu na IKT",2009,"Október",2011,"Marec",7888.04,134096.63,15776.07,149872.7,0,0,0
"OP Vzdelávanie","37860844 - ZŠ Á.Jedlika s VJM – Jedlik Á.Alapisko","26130130035 - „Anglunu appal meszim bohalesz“ – Zvyšovanie",2010,"Marec",2012,"August",5540.25,94184.19,11080.49,105264.68,0,0,0
"OP Vzdelávanie","37861212 - Základná škola Komárno","26110130081 - Moderná základná škola",2009,"Marec",2011,"Február",4992.63,84874.73,9985.26,94859.99,4274.48,502.88,4777.36
"OP Vzdelávanie","37861255 - ZŠ Dulovce","26110130097 - Moderná škola - základ",2009,"September",2011,"August",4219.9,71738.33,8439.8,80178.13,0,0,0
"OP Vzdelávanie","37861280 - ZŠ Mojmírovce, Školská 897","26110130235 - Moderná škola budúcnosti",2009,"Október",2011,"Júl",5431.71,92338.99,10863.41,103202.4,0,0,0
"OP Vzdelávanie","37864386 - ZŠ Andreja Kmeťa","26110130135 - Škola tvorivého vzdelávania",2009,"Október",2011,"September",8174.66,138691.89,16300.38,154992.27,0,0,0
"OP Vzdelávanie","37864416 - Základná škola, Pri Podlužianke 6, Levice","26110130193 - TVORIVÁ ŠKOLA Levice",2009,"Október",2011,"September",6885.92,117060.6,13771.84,130832.44,0,0,0
"OP Vzdelávanie","37865056 - ZŠ Mojmírova 2, Zlaté Moravce","26110130229 - Rozvoj kľúčových kompetencií žiakov",2009,"Október",2011,"Marec",8120.31,138045.3,16240.62,154285.92,0,0,0
"OP Vzdelávanie","37865277 - ZŠ - Veľký Lapáš 499, 951 04","26110130295 - Naša škola - naša rodina, Veľký Lapáš",2009,"Október",2011,"September",7970.61,135500.37,15941.22,151441.59,0,0,0
"OP Vzdelávanie","37870530 - Základná škola Ľubotice","26110130044 - Moderné vzdelávanie žiakov ZŠ Ľubotice",2009,"Marec",2010,"August",6641.43,112904.3,13282.86,126187.16,6677.56,785.6,7463.16
"OP Vzdelávanie","37872885 - ZŠ s MŠ Ľubotín","26110130110 - Rast kľúčových kompetencií žiaka ZŠ v Ľubotíne",2009,"Október",2011,"September",7596.67,129143.38,15193.34,144336.72,0,0,0
"OP Vzdelávanie","37872885 - ZŠ s MŠ Ľubotín","26130130024 - Učíme sa čo nás baví",2010,"Marec",2012,"Júl",11123.61,189101.32,22247.21,211348.53,0,0,0
"OP Vzdelávanie","37872931 - Základná škola Stará Ľubovňa, Ul. za vodou","26110130298 - Nový š. prog.+inovácia=moderná škola Za vodou",2009,"Október",2011,"September",8005.6,136095.12,16011.19,152106.31,0,0,0
"OP Vzdelávanie","37873253 - Základná škola Kapušany č. 367","26110130130 - Humánna škola – priestor pre kvalit výchovu a vzd",2009,"Október",2011,"September",3548.75,60328.67,7097.49,67426.16,0,0,0
"OP Vzdelávanie","37873261 - Základná škola Bystré","26130130002 - Moderná základna škola vyučujúca žiakov",2009,"November",2011,"Apríl",6757.7,114880.9,13515.4,128396.3,0,0,0
"OP Vzdelávanie","37873270 - ŽŠ Čaklov","26110130253 - Využitie moderných metód vo výučbe žiakov",2009,"September",2011,"August",4741.46,80604.83,9482.92,90087.75,0,0,0
"OP Vzdelávanie","37873288 - ZŠ Hanušovce nad Topľou","26110130281 - Región od A po Z",2009,"Október",2011,"Júl",5143.84,87445.3,10287.68,97732.98,0,0,0
"OP Vzdelávanie","37873318 - Základná škola Sačurov","26130130032 - IMPORT 00001 S radosťou do školy",2010,"Marec",2011,"August",8246.19,140185.23,16492.38,156677.61,0,0,0
"OP Vzdelávanie","37873334 - ZŠ Soľ","26110130293 - Moder. škola - základ života",2009,"September",2011,"August",6815.04,115855.63,13630.07,129485.7,0,0,0
"OP Vzdelávanie","37873351 - ZŠ s MŠ Tovarné","26130130026 - IMPORT 00001 ZVÝŠME ZÁUJEM  ŽIAKOV POCHÁDZAJÚCICH Z M",2009,"November",2011,"Apríl",7994.5,135906.5,15989,151895.5,0,0,0
"OP Vzdelávanie","37873377 - ZŠ Sídl. II Vranov nad Topľou","26110130233 - E-learning - škola budúcnosti",2009,"Október",2011,"Marec",7748.37,131722.35,15496.75,147219.1,0,0,0
"OP Vzdelávanie","37873393 - ZŠ Kukučínova 106, Vranov n/T","26130130045 - Podpora sociálnej inklúzie MRK - vzd.",2010,"Február",2012,"Január",14351.3,243972.09,28702.6,272674.69,0,0,0
"OP Vzdelávanie","37873547 - ŽŠ Hviezdoslava Snina","26110130218 - Moderná škola, Snina",2009,"Október",2011,"September",3804.15,64670.48,7608.29,72278.77,0,0,0
"OP Vzdelávanie","37873911 - ZŠ s MŠ Šuňava,059 39,SNP 469,","26110130064 - Cesta k modernej škole",2009,"Marec",2011,"Február",8004.38,136074.49,16008.76,152083.25,17707.18,2083.2,19790.38
"OP Vzdelávanie","37873920 - Základná škola Spišský Štvrtok","26130130025 - Brána vzdelaniu otvorená",2010,"Marec",2012,"Jún",8743.53,148640.06,17487.07,166127.13,0,0,0
"OP Vzdelávanie","37873962 - ZŠ v Kurime","26110130299 - Kurima",2009,"Október",2011,"Máj",6001.18,102020.06,12002.36,114022.42,0,0,0
"OP Vzdelávanie","37873989 - ZŠ s MŠ, Zborov","26110130029 - Moderná edukácia – budúcnosť a prosperita",2009,"Marec",2010,"December",4810.76,81782.84,9621.51,91404.35,15623.8,1838.09,17461.89
"OP Vzdelávanie","37874039 - ZŠ s MŠ Bardejov","26110130205 - Inovatívne pod Vinbargom",2009,"Október",2011,"September",3381.86,57491.65,6763.72,64255.37,0,0,0
"OP Vzdelávanie","37874055 - Základná škola Medzilaborce","26110130108 - Kľúčové spôsobilosti pre život z modernej školy",2009,"Október",2011,"September",7388.83,125610.17,14777.67,140387.84,0,0,0
"OP Vzdelávanie","37874063 - Zákl. šk.","26110130242 - Kvalitné vzdelanie v modernej škole",2009,"Október",2011,"September",6608.15,112338.48,13216.29,125554.77,0,0,0
"OP Vzdelávanie","37874187 - ZŠ s MŠ Slovenská Ves","26130130042 - Urob krok dopredu",2010,"Marec",2012,"Jún",7643.04,129931.68,15286.08,145217.76,0,0,0
"OP Vzdelávanie","37874225 - Základná škola Veľká Lomnica","26110130056 - Tvorivé vzdelávanie prostredníctvom interaktivity",2009,"Marec",2011,"Február",6892.2,117167.38,13784.4,130951.78,30957.91,3642.11,34600.02
"OP Vzdelávanie","37874233 - ZŠ Spišská Belá","26130130023 - Úspešný prechod žiakov z marginalizovaný",2010,"Marec",2012,"Jún",10371.74,176319.53,20743.47,197063,0,0,0
"OP Vzdelávanie","37874357 - ZŠ s MŠ Rakúsy","26110130262 - Škola budúcnosti – cesta za poznaním",2009,"Október",2011,"September",5795.43,98522.32,11590.86,110113.18,0,0,0
"OP Vzdelávanie","37874357 - ZŠ s MŠ Rakúsy","26130130003 - Moje vzdelávanie, naša budúcnosť",2010,"Február",2011,"December",6235.54,106004.18,12471.08,118475.26,0,0,0
"OP Vzdelávanie","37876074 - ZŠ s MŠ Čirč","26110130263 - Premena zázemia školy v Čirči",2009,"Október",2011,"September",5510.8,93683.63,11021.6,104705.23,0,0,0
"OP Vzdelávanie","37876431 - Základná škola s MŠ V. Slavkov","26110130065 - Otočme kormidlo k inovatívnym formám vzdelávania",2009,"Marec",2011,"Február",7373.7,125352.85,14747.39,140100.24,17094.58,2011.13,19105.71
"OP Vzdelávanie","37876457 - ZŠ s MŠ, Vikartovce","26110130157 - Pri prameni Hornádu",2009,"Október",2011,"September",4880.23,82963.86,9760.45,92724.31,0,0,0
"OP Vzdelávanie","37876490 - ZŠ s MŠ Liptovská Teplička","26110130054 - Zavádzanie prvkov regionálnej výchovy",2009,"Marec",2010,"Október",4271.35,72612.95,8542.7,81155.65,16775.55,1973.59,18749.14
"OP Vzdelávanie","37876805 - ZŠ s MŠ Šar. Bohdanovce","26110130046 - Európska regionálna škola",2009,"Marec",2010,"Október",4770.22,81093.66,9540.43,90634.09,14926.33,1756.04,16682.37
"OP Vzdelávanie","37876988 - Základná škola Lemešany","26130130046 - Špeciálny vzdelávací program pre žiakov",2010,"Február",2012,"Január",10270,174589.93,20539.99,195129.92,0,0,0
"OP Vzdelávanie","37877054 - Základná škola v Červenici","26110130042 - Inovácia foriem a metód výučby v ZŠ",2009,"Marec",2011,"Február",5472.85,93038.41,10945.7,103984.11,27414.75,3225.27,30640.02
"OP Vzdelávanie","37877135 - Základná škola  Chmeľov","26130130043 - POPPINS - Podporný program pre pomoc v u",2010,"Február",2011,"September",8273.02,140641.4,16546.05,157187.45,0,0,0
"OP Vzdelávanie","37877224 - ZŠ Sibírska 42, Prešov","26110130048 - Jazykové vyučovanie",2009,"Marec",2011,"Február",5204.94,88483.9,10409.87,98893.77,23182.19,2727.32,25909.51
"OP Vzdelávanie","37888625 - ZŠ s vyučovacím JM Viktora Szombathyho","26130130029 - IMPORT 00022 Podpora sociálnej inklúzie MRK – vzdeláv",2010,"Február",2012,"Január",14840.53,252289,29681.06,281970.06,0,0,0
"OP Vzdelávanie","37888871 - Základná škola s materskou školou Muráň","26130130031 - IMPORT 00004 Podpora sociálnej inklúzie MRK – vzdeláv",2010,"Február",2012,"Január",9425.88,160239.96,18851.76,179091.72,0,0,0
"OP Vzdelávanie","37914821 - Základná škola s materskou školou Častkovce","26110130227 - Nové výzvy,nová škola - Zavedenie inovatívnych for",2009,"Október",2011,"September",4951.97,84183.46,9903.94,94087.4,0,0,0
"OP Vzdelávanie","37938215 - ZŠ s MŠ Sedliská","26130130047 - Podpora sociálnej inklúzie MRK – vzdeláv",2010,"Február",2012,"Január",5380.51,91468.65,10761.02,102229.67,0,0,0
"OP Vzdelávanie","37942247 - Základná škola s materskou školou Torysa","26130130044 - Rómske činnosti - naše radosti",2010,"Február",2012,"Júl",5718.99,97222.9,11437.99,108660.89,0,0,0
"OP Vzdelávanie","42002028 - Spojená škola Dudince","26110130133 - moderná škola - základ života",2009,"Október",2011,"September",4786.23,81365.83,9572.45,90938.28,0,0,0
"OP Vzdelávanie","42170915 - ZŠ, Malokarpatské nám. 1, Brátislava","26140130028 - Čítaj, pochop a použi!_01",2010,"Február",2012,"Január",4137.58,70338.94,8275.17,78614.11,0,0,0
"OP Vzdelávanie","45016089 - ZŠ s MŠ Karola Rapoša","26110130148 - Škola pre život v treťom tisícročí",2009,"Október",2011,"September",8058.41,136993.02,16116.83,153109.85,0,0,0
"OP Vzdelávanie","00012432 - SŠ B.Němcovej N.Zámky","26110130306 - Implement. rozv. programu Informačné a sieť. tech.",2009,"Október",2011,"September",16575.71,281787.11,33151.43,314938.54,0,0,0
"OP Vzdelávanie","00160342 - Gymn. Ladislava Novomeského","26110130286 - Implement. škol.- vzdel. programu",2009,"Október",2011,"September",14708.76,250048.97,29417.53,279466.5,0,0,0
"OP Vzdelávanie","00160458 - Gymnázium Ľ. Štúra","26110130101 - Moderné inovatívne gymnázium Ľ Štúra",2009,"Október",2011,"September",9128.93,155191.8,18257.86,173449.66,0,0,0
"OP Vzdelávanie","00160521 - Gymnázium A. Sládkoviča","26110130008 - Inovácia školského rozvojového vzdeláv. programu",2009,"Február",2010,"August",7337.45,124736.69,14674.91,139411.6,41901.73,4929.62,46831.35
"OP Vzdelávanie","00160539 - Gymnázium Andreja Kmeťa","26110130269 - Príprava nového školského vzdelávacieho programu",2009,"Október",2011,"Marec",13671,232406.97,27342,259748.97,0,0,0
"OP Vzdelávanie","00160628 - Gymnázium Dubnica nad Váhom","26110130220 - Moderný vzdelávací program – kľúč  k úspechu školy",2009,"Október",2011,"September",5809.22,98756.71,11618.44,110375.15,0,0,0
"OP Vzdelávanie","00160717 - Gymnázium A. Bernoláka","26110130137 - Nová škola",2009,"August",2011,"Júl",9717.89,165204.05,19435.77,184639.82,0,0,0
"OP Vzdelávanie","00160741 - Gymnázium Považská Bystrica","26110130013 - Experimentálne overovanie inovov. škol. programu",2009,"Február",2011,"Apríl",15936.66,270923.15,31873.31,302796.46,48119.48,5661.12,53780.6
"OP Vzdelávanie","00160849 - Gymnáziu.","26110130272 - MŠ",2009,"Október",2011,"Marec",12822.63,217984.68,25645.26,243629.94,0,0,0
"OP Vzdelávanie","00160865 - Gymnázium Ľudovíta Štúra","26110130267 - Moderná výučba v modernej škole",2009,"Október",2011,"September",8888.38,151102.44,17776.76,168879.2,0,0,0
"OP Vzdelávanie","00160890 - Gymnázium Veľká Okružná Žilina","26110130012 - Projektové vzdelávanie a e-learning  ZA",2009,"Február",2011,"Január",9170.5,155898.58,18341.01,174239.59,27620.98,3249.53,30870.51
"OP Vzdelávanie","00160946 - Gymnázium Giraltovce","26110130006 - V našej škole moderne a hravo",2009,"Február",2010,"December",6447.44,109606.49,12894.88,122501.37,28660.22,3371.79,32032.01
"OP Vzdelávanie","00160954 - Gymnázium arm. gen. L. Svobodu","26110130002 - Krok do budúcnosti",2009,"Február",2011,"Február",7639.83,129877.15,15279.67,145156.82,35598.53,4188.06,39786.59
"OP Vzdelávanie","00161012 - Gymnázium J. A. Raymana","26110130276 - Odborná profilácia Gymnázia v Kráľovskom Chlmci",2009,"Október",2011,"September",7129.35,121198.87,14258.69,135457.56,0,0,0
"OP Vzdelávanie","00161021 - Gymnázium Krompachy","26110130254 - Moderné európske gymnázium – úspešní absolventi",2009,"Október",2011,"September",8141.32,138402.38,16282.63,154685.01,0,0,0
