"Project name","Projektägare","Region","Beviljat ESF-stöd","Total projektbudget","Projektperiod","Currency"
"Åter till arbete trots långvarig smärta","CITY REHAB Utv. i Luleå HB","Övre Norrland",606443,808592,"2008-11-01 till 2009-05-01","SEK"
"AttLäsa är Framtiden Öv Norr för","Bokia AB","Övre Norrland",283830,283830,"2008-11-03 till 2009-03-30","SEK"
"Baggböle Herrgård och Sågverk","Träutbildningscentrum Nord AB","Övre Norrland",153004,205504,"2008-11-01 till 2009-01-30","SEK"
"Bättre rustad för konjunktursförändringar","None Listed","Övre Norrland",265710,265710,"2009-03-01 till 2009-04-30","SEK"
"Besöksnäring i utveckling","Högskoleutbildning","Övre Norrland",235750,235750,"2008-05-01 till 2008-10-31","SEK"
"Besöksnäring i utveckling","Högskoleutbildning","Övre Norrland",3512198,3512198,"2009-03-16 till 2010-05-15","SEK"
"Bibliotekskompaniet: bibliotek och företag i samverkan","Länsbiblioteket i Västerbotten","Övre Norrland",419582,419582,"2008-08-01 till 2009-01-31","SEK"
"BLISS-en mötesplats","Sunderby folkhögskola","Övre Norrland",348000,464000,"2009-01-12 till 2009-06-30","SEK"
"BUS (Bransch- Utbildning- Samverkan)","None Listed","Övre Norrland",674570,674570,"2008-08-10 till 2009-02-10","SEK"
"Car komp","Förvaltningen för arbetsmarknad och vuxenutbildning","Övre Norrland",62386,62386,"2009-03-01 till 2009-04-30","SEK"
"Co-Driver-Förprojektering","Folkuniversitetet - Umeå","Övre Norrland",300000,300000,"2008-08-01 till 2008-11-30","SEK"
"CoDriver","Folkuniversitetet - Umeå","Övre Norrland",2630807,2630807,"2009-04-20 till 2011-04-19","SEK"
"College till arbetslivet","Arbetsmarknadsförvaltningen","Övre Norrland",232064,309420,"2009-08-03 till 2009-12-31","SEK"
"Competent Truck Driver (CTD)","Skellefteå Lastbilsstation AB","Övre Norrland",655575,655575,"2009-05-04 till 2010-05-04","SEK"
"CooLA Unga,Cooperativt Lärande Alternativ för Unga","Piteå kommun, Förvaltningen för arbetsmarknad och vuxenutbildning","Övre Norrland",300000,400000,"2008-05-01 till 2008-10-31","SEK"
"CTCC: China Trade Competence Center","Sverigefinska folkhögskola","Övre Norrland",285442,285442,"2009-02-01 till 2009-07-31","SEK"
"Draget","Kalix kommunförvaltning","Övre Norrland",2215737,6480121,"2010-01-11 till 2012-12-31","SEK"
"DTH i omställning","DTH i Umeå AB","Övre Norrland",512583,512583,"2009-04-20 till 2010-04-30","SEK"
"Duroc kompetens","Duroc Tooling AB","Övre Norrland",1611400,1611400,"2009-03-01 till 2010-02-28","SEK"
"Eco Buzz","Skelleftebuss AB","Övre Norrland",1499941,1499941,"2009-03-01 till 2011-02-28","SEK"
"EIGs Regionala Socialfondsprojekt","EIO Medlemsservice AB","Övre Norrland",157378,157378,"2008-08-01 till 2009-01-31","SEK"
"En gränslös förskola/skola - attraktiv och öppen","Barn- och ungdomsförvaltningen","Övre Norrland",1909856,1909856,"2009-02-15 till 2009-08-14","SEK"
"En kompetent Assistent - EKA","Inrekraft i norr AB","Övre Norrland",241859,241859,"2008-11-16 till 2009-05-15","SEK"
"En länk i Rehabkedjan","Arbetsförmedlingen Kiruna","Övre Norrland",5093999,13004099,"2009-10-01 till 2011-10-01","SEK"
"entré U","Sunderby folkhögskola","Övre Norrland",133764,178352,"2008-05-01 till 2008-10-31","SEK"
"EQUITUS","Skellefteå Ridklubb - Ridsport","Övre Norrland",1103360,1103360,"2009-01-07 till 2010-12-30","SEK"
"Etik i praktiken III","None Listed","Övre Norrland",2624500,2624500,"2008-11-01 till 2009-11-30","SEK"
"Extra utlysning PO1 Förprojektering","Indumont AB","Övre Norrland",171161,171161,"2009-03-05 till 2009-05-05","SEK"
"F-SALT- Företagens Sociala Ansvar som Lönsam Tillväxtfaktor","Urkraft Service AB","Övre Norrland",4500000,11250000,"2008-05-01 till 2010-04-30","SEK"
"Folkhögskolorna i förändring","Medlefors folkhögskola","Övre Norrland",492529,492529,"2008-11-03 till 2009-04-30","SEK"
"Förare på väg","Åkeriservice Norr AB","Övre Norrland",556050,556050,"2009-01-07 till 2009-06-30","SEK"
"Föreningen Urkraft","Föreningen Urkraft","Övre Norrland",154668,154668,"2008-05-01 till 2009-06-30","SEK"
"Företagarna i Norrbottens Utvecklingsprogram","Företagarna Norrbotten Service AB","Övre Norrland",904377,904377,"2009-01-07 till 2009-07-07","SEK"
"Företagsamma unga i Boden","Näringslivsförvaltningen","Övre Norrland",154200,205600,"2010-01-11 till 2010-04-30","SEK"
"Förprojektering","Strukturum i Jokkmokk AB","Övre Norrland",435100,435100,"2009-01-19 till 2009-07-10","SEK"
"Förprojektering för en internationell ljudakademi utan gränser","Sverigefinska folkhögskola","Övre Norrland",156955,209273,"2008-05-01 till 2008-10-31","SEK"
"Förprojektering Kraftverket","Bjurholms kommun","Övre Norrland",163758,218344,"2010-04-26 till 2010-09-02","SEK"
"Förstudie Anbud Norrbotten","Norrbottens Handelskammare Service AB","Övre Norrland",213796,213796,"2008-11-03 till 2009-03-31","SEK"
"Förstudie-Förarbete i fyrkanten","Näringslivsförvaltningen","Övre Norrland",194990,279990,"2008-09-15 till 2009-03-15","SEK"
"Förstudie Kultur för livet","Kulturförvaltningen","Övre Norrland",173382,241739,"2008-11-01 till 2009-02-28","SEK"
"förstudie Nätverk för kvinnor i ledande positioner","Sensus Norra Norrland, regionkontor Luleå","Övre Norrland",243000,243000,"2008-08-01 till 2008-12-31","SEK"
"FPJ Gargnäs","Gargnäs Snickeri AB","Övre Norrland",238167,238167,"2009-04-01 till 2009-05-31","SEK"
"FRAMSYN ESF","Regionförbundet Västerbottens län","Övre Norrland",427460,427460,"2009-01-07 till 2009-07-07","SEK"
"Framtid för unga med utländsk bakgrund i Jokkmokks kommun","Kommunledningskontoret","Övre Norrland",234000,312000,"2009-04-20 till 2009-10-15","SEK"
"Framtidens lärcentra","Högskoleutbildning","Övre Norrland",263760,263760,"2009-01-07 till 2009-11-30","SEK"
"Framtidsjobbet 2008","None Listed","Övre Norrland",268984,380772,"2009-01-01 till 2009-05-31","SEK"
"Från spridningstekniker till kabeltekniker","Relacom @ Networks, omfattar Ö","Övre Norrland",632000,632000,"2008-11-03 till 2009-02-03","SEK"
"Friskare arbetsplatser","Medlefors folkhögskola","Övre Norrland",555222,555222,"2009-05-15 till 2009-11-15","SEK"
"Gellivare kompetens","Expandum AB","Övre Norrland",3322697,3322697,"2009-03-01 till 2010-02-28","SEK"
"GFF:s Regionala Socialfondsprojekt, Övre Norrland","Grafiska Företagens Service AB","Övre Norrland",237226,237226,"2009-01-07 till 2009-06-30","SEK"
"GULDLINJEN - företag och kommun i samverkan III","Kommunstyrelsens förvaltning","Övre Norrland",5926461,5926461,"2010-02-01 till 2011-07-31","SEK"
"Guldlinjen-företag och kommun i samverkan","None Listed","Övre Norrland",1549374,1549374,"2008-08-01 till 2009-01-31","SEK"
"Hållbar tillväxt mot framtiden","Näringslivsenheten/Socialkonto","Övre Norrland",300000,300000,"2009-03-15 till 2009-09-15","SEK"
"Hälsans trädgård","Solkraft Skellefteå kommun Enheten för Försörjningsstöd","Övre Norrland",306750,409000,"2008-09-01 till 2009-03-01","SEK"
"Hälsans trädgård","Solkraft Skellefteå kommun Enheten för Försörjningsstöd","Övre Norrland",5276218,13368257,"2010-06-01 till 2013-05-31","SEK"
"Hantverkslärling Jokkmokksmodellen","Samernas utbildningscentrum","Övre Norrland",337500,450000,"2009-02-09 till 2009-07-09","SEK"
"Hotellsamverkan Norrbotten","Storforsen Hotell AB","Övre Norrland",149000,149000,"2008-05-01 till 2008-08-31","SEK"
"HSO Norrbotten - en organisation att räkna med!","HSO Norrbotten","Övre Norrland",317343,317343,"2008-10-01 till 2009-04-01","SEK"
"Idrotten - en arbetsplats för alla","Västerbottens Idrottsförbund","Övre Norrland",392000,392000,"2008-05-01 till 2008-10-31","SEK"
"IKOU Smurfit Kappa Kraftliner","Smurfit Kappa Kraftliner","Övre Norrland",308246,308246,"2009-03-02 till 2009-05-02","SEK"
"Individuell kompetensutveckling enligt plan inom hudraulik- och arrangemangsbranschen","none listed","Övre Norrland",1170102,1170102,"2009-01-07 till 2009-12-31","SEK"
"Individuell kompetensutveckling LIMAB (IKU LIMAB)","LIMAB","Övre Norrland",186600,186600,"2009-02-23 till 2009-04-22","SEK"
"INTRO","Kommunledningskontoret","Övre Norrland",5978228,15532492,"2009-01-07 till 2010-12-31","SEK"
"Invandrare som generationsväxlare","none listed","Övre Norrland",302094,402792,"2008-08-01 till 2009-01-31","SEK"
"Inventering, analys och kartläggning av kompetensbehovet inom testnäringen","Arvidsjaurs kommun","Övre Norrland",325000,325000,"2008-05-12 till 2008-11-12","SEK"
"ISY","Arbetsmarknadsenheten","Övre Norrland",221911,296411,"2010-05-01 till 2010-09-30","SEK"
"Jämlikt och jämställt skogsbruk","Kalix Naturbruksgymnasium","Övre Norrland",1798695,4496749,"2010-05-01 till 2011-06-30","SEK"
"Jämlikt skogsbruk","Kalix Naturbruksgymnasium","Övre Norrland",144000,192000,"2008-11-10 till 2009-02-12","SEK"
"JIO JämställdhetsIntegrerad Organisation","Kommunledningskontoret","Övre Norrland",392921,392921,"2009-03-09 till 2009-09-07","SEK"
"Job till JoBB","Arbetsförmedlingen i Gällivare","Övre Norrland",8217650,50017650,"2008-08-01 till 2010-07-31","SEK"
"Job till Jobb praktikringar","Iterab AB","Övre Norrland",2678810,6838680,"2010-01-11 till 2012-01-11","SEK"
"Jobbakuten - kompetensanalys","Arbetsmarknadsförvaltningen","Övre Norrland",294020,294020,"2009-02-24 till 2009-04-15","SEK"
"Kartläggning av kompetensbehov för basindustrin i Storumans kommun","Storumans kommun","Övre Norrland",78770,78770,"2009-03-02 till 2009-05-02","SEK"
"Kartläggning av utbildningsbehov för småföretagare i AC län","none listed","Övre Norrland",402300,402300,"2009-01-07 till 2009-06-23","SEK"
"KEN Genomförande","Kalix Electropolis AB","Övre Norrland",2452250,2452250,"2009-06-15 till 2011-06-10","SEK"
"KFS Kompetensförsörjningsanalys Semco","Semcomont AB","Övre Norrland",158977,158977,"2008-07-01 till 2008-10-31","SEK"
"""Kom-Lär"" Kommunala lärandeplatser för långtidsarbetslösa Piteåbor","Piteå kommun, Förvaltningen för arbetsmarknad och vuxenutbildning","Övre Norrland",3133340,7833840,"2008-08-11 till 2010-08-10","SEK"
"Komatsu produktion för framtiden","Komatsu Forest AB","Övre Norrland",1037500,1037500,"2009-03-16 till 2009-07-03","SEK"
"KomMed","Urkraft Service AB","Övre Norrland",382000,510000,"2010-01-11 till 2010-07-10","SEK"
"KOMP","none listed","Övre Norrland",1636071,1636071,"2008-09-01 till 2010-08-31","SEK"
"KomPaRe-Kommunal Partnerskap i Regionen","Förvaltningen för arbetsmarknad och vuxenutbildning","Övre Norrland",4905203,12263268,"2008-08-11 till 2010-08-10","SEK"
"Kompetens för framtiden i Tooltech","Tooltech Töre AB","Övre Norrland",416140,416140,"2009-05-01 till 2010-05-01","SEK"
"Kompetens i Framtidens Verkstadsindustri","A S C Arctic Steel Circle  ekf","Övre Norrland",245250,245250,"2009-04-01 till 2009-05-31","SEK"
"Kompetens i Framtidens Verkstadsindustri","A S C Arctic Steel Circle  ekf","Övre Norrland",3978600,3978600,"2010-01-11 till 2011-07-10","SEK"
"Kompetens Metallurgi MEFOS","MEFOS AB","Övre Norrland",1022695,1022695,"2009-03-02 till 2010-02-26","SEK"
"Kompetens plus 100","IUC Bothnia AB","Övre Norrland",2951560,2951560,"2009-07-18 till 2010-07-18","SEK"
"Kompetens Wipro","Wipro IE AB Skellefteåfabriken","Övre Norrland",1673225,1673225,"2009-03-01 till 2010-02-28","SEK"
"Kompetensanalys polymerbranschen","Succedo AB","Övre Norrland",460664,460664,"2009-01-07 till 2009-05-31","SEK"
"Kompetensbehov för sysselsatta i Älvsbyn","Vuxenutbildningen","Övre Norrland",78000,78000,"2008-08-15 till 2008-10-31","SEK"
"Kompetensbehov inom Träindustrin i BD Län","IUC Norrbotten AB","Övre Norrland",371636,371636,"2009-03-02 till 2009-04-30","SEK"
"Kompetensförsörjning För Framtiden","Arvidsjaurs kommun","Övre Norrland",8839236,8839236,"2009-05-01 till 2011-04-30","SEK"
"Kompetensförsörjning Furuhedsskolans gymnasieverksamhet","none listed","Övre Norrland",1089993,1089993,"2008-11-01 till 2010-10-31","SEK"
"Kompetensförsörjning i Åsele","none listed","Övre Norrland",588500,588500,"2009-03-02 till 2010-01-31","SEK"
"kompetensförsörjning i näringsliv och offentlig verksamhet","Norsjö Lärcentra","Övre Norrland",370020,370020,"2009-02-10 till 2009-07-10","SEK"
"Kompetensförsörjning inom jokkmokks kommun","Kommunledningskontoret","Övre Norrland",293530,293530,"2008-08-18 till 2009-02-18","SEK"
"Kompetenshöjning angående virkessortering","Rundviks sågverk","Övre Norrland",339869,339869,"2009-02-24 till 2009-05-01","SEK"
"kompetenshöjning inom styrsystem","Rundviks sågverk","Övre Norrland",132000,132000,"2009-03-02 till 2009-10-31","SEK"
"Kompetensinventering Vindeln","Vindeln Utveckling","Övre Norrland",386565,515420,"2009-07-01 till 2009-12-31","SEK"
"Kompetenskarta för Entrepenörskap ( KFE)","None Listed","Övre Norrland",0,0,"2008-05-01 till 2008-09-15","SEK"
"Kompetenslyftet, Burlingruppen","None Listed","Övre Norrland",1282224,1282224,"2009-01-07 till 2009-12-31","SEK"
"Kompetensstegen i Övre Norrland","Hälsoprodukter i Piteå AB","Övre Norrland",225500,225500,"2008-11-03 till 2009-04-30","SEK"
"Kompetensutveckling","None Listed","Övre Norrland",109000,109000,"2009-04-01 till 2009-05-31","SEK"
"Kompetensutveckling-Elektronik i Norr( KEN )","Kalix Electropolis AB","Övre Norrland",400000,400000,"2008-08-04 till 2009-01-16","SEK"
"Kompetensutveckling genom samverkan - LYST","Kommunstyrelsens förvaltning","Övre Norrland",923788,923788,"2008-04-01 till 2010-03-31","SEK"
"Kompetensutveckling i samverkan mellan Backen och Långskatan rektorsområden","Långskata rekorsområde","Övre Norrland",770099,770099,"2009-01-01 till 2010-12-31","SEK"
"Kompetensutveckling JIT Mech Robertsfors","None Listed","Övre Norrland",1541995,1541995,"2009-06-15 till 2011-06-30","SEK"
"Kompetensutveckling Kommunledningsförvaltningen - genomförande","Kommunledningsförvaltningen","Övre Norrland",980400,980400,"2008-09-01 till 2010-08-31","SEK"
"Kompetensutveckling på G","Service- och teknikförvaltningen","Övre Norrland",137363,137363,"2009-02-09 till 2009-06-18","SEK"
"Kompetensutveckling utifrån förväntade nya förutsättningar","Garnis Rehabcenter","Övre Norrland",217919,217919,"2008-11-03 till 2009-12-30","SEK"
"Kompetensutveckling vid skolkontoret, barn och utbildningsförvaltningen","None Listed","Övre Norrland",436740,436740,"2008-09-01 till 2009-12-31","SEK"
"Kompetensutvecklingsbehov med strategisk påverkan","Regionförbundet Västerbottens län","Övre Norrland",736920,736920,"2010-01-04 till 2010-07-04","SEK"
"Kraftsamling","Vännäs kommun","Övre Norrland",328140,328140,"2009-05-01 till 2009-10-31","SEK"
"Kunskapslyftet- Burlin Motor","None Listed","Övre Norrland",166810,166810,"2008-05-01 till 2008-09-30","SEK"
"Lärande i arbetslivet","Kalix kommunförvaltning","Övre Norrland",1323017,3307546,"2008-08-01 till 2010-07-31","SEK"
"Lindbäcks Group i förändring","Lindbäcks Group AB","Övre Norrland",163771,163771,"2009-02-28 till 2009-04-30","SEK"
"Lööve i omställning","Lööveverken AB","Övre Norrland",125517,125517,"2009-04-20 till 2009-06-30","SEK"
"MAGNET, Jokkmokks modellen","Sameslöjdstiftelsen Sámi Duodj","Övre Norrland",424599,424599,"2009-01-12 till 2009-05-01","SEK"
"Mångfalden som tillväxtfaktor för Umeåregionen","VIVA kompetenscentrum","Övre Norrland",150000,200000,"2008-05-15 till 2008-08-30","SEK"
"Möjligheternas verkstad","Sverigefinska folkhögskola","Övre Norrland",1492474,3731974,"2009-05-01 till 2011-10-31","SEK"
"Morgondagens personliga assistent","Personal Care i Kiruna AB","Övre Norrland",1696550,1696550,"2008-05-01 till 2009-10-31","SEK"
"MÖTET - Vägen till arbetslivet","Folkuniversitetet - Umeå","Övre Norrland",6946250,17476250,"2009-04-20 till 2010-12-03","SEK"
"N till N - från nyanländ till nyanställd","None Listed","Övre Norrland",634672,863026,"2009-01-01 till 2009-06-30","SEK"
"Nära Dej FÖRSTUDIE Övre Norrland","Menigo Foodservice AB Affärsområde servicehandel","Övre Norrland",272900,272900,"2008-11-03 till 2009-03-31","SEK"
"Neuropedagogiskt resurscentrum, steg 2","Framnäs Folkhögskola","Övre Norrland",3587406,12838481,"2009-01-07 till 2010-12-31","SEK"
"Norrsken 6363","Förvaltningen för arbetsmarknad och vuxenutbildning","Övre Norrland",449227,598970,"2009-01-07 till 2009-07-06","SEK"
"Ny Presshall","Volvo Lastvagnar AB, Umeå","Övre Norrland",1601500,1601500,"2009-04-09 till 2010-04-08","SEK"
"Nya Mål i arbetslivet för synskadade","3370-0246","Övre Norrland",294000,392000,"2010-01-11 till 2010-07-10","SEK"
"Nya vägar för ungdomar","Medlefors folkhögskola","Övre Norrland",298640,398640,"2009-01-07 till 2009-06-30","SEK"
"Nyckelperson KL","Aktiebolaget Krekula & Lauris","Övre Norrland",669962,669962,"2009-02-24 till 2010-02-19","SEK"
"NYMF - Ny modell för flyktingmottagande","Utvecklingsenheten","Övre Norrland",611853,611853,"2009-01-01 till 2009-06-30","SEK"
"OPENMINDNESS","VIVA Kompetenscentrum","Övre Norrland",2463400,2463400,"2009-01-12 till 2010-12-31","SEK"
"Öppna dörren","None Listed","Övre Norrland",375000,500000,"2009-01-12 till 2009-07-03","SEK"
"Organisations-, Miljö-, och CSR-analys","None Listed","Övre Norrland",0,0,"2008-05-01 till 2008-12-31","SEK"
"Orienteringskurs för studerande 50+ med invandrar- eller flyktingbakgrund","Vuxenutbildningen i Luleå","Övre Norrland",755860,1889650,"2008-06-02 till 2009-08-31","SEK"
"Projekt KUBIK","Kalix kommunförvaltning","Övre Norrland",2727659,6819149,"2008-08-01 till 2010-07-31","SEK"
"Projektåtervinningen","None Listed","Övre Norrland",198000,290440,"2008-05-01 till 2008-09-09","SEK"
"RC ResursCentrum","Arbetsmarknadsenheten","Övre Norrland",289305,387180,"2008-08-01 till 2009-01-31","SEK"
"Regionaliserad läkarutbildning (RLU)","Norrbottens läns landsting","Övre Norrland",1776748,1776748,"2009-01-07 till 2009-12-31","SEK"
"Rehabilitering av personer med psykiska funktionshinder","None Listed","Övre Norrland",159068,212091,"2009-05-01 till 2009-08-31","SEK"
"Resurscentrum","Arbetsmarknadsenheten","Övre Norrland",10922065,41189340,"2010-02-01 till 2013-01-31","SEK"
"Romer i norr","Antidiskrimineringsbyrån","Övre Norrland",554000,741500,"2008-05-25 till 2008-11-25","SEK"
"SamSpan","None Listed","Övre Norrland",2239636,2239636,"2009-01-12 till 2011-01-12","SEK"
