datum_objave_potrditve,op,naziv,status,vir,posrednisko_telo_razpisovalec_organ_upravljanja,razpisana_potrjena_vrednost,naziv_upravicenca,naziv_operacije,regija,leto_dodelitve_sredstev,visina_dodeljenih_sredstev,visina_izplacanih_sredstev,opomba
12.9.2008,RR,"Javni razpis za sofinanciranje nakupa nove tehnološke opreme v letu 2009 za mikro, mala in srednje velika podjetja z najmanj 1 in največ 249 zaposlenimi ",JR,Ur.l.RS št. 88/2008,Slovenski podjetniški sklad,,OPTIKA ALCOM IVAN ALJANČIČ S.P.,NAKUP TEHNOLOŠKE OPREME ZA IZDELAVO PERSONALIZIRANIH PROGRESIVNIH STEKEL,,2009,177.529 €,,
12.9.2008,RR,"Javni razpis za sofinanciranje nakupa nove tehnološke opreme v letu 2009 za mikro, mala in srednje velika podjetja z najmanj 1 in največ 249 zaposlenimi ",JR,Ur.l.RS št. 88/2008,Slovenski podjetniški sklad,,"KAMPO PODJETJE ZA PROIZVODNJO NOTRANJE OPREME IN TRGOVINO, D.O.O.",INVESTICIJA V NAKUP NOVE TEHNOLOŠKE OPREME ZA PROIZVODNJO POHIŠTVA,,2009,177.420 €,,
12.9.2008,RR,"Javni razpis za sofinanciranje nakupa nove tehnološke opreme v letu 2009 za mikro, mala in srednje velika podjetja z najmanj 1 in največ 249 zaposlenimi ",JR,Ur.l.RS št. 88/2008,Slovenski podjetniški sklad,,S E P PROIZVODNJA IN STORITVE D.O.O.,"NAKUP STROJA ZA PIHANJE, STROJA ZA BRIZGANJE TER STROJA ZA SESTAVO IN KONTROLO ŠOB",,2009,176.588 €,,Odstop od pogodbe
12.9.2008,RR,"Javni razpis za sofinanciranje nakupa nove tehnološke opreme v letu 2009 za mikro, mala in srednje velika podjetja z najmanj 1 in največ 249 zaposlenimi ",JR,Ur.l.RS št. 88/2008,Slovenski podjetniški sklad,,"PROST PROSTOR, PROIZVODNJA, STORITVE, MARKETING D.O.O.",NAKUP TISKARSKE LINIJE,,2009,175.090 €,,
12.9.2008,RR,"Javni razpis za sofinanciranje nakupa nove tehnološke opreme v letu 2009 za mikro, mala in srednje velika podjetja z najmanj 1 in največ 249 zaposlenimi ",JR,Ur.l.RS št. 88/2008,Slovenski podjetniški sklad,,"SIMER PODJETJE ZA STROJNIŠKI INŽENIRING, D.O.O.",INVESTICIJA V PROIZVODNJO IN PROGRAMSKO OPPREMO ZA PROIZVODNJO VARNOSTNIH STEKEL,,2009,174.926 €,,Odstop od pogodbe
12.9.2008,RR,"Javni razpis za sofinanciranje nakupa nove tehnološke opreme v letu 2009 za mikro, mala in srednje velika podjetja z najmanj 1 in največ 249 zaposlenimi ",JR,Ur.l.RS št. 88/2008,Slovenski podjetniški sklad,,"PLUTAL 2000 INDUSTRIJA ZAPIRALNE EMBALAŽE, D.O.O.",LINIJA ZA PROIZVODNJO ZAMAŠKOV,,2009,174.600 €,,
12.9.2008,RR,"Javni razpis za sofinanciranje nakupa nove tehnološke opreme v letu 2009 za mikro, mala in srednje velika podjetja z najmanj 1 in največ 249 zaposlenimi ",JR,Ur.l.RS št. 88/2008,Slovenski podjetniški sklad,,BRINOX INŽENIRING D.O.O.,LINIJA ZA IZDELAVO ZALOGOVNIKOV ZA MANIPULACIJO IN SKLADIŠČENJE PRAŠNATIH KOMPONENT,,2009,173.757 €,,
12.9.2008,RR,"Javni razpis za sofinanciranje nakupa nove tehnološke opreme v letu 2009 za mikro, mala in srednje velika podjetja z najmanj 1 in največ 249 zaposlenimi ",JR,Ur.l.RS št. 88/2008,Slovenski podjetniški sklad,,"SONČNA ENERGIJA, PODJETJE ZA APLIKACIJO SONČNE ENERGIJE V ENERGETSKE NAMENE D.O.O.",NABAVA OPREMA ZA IZDELAVO SOLARNIH VAKUUMSKIH ABSORBERJEV,,2009,173.500 €,,
12.9.2008,RR,"Javni razpis za sofinanciranje nakupa nove tehnološke opreme v letu 2009 za mikro, mala in srednje velika podjetja z najmanj 1 in največ 249 zaposlenimi ",JR,Ur.l.RS št. 88/2008,Slovenski podjetniški sklad,,"KOSANC D.O.O. IZDELAVA, MONTAŽA IN SERVIS KLIMATSKIH NAPRAV",POSTROJENJE ZA PROIZVODNJO VARIABILNIH VRTINČNIH DIFUZORJEV IN PIRAMIDNIH KOMOR,,2009,170.197 €,,
12.9.2008,RR,"Javni razpis za sofinanciranje nakupa nove tehnološke opreme v letu 2009 za mikro, mala in srednje velika podjetja z najmanj 1 in največ 249 zaposlenimi ",JR,Ur.l.RS št. 88/2008,Slovenski podjetniški sklad,,KOPUR PROIZVODNJA IN STORITVE D.O.O.,LINIJA ZA IZDELAVO IZDELKOV IZ RECIKLIRANIH MATERIALOV,,2009,169.120 €,,
12.9.2008,RR,"Javni razpis za sofinanciranje nakupa nove tehnološke opreme v letu 2009 za mikro, mala in srednje velika podjetja z najmanj 1 in največ 249 zaposlenimi ",JR,Ur.l.RS št. 88/2008,Slovenski podjetniški sklad,,"SEC, PROIZVODNJA IN TRGOVINA, D.O.O.",LINIJA ZA PROIZVODNJO NOVE GENERACIJE DVIGAL,,2009,167.900 €,,
12.9.2008,RR,"Javni razpis za sofinanciranje nakupa nove tehnološke opreme v letu 2009 za mikro, mala in srednje velika podjetja z najmanj 1 in največ 249 zaposlenimi ",JR,Ur.l.RS št. 88/2008,Slovenski podjetniški sklad,,"MAROLES IZDELAVA POHIŠTVA, INŽENIRING, TRGOVINA IN STORITVE D.O.O.",NOVA TEHNOLOŠKA LINIJA ZA IZDELAVO VISOKOCENOVNEGA POHIŠTVA,,2009,167.630 €,,
12.9.2008,RR,"Javni razpis za sofinanciranje nakupa nove tehnološke opreme v letu 2009 za mikro, mala in srednje velika podjetja z najmanj 1 in največ 249 zaposlenimi ",JR,Ur.l.RS št. 88/2008,Slovenski podjetniški sklad,,KOVINASTROJ GASTRONOM TOVARNA GOSTINSKE OPREME D.D. GROSUPLJE,"LINIJA ZA IZDELAVO ERGONOMSKE KUHINJSKE OPREME ""SUPER NOVA""",,2009,166.707 €,,Odstop od pogodbe
12.9.2008,RR,"Javni razpis za sofinanciranje nakupa nove tehnološke opreme v letu 2009 za mikro, mala in srednje velika podjetja z najmanj 1 in največ 249 zaposlenimi ",JR,Ur.l.RS št. 88/2008,Slovenski podjetniški sklad,,"HARPHA SEA PODJETJE ZA INŽENIRING, PROIZVODNJO IN SVETOVANJE D.O.O. KOPER",Sistem za analizo dna morja/reke/jezera in sedimentov,,2008,166.550 €,,Odstop od pogodbe
12.9.2008,RR,"Javni razpis za sofinanciranje nakupa nove tehnološke opreme v letu 2009 za mikro, mala in srednje velika podjetja z najmanj 1 in največ 249 zaposlenimi ",JR,Ur.l.RS št. 88/2008,Slovenski podjetniški sklad,,POWER DAMIJAN DOBNIK S.P.,LINIJA ZA PROIZVODNJO KONSTUKCIJ IN OPREME,,2009,166.189 €,,Odstop od pogodbe
12.9.2008,RR,"Javni razpis za sofinanciranje nakupa nove tehnološke opreme v letu 2009 za mikro, mala in srednje velika podjetja z najmanj 1 in največ 249 zaposlenimi ",JR,Ur.l.RS št. 88/2008,Slovenski podjetniški sklad,,RAJMAX PROIZVODNJA ALU IN PVC STAVBNEGA POHIŠTVA D.O.O.,LINIJA ZA PROIZVODNJO OKEN ECOPASIV ZA NIZKOENERGIJSKE IN PASIVNE HIŠE,,2009,165.442 €,,
12.9.2008,RR,"Javni razpis za sofinanciranje nakupa nove tehnološke opreme v letu 2009 za mikro, mala in srednje velika podjetja z najmanj 1 in največ 249 zaposlenimi ",JR,Ur.l.RS št. 88/2008,Slovenski podjetniški sklad,,IT TEL TELEKOMUNIKACIJE D.O.O.,INVESTICIJA V OPREMO ZA  NOVO STORITEV NA PODROČJU TELEKOMUNIKACIJ,,2009,165.114 €,,
12.9.2008,RR,"Javni razpis za sofinanciranje nakupa nove tehnološke opreme v letu 2009 za mikro, mala in srednje velika podjetja z najmanj 1 in največ 249 zaposlenimi ",JR,Ur.l.RS št. 88/2008,Slovenski podjetniški sklad,,GLOBALNE TELEKOMUNIKACIJE D.O.O.,LINIJA ZA IZDELAVO BREZŽIČNE TELEKOMUNIKACIJSKE OPREME,,2009,165.000 €,,
12.9.2008,RR,"Javni razpis za sofinanciranje nakupa nove tehnološke opreme v letu 2009 za mikro, mala in srednje velika podjetja z najmanj 1 in največ 249 zaposlenimi ",JR,Ur.l.RS št. 88/2008,Slovenski podjetniški sklad,,RIKO HIŠE PROIZVODNJA IN TRŽENJE D.O.O.,LINIJA ZA PROIZVODNJO VELIKOSTENSKIH ELEMENTOV,,2009,164.000 €,,
12.9.2008,RR,"Javni razpis za sofinanciranje nakupa nove tehnološke opreme v letu 2009 za mikro, mala in srednje velika podjetja z najmanj 1 in največ 249 zaposlenimi ",JR,Ur.l.RS št. 88/2008,Slovenski podjetniški sklad,,STRELPRO - IZVEDBA STROJNIH INSTALACIJ PRIMOŽ STREL S.P.,CNC LINJA ZA IZDELAVO PLOČEVINASTIH PREZRAČEVALNIH KANALOV,,2009,162.811 €,,
12.9.2008,RR,"Javni razpis za sofinanciranje nakupa nove tehnološke opreme v letu 2009 za mikro, mala in srednje velika podjetja z najmanj 1 in največ 249 zaposlenimi ",JR,Ur.l.RS št. 88/2008,Slovenski podjetniški sklad,,MIPO TRGOVSKO PODJETJE D.O.O.,OPREMA ZA IZDELAVO NOVIH SISTEMOV ZAŠČITE PRED SONCEM,,2009,162.615 €,,
12.9.2008,RR,"Javni razpis za sofinanciranje nakupa nove tehnološke opreme v letu 2009 za mikro, mala in srednje velika podjetja z najmanj 1 in največ 249 zaposlenimi ",JR,Ur.l.RS št. 88/2008,Slovenski podjetniški sklad,,"KOČEVAR &THERMOTRON  PROIZVODNJA ELEKTRIČNIH STROJEV IN NAPRAV, VARILNE IN REGULACIJSKE TEHNIKE D.O.",NAKUP OPREME ZA AVTOMATSKO ROBOTSKO PRAŠNO LAKIRANJE,,2009,161.290 €,,
12.9.2008,RR,"Javni razpis za sofinanciranje nakupa nove tehnološke opreme v letu 2009 za mikro, mala in srednje velika podjetja z najmanj 1 in največ 249 zaposlenimi ",JR,Ur.l.RS št. 88/2008,Slovenski podjetniški sklad,,"TISKARNA GTO KOŠIR, GRAFIKA, TRGOVINA, OBLIKOVANJE KRANJ, D.O.O.",TISKARSKI STROJ,,2009,161.149 €,,Odstop od pogodbe
12.9.2008,RR,"Javni razpis za sofinanciranje nakupa nove tehnološke opreme v letu 2009 za mikro, mala in srednje velika podjetja z najmanj 1 in največ 249 zaposlenimi ",JR,Ur.l.RS št. 88/2008,Slovenski podjetniški sklad,,"TISKARNA PETRIČ, BRANKO PETRIČ S.P.",NAKUP ZNAŠALNE IN KNJIGOVEŠKE LINIJE,,2009,158.875 €,,Odstop od pogodbe
12.9.2008,RR,"Javni razpis za sofinanciranje nakupa nove tehnološke opreme v letu 2009 za mikro, mala in srednje velika podjetja z najmanj 1 in največ 249 zaposlenimi ",JR,Ur.l.RS št. 88/2008,Slovenski podjetniški sklad,,"VIDIM, CENTER ZA ZDRAVLJENJE OČESNIH BOLEZNI D.O.O.",CENTER ZA ZDRAVLJENJE OČESNIH BOLEZNI,,2009,155.294 €,,
12.9.2008,RR,"Javni razpis za sofinanciranje nakupa nove tehnološke opreme v letu 2009 za mikro, mala in srednje velika podjetja z najmanj 1 in največ 249 zaposlenimi ",JR,Ur.l.RS št. 88/2008,Slovenski podjetniški sklad,,KREBE-TIPPO TOVARNA INDUSTRIJSKE PRALNE IN PROCESNE OPREME D.O.O.,OPREMA ZA PROIZVODNJO HOSPITALNIH STROJEV S PODROČJA PRALNE TEHNIKE,,2009,151.335 €,,
12.9.2008,RR,"Javni razpis za sofinanciranje nakupa nove tehnološke opreme v letu 2009 za mikro, mala in srednje velika podjetja z najmanj 1 in največ 249 zaposlenimi ",JR,Ur.l.RS št. 88/2008,Slovenski podjetniški sklad,,"KLIMA NAPRAVE DOLINAR PROIZVODNJA, STORITVE IN TRGOVINA D.O.O.",LINIJA ZA OBDELAVO  TANJŠIH PLOČEVIN (DO 3 MM),,2009,150.340 €,,
12.9.2008,RR,"Javni razpis za sofinanciranje nakupa nove tehnološke opreme v letu 2009 za mikro, mala in srednje velika podjetja z najmanj 1 in največ 249 zaposlenimi ",JR,Ur.l.RS št. 88/2008,Slovenski podjetniški sklad,,BVS GROUP PROIZVODNJA KOVINSKIH IZDELKOV D.O.O.,AVTOMATIZACIJA IN OPTIMIZACIJA PROIZVODNEGA PROCESA UPARJALNIKOV,,2009,149.140 €,,Odstop od pogodbe
12.9.2008,RR,"Javni razpis za sofinanciranje nakupa nove tehnološke opreme v letu 2009 za mikro, mala in srednje velika podjetja z najmanj 1 in največ 249 zaposlenimi ",JR,Ur.l.RS št. 88/2008,Slovenski podjetniški sklad,,"NET PODJETJE ZA PROIZVODNJO, TRGOVINO IN STORITVE, D.O.O.",OBRAT ZA PRAŠNO LAKIRANJE IN KOSMIČENJE,,2009,148.250 €,,
12.9.2008,RR,"Javni razpis za sofinanciranje nakupa nove tehnološke opreme v letu 2009 za mikro, mala in srednje velika podjetja z najmanj 1 in največ 249 zaposlenimi ",JR,Ur.l.RS št. 88/2008,Slovenski podjetniški sklad,,"LENTHERM-INVEST VODENJE, TRŽENJE IN PROIZVODNJA D.O.O.",OPREMA ZA INTEGRIRANO IZDELAVO GLADKOCEVNIH IZMENJEVALCEV,,2009,147.404 €,,
12.9.2008,RR,"Javni razpis za sofinanciranje nakupa nove tehnološke opreme v letu 2009 za mikro, mala in srednje velika podjetja z najmanj 1 in največ 249 zaposlenimi ",JR,Ur.l.RS št. 88/2008,Slovenski podjetniški sklad,,"R-MIZAR, PROIZVODNJA STAVBNEGA POHIŠTVA, D.O.O.",NABAVA  CNC STROJA IN PRIPADAJOČE PROGRAMSKE OPREME,,2009,145.882 €,,
12.9.2008,RR,"Javni razpis za sofinanciranje nakupa nove tehnološke opreme v letu 2009 za mikro, mala in srednje velika podjetja z najmanj 1 in največ 249 zaposlenimi ",JR,Ur.l.RS št. 88/2008,Slovenski podjetniški sklad,,"TESARSTVO KREGAR, MARTIN KREGAR S.P.",LINIJA ZA RAZREZ IN PROIZVODNJO LESENIH KONSTRUKCIJ,,2009,145.180 €,,
12.9.2008,RR,"Javni razpis za sofinanciranje nakupa nove tehnološke opreme v letu 2009 za mikro, mala in srednje velika podjetja z najmanj 1 in največ 249 zaposlenimi ",JR,Ur.l.RS št. 88/2008,Slovenski podjetniški sklad,,AGIS PLASTIFICIRNICA POVRŠINSKA ZAŠČITA KOVIN D.O.O.,LINIJA ZA UVEDBO NOVE STORITVE-PRAŠKASTO BARVANJE,,2009,144.184 €,,
12.9.2008,RR,"Javni razpis za sofinanciranje nakupa nove tehnološke opreme v letu 2009 za mikro, mala in srednje velika podjetja z najmanj 1 in največ 249 zaposlenimi ",JR,Ur.l.RS št. 88/2008,Slovenski podjetniški sklad,,DAPZ - IZDELOVANJE ORODIJ IN NAPRAV D.O.O.,NAKUP BRIZGALNEGA IN MERILNEGA STROJA - TERMOPLASTIČNA ORODJA,,2009,142.304 €,,
12.9.2008,RR,"Javni razpis za sofinanciranje nakupa nove tehnološke opreme v letu 2009 za mikro, mala in srednje velika podjetja z najmanj 1 in največ 249 zaposlenimi ",JR,Ur.l.RS št. 88/2008,Slovenski podjetniški sklad,,"KARODI PROIZVODNJA, STORITVE IN TRGOVINA D.O.O.",NABAVA PROIZVODNE OPREME - LINIJE ZA PROIZVODNJO DIMNIKOV,,2009,142.001 €,,
12.9.2008,RR,"Javni razpis za sofinanciranje nakupa nove tehnološke opreme v letu 2009 za mikro, mala in srednje velika podjetja z najmanj 1 in največ 249 zaposlenimi ",JR,Ur.l.RS št. 88/2008,Slovenski podjetniški sklad,,MEDICOP - MEDICINSKA OPREMA D.O.O.,NAKUP CNC STRUŽNICE,,2009,140.500 €,,
12.9.2008,RR,"Javni razpis za sofinanciranje nakupa nove tehnološke opreme v letu 2009 za mikro, mala in srednje velika podjetja z najmanj 1 in največ 249 zaposlenimi ",JR,Ur.l.RS št. 88/2008,Slovenski podjetniški sklad,,"AD, TRGOVINA, TURIZEM, POSREDOVANJE, ZASTOPANJE IN GOSTINSKE STORITVE, D.O.O.",LINIJA ZA RECIKLIRANJE ODPADNIH PET PLASTENK,,2009,139.675 €,,
12.9.2008,RR,"Javni razpis za sofinanciranje nakupa nove tehnološke opreme v letu 2009 za mikro, mala in srednje velika podjetja z najmanj 1 in največ 249 zaposlenimi ",JR,Ur.l.RS št. 88/2008,Slovenski podjetniški sklad,,KAGER HIŠA PODJETJE ZA PROIZVODNJO IN MONTAŽO HIŠ D.O.O.,NABAVA NUMERIČNO KRMILJENEGA CENTRA ZA OBDELAVO LESA,,2009,139.500 €,,Odstop od pogodbe
12.9.2008,RR,"Javni razpis za sofinanciranje nakupa nove tehnološke opreme v letu 2009 za mikro, mala in srednje velika podjetja z najmanj 1 in največ 249 zaposlenimi ",JR,Ur.l.RS št. 88/2008,Slovenski podjetniški sklad,,REMOPLAST PODJETJE ZA PROIZVODNJO IN TRGOVINO D.O.O.,NABAVA VARILNEGA STROJA Z DODATNO OPREMO,,2009,136.471 €,,
12.9.2008,RR,"Javni razpis za sofinanciranje nakupa nove tehnološke opreme v letu 2009 za mikro, mala in srednje velika podjetja z najmanj 1 in največ 249 zaposlenimi ",JR,Ur.l.RS št. 88/2008,Slovenski podjetniški sklad,,"VRC, PODJETJE ZA PROIZVODNJO VZMETI IN ŽIČNIH IZDELKOV, D.O.O.",VISOKOTEHNOLOŠKI SISTEM ZA IZDELOVANJE 3D ŽIČNIH IZDELKOV IN KONTROLO KAKOVOSTI,,2009,132.204 €,,
12.9.2008,RR,"Javni razpis za sofinanciranje nakupa nove tehnološke opreme v letu 2009 za mikro, mala in srednje velika podjetja z najmanj 1 in največ 249 zaposlenimi ",JR,Ur.l.RS št. 88/2008,Slovenski podjetniški sklad,,"STOPNIŠČE VISOČNIK PROIZVODNJA, PRODAJA IN STORITVE D.O.O.",NAKUP OBDELOVALNEGA CENTRA ZA IZDELAVO SAMONOSILNIH STOPNIŠČ IN NOTRANJIH VRAT,,2009,130.000 €,,Odstop od pogodbe
12.9.2008,RR,"Javni razpis za sofinanciranje nakupa nove tehnološke opreme v letu 2009 za mikro, mala in srednje velika podjetja z najmanj 1 in največ 249 zaposlenimi ",JR,Ur.l.RS št. 88/2008,Slovenski podjetniški sklad,,SKUPINA INKOM D.O.O.,TEHNOLOŠKA OPREMA ZA PROIZVODNJO BRIZGANIH PLASTIČNIH DELOV,,2009,129.700 €,,
12.9.2008,RR,"Javni razpis za sofinanciranje nakupa nove tehnološke opreme v letu 2009 za mikro, mala in srednje velika podjetja z najmanj 1 in največ 249 zaposlenimi ",JR,Ur.l.RS št. 88/2008,Slovenski podjetniški sklad,,"INSEM - ATMOS ŽERJAVI IN DVIŽNA TEHNIKA PROIZVODNJA, TRGOVINA IN STORITVE D.O.O.",NABAVA STROJEV ZA OBDELAVO KOV. POLIZDELKOV ZA ŽERJAVE IN DVIŽNE NAPRAVE,,2009,128.736 €,,Odstop od pogodbe
12.9.2008,RR,"Javni razpis za sofinanciranje nakupa nove tehnološke opreme v letu 2009 za mikro, mala in srednje velika podjetja z najmanj 1 in največ 249 zaposlenimi ",JR,Ur.l.RS št. 88/2008,Slovenski podjetniški sklad,,"SENČILA BLED, DRUŽBA ZA PROIZVODNJO, TRGOVINO IN STORITVE D.O.O.",LINIJA ZA PROIZVODNJO HIBRIDNIH ŽALUZIJ PODPRTA Z INFORMACIJSKO TEHNOLOGIJO,,2009,128.503 €,,
12.9.2008,RR,"Javni razpis za sofinanciranje nakupa nove tehnološke opreme v letu 2009 za mikro, mala in srednje velika podjetja z najmanj 1 in največ 249 zaposlenimi ",JR,Ur.l.RS št. 88/2008,Slovenski podjetniški sklad,,"ROLETARSTVO MEDLE PROIZVODNJA, TRGOVINA IN INŽENIRING D.O.O.",NAKUP LINIJ ZA IZDELAVO PROFILOV C80 IN C65 TER NOSILNEGA PROFILA ZA ZUNANJE  ŽALUZIJE,,2009,127.600 €,,
12.9.2008,RR,"Javni razpis za sofinanciranje nakupa nove tehnološke opreme v letu 2009 za mikro, mala in srednje velika podjetja z najmanj 1 in največ 249 zaposlenimi ",JR,Ur.l.RS št. 88/2008,Slovenski podjetniški sklad,,"METALID TRGOVSKO, PROIZVODNO IN STORITVENO PODJETJE D.O.O.",NAKUP NOVEGA VERTIKALNEGA CNC STROJA,,2009,127.565 €,,
12.9.2008,RR,"Javni razpis za sofinanciranje nakupa nove tehnološke opreme v letu 2009 za mikro, mala in srednje velika podjetja z najmanj 1 in največ 249 zaposlenimi ",JR,Ur.l.RS št. 88/2008,Slovenski podjetniški sklad,,UNIJA RAČUNOVODSKA HIŠA D.D.,RAZVOJ IN UVEDBA INOVATIVNIH STORITEV E-UČENJA  V SLOVENSKI RAČUNOVODSKI PROSTOR,,2009,123.894 €,,
12.9.2008,RR,"Javni razpis za sofinanciranje nakupa nove tehnološke opreme v letu 2009 za mikro, mala in srednje velika podjetja z najmanj 1 in največ 249 zaposlenimi ",JR,Ur.l.RS št. 88/2008,Slovenski podjetniški sklad,,SINTER PROIZVODNJA IN TRGOVINA LJUBLJANA D.O.O.,PROIZVODNA LINIJA ZA IZDELAVO EDINSTVENIH ZAVORNIH PLOŠČIC IN KOLUTOV ZA TEKMOVALNE AVTOMOBILE,,2009,122.325 €,,Odstop od pogodbe
12.9.2008,RR,"Javni razpis za sofinanciranje nakupa nove tehnološke opreme v letu 2009 za mikro, mala in srednje velika podjetja z najmanj 1 in največ 249 zaposlenimi ",JR,Ur.l.RS št. 88/2008,Slovenski podjetniški sklad,,"OMF PROIZVODNJA, TRGOVINA IN STORITVE, D.O.O., LJUBLJANA",PROIZVODNA LINIJA ZA POLAGANJE SMD KOMPONENT Z AOI KONČNO KONTROLO,,2009,121.000 €,,
12.9.2008,RR,"Javni razpis za sofinanciranje nakupa nove tehnološke opreme v letu 2009 za mikro, mala in srednje velika podjetja z najmanj 1 in največ 249 zaposlenimi ",JR,Ur.l.RS št. 88/2008,Slovenski podjetniški sklad,,LESOPRODUKT TRGOVSKO IN POSREDNIŠKO PODJETJE D.O.O.,TEHNOLOŠKA OPREMA ZA PROIZVODNJO NOVEGA EUROLIGHT PROGRAMA,,2009,120.952 €,,
12.9.2008,RR,"Javni razpis za sofinanciranje nakupa nove tehnološke opreme v letu 2009 za mikro, mala in srednje velika podjetja z najmanj 1 in največ 249 zaposlenimi ",JR,Ur.l.RS št. 88/2008,Slovenski podjetniški sklad,,TISKARNA VEK KOPER - VELNAR & SIN D.O.O. KOPER,NAKUP NOVE OPREME ZA LASERSKO OSVETLJEVANJE TISKARSKIH PLOŠČ AGFA AVALON,,2009,119.000 €,,
12.9.2008,RR,"Javni razpis za sofinanciranje nakupa nove tehnološke opreme v letu 2009 za mikro, mala in srednje velika podjetja z najmanj 1 in največ 249 zaposlenimi ",JR,Ur.l.RS št. 88/2008,Slovenski podjetniški sklad,,"BUSINESS SOLUTIONS RAČUNALNIKI, INFORMATIKA IN OBDELAVA PODATKOV D.O.O.",INOVATIVNA TEHNOLOŠKA IN INFORMACIJSKA STORITEV ODDALJENE OBDELAVE PODATKOV,,2009,115.095 €,,
12.9.2008,RR,"Javni razpis za sofinanciranje nakupa nove tehnološke opreme v letu 2009 za mikro, mala in srednje velika podjetja z najmanj 1 in največ 249 zaposlenimi ",JR,Ur.l.RS št. 88/2008,Slovenski podjetniški sklad,,"TRIIS, TRGOVSKO IN PROIZVODNO PODJETJE D.O.O.",OPREMA ZA LAKIRANJE,,2009,114.659 €,,
12.9.2008,RR,"Javni razpis za sofinanciranje nakupa nove tehnološke opreme v letu 2009 za mikro, mala in srednje velika podjetja z najmanj 1 in največ 249 zaposlenimi ",JR,Ur.l.RS št. 88/2008,Slovenski podjetniški sklad,,DIVERSE:INŽENIRING GREGOR BIZJAK S.P.,OPREMA ZA IZDELAVO DIRKALNIH MOTOCIKLISTIČNIH PLATIŠČ,,2009,114.500 €,,
12.9.2008,RR,"Javni razpis za sofinanciranje nakupa nove tehnološke opreme v letu 2009 za mikro, mala in srednje velika podjetja z najmanj 1 in največ 249 zaposlenimi ",JR,Ur.l.RS št. 88/2008,Slovenski podjetniški sklad,,"MI ELEKTRONIKA, PROIZVODNJA ELEKTRONSKIH SKLOPOV D.O.O.",AVTOMATSKA PROIZVODNA LINIJA ZA SMD KOMPONENTE,,2009,114.500 €,,
12.9.2008,RR,"Javni razpis za sofinanciranje nakupa nove tehnološke opreme v letu 2009 za mikro, mala in srednje velika podjetja z najmanj 1 in največ 249 zaposlenimi ",JR,Ur.l.RS št. 88/2008,Slovenski podjetniški sklad,,"HIFI COLORSTUDIO, DRUŽBA ZA PRIPRAVO IN IZDELAVO TISKARSKIH FORM, TISKARSTVO, ZALOŽNIŠTVO, POSLOVNE",LINIJA ZA ZA IZDELAVO OFFSETNIH PLOŠČ,,2009,114.232 €,,Odstop od pogodbe
12.9.2008,RR,"Javni razpis za sofinanciranje nakupa nove tehnološke opreme v letu 2009 za mikro, mala in srednje velika podjetja z najmanj 1 in največ 249 zaposlenimi ",JR,Ur.l.RS št. 88/2008,Slovenski podjetniški sklad,,GUMARSTVO ŠRAJNER PODJETJE ZA PROIZVODNJO IZDELKOV IZ GUME IN TRGOVINO D.O.O.,NAKUP RAČUNALNIŠKO VODENEGA CNC VERTIKALNEGA REZKALNEGA CENTRA,,2009,112.800 €,,
12.9.2008,RR,"Javni razpis za sofinanciranje nakupa nove tehnološke opreme v letu 2009 za mikro, mala in srednje velika podjetja z najmanj 1 in največ 249 zaposlenimi ",JR,Ur.l.RS št. 88/2008,Slovenski podjetniški sklad,,"CHEMCOLOR BARVE, LAKI, KEMIKALIJE SEVNICA D.O.O.",NOVA TEHNOLOŠKA OPREMA ZA PROIZVODNJO PAST,,2009,110.453 €,,
12.9.2008,RR,"Javni razpis za sofinanciranje nakupa nove tehnološke opreme v letu 2009 za mikro, mala in srednje velika podjetja z najmanj 1 in največ 249 zaposlenimi ",JR,Ur.l.RS št. 88/2008,Slovenski podjetniški sklad,,"ŠEŠKO KLJUČAVNIČARSTVO IN KOVAŠTVO, D.O.O.",TEHNOLOŠKA OPREMA ZA PROIZVODNJO VLEČNIH NAPRAV,,2009,104.950 €,,
12.9.2008,RR,"Javni razpis za sofinanciranje nakupa nove tehnološke opreme v letu 2009 za mikro, mala in srednje velika podjetja z najmanj 1 in največ 249 zaposlenimi ",JR,Ur.l.RS št. 88/2008,Slovenski podjetniški sklad,,"AGROLIT PODJETJE ZA PROIZVODNJO, TRGOVINO IN STORITVE D.O.O.",LINIJA ZA  PROIZVODNJO ORGANSKO MINERALNIH GNOJIL,,2009,99.850 €,,
12.9.2008,RR,"Javni razpis za sofinanciranje nakupa nove tehnološke opreme v letu 2009 za mikro, mala in srednje velika podjetja z najmanj 1 in največ 249 zaposlenimi ",JR,Ur.l.RS št. 88/2008,Slovenski podjetniški sklad,,ORODJARSTVO LUDVIK KAVČIČ S.P.,PROIZVODNA LINIJA ZA IZDELAVO MERILNIH NAPRAV ZA AVTOMOBILSKO INDUSTRIJO,,2009,99.036 €,,
12.9.2008,RR,"Javni razpis za sofinanciranje nakupa nove tehnološke opreme v letu 2009 za mikro, mala in srednje velika podjetja z najmanj 1 in največ 249 zaposlenimi ",JR,Ur.l.RS št. 88/2008,Slovenski podjetniški sklad,,KAMNOSEŠTVO KIMOVEC - PETER KIMOVEC S.P.,NABAVA STROJA ZA POLIRANJE KAMNA IN PROGRAMSKA OPREMA,,2009,97.443 €,,
