BENEFICIARIO,TIPO DE OPERACIÓN,"GASTO
PÚBLICO"
ASESORIA GARCIA NEGRETE SL,"Favorecer la conciliación entre la vida laboral y personal y Impulsar la igualdad de 
oportunidades ","240,00"
ASESORIA GESTIEM SLUNIPERSONAL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.000,00"
ASESORIA J. POMARES SL UNIPERSONAL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","10.000,00"
ASESORIA JUAN SEGARRA S.L.U.,"Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","8.000,00"
ASESORIA LA HOYA SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","5.000,00"
"ASESORIA NAVARRO DE GESTION Y 
ASESORAMIENTO SL","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","5.000,00"
"ASESORIA P.VILLADA, SLP","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","3.000,00"
"ASESORIA PASTOR DIGAME, SL","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","5.000,00"
"ASESORIA REY ALICANTE, SL","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","5.000,00"
ASESORIA RIVES & LOZANO ORIHUELA SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","5.000,00"
ASESORIA RONICAS SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","6.000,00"
"ASESORIA-CONSULTORIA NAPEVAL & 
ASOCIADOS, SL","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","7.000,00"
ASFALTOS GUEROLA SAU,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.000,00"
ASISTEN LIMPIEZAS Y SERVICIOS S.L.,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.000,00"
ASISTENCIA AUTOS VIP SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","5.000,00"
ASISTENCIA-MEDITERRANEO SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","10.000,00"
"ASOC ""ADECIS""","Promoción del espíritu empresarial y de la adaptabilidad de las empresas y Refuerzo del 
nivel de competencia","13.500,00"
"ASOC ""AMIGOS DEL CEREZO"" DE VILLENA","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","5.000,00"
ASOC ALBANTA,"Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","7.441,24"
ASOC ALMORADI CIUDAD DEL MUEBLE,"Promoción del espíritu empresarial y de la adaptabilidad de las empresas y Refuerzo del 
nivel de competencia","27.000,00"
ASOC AYUDA VOLUNTARIA,"Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","8.000,00"
ASOC CIVICA RUMANA DE LA VALL D UIXO,"Promoción del espíritu empresarial y de la adaptabilidad de las empresas y Refuerzo del 
nivel de competencia","33.750,00"
"ASOC COMARCAL DE DISMINUIDOS 
PSIQUICOS DE IBI","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","16.244,40"
"ASOC COMERCIANT MONTEOLIVETE Y 
ADYACEN",Favorecer la integración social y laboral de las personas inmigrantes,"44.379,24"
"ASOC COMERCIANT MONTEOLIVETE Y 
ADYACEN","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","45.340,50"
ASOC COMERCIANTES AREA CL SAN VICENTE,"Promoción del espíritu empresarial y de la adaptabilidad de las empresas y Refuerzo del 
nivel de competencia","21.150,00"
ASOC COMERCIANTES DE RUZAFA,Favorecer la integración social y laboral de las personas inmigrantes,"44.746,80"
"ASOC CULTURAL ""COLEGIO IZQUIERDO"" DE 
CASTELLON",Prevención del abandono escolar y refuerzo de la formación inicial,"20.250,00"
ASOC CULTURAL MALVARROSA,"Promover reformas en los sistemas de educación y formación que fomenten la 
empleabilidad yaprendizaje","7.296,80"
"ASOC DE COMERCIANTES DEL MERCADO DE 
ABASTOS DE CAL","Promoción del espíritu empresarial y de la adaptabilidad de las empresas y Refuerzo del 
nivel de competencia","19.575,00"
"ASOC DE COMERCIANTES MERCADO LA 
FRONTERA DE PETRER","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","3.150,00"
"ASOC DE COMERCIANTES Y AFINES EL PLA-
CAROLINAS","Promoción del espíritu empresarial y de la adaptabilidad de las empresas y Refuerzo del 
nivel de competencia","46.800,00"
"ASOC DE COMERCIANTES Y PROFESIONALES 
DE BENIMACLET",Favorecer la integración social y laboral de las personas inmigrantes,"31.964,40"
ASOC DE DISCAPACITADOS FISICOS DE IBI,"Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","22.641,49"
ASOC DE EMPRESARIOS DE DOLORES,"Promoción del espíritu empresarial y de la adaptabilidad de las empresas y Refuerzo del 
nivel de competencia","9.000,00"
ASOC DE EMPRESARIOS DE LA NUCIA,"Promoción del espíritu empresarial y de la adaptabilidad de las empresas y Refuerzo del 
nivel de competencia","37.800,00"
"ASOC DE EMPRESARIOS TEXTILES DE LA 
COM V","Promoción del espíritu empresarial y de la adaptabilidad de las empresas y Refuerzo del 
nivel de competencia","50.450,00"
ASOC DE EMPRESARIOS XATIVA,Mejorar la adecuación de las organizaciones a las necesidades del mercado de trabajo,"22.522,00"
"ASOC DE ENFERMEDADES 
NEUROMUSCULARES DE LA CV","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","3.000,00"
ASOC DE ESTUDIANTES CRONOS,Prevención del abandono escolar y refuerzo de la formación inicial,"45.168,00"
ASOC DE ESTUDIANTES CRONOS 11.,Prevención del abandono escolar y refuerzo de la formación inicial,"11.978,00"
"ASOC DE FAMILIARES CON NIÑOS Y 
ADULTOS DISCAPACITA","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","24.000,00"
"ASOC DE INDUSTRIAS ALICANTINAS DEL 
HELADO Y DERIVA","Favorecer la conciliación entre la vida laboral y personal y Impulsar la igualdad de 
oportunidades ","480,00"
"ASOC DE INDUSTRIAS ALICANTINAS DEL 
HELADO Y DERIVA","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","12.250,00"
"ASOC DE INVESTIGACION DE LA INDUSTRIA 
DEL JUGUETE","Promoción del espíritu empresarial y de la adaptabilidad de las empresas y Refuerzo del 
nivel de competencia","7.081,12"
"ASOC DE INVESTIGACION DE LA INDUSTRIA 
TEXTIL","Promoción del espíritu empresarial y de la adaptabilidad de las empresas y Refuerzo del 
nivel de competencia","16.639,35"
"ASOC DE INVESTIGACION DE LAS 
INDUSTRIAS DE LA CONS","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","14.000,00"
"ASOC DE INVESTIGACION DE LAS 
INDUSTRIAS DE LA CONS","Promoción del espíritu empresarial y de la adaptabilidad de las empresas y Refuerzo del 
nivel de competencia","4.468,24"
"ASOC DE INVESTIGACION Y DESARROLLO DE 
LA","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","10.000,00"
"ASOC DE INVESTIGACION Y DESARROLLO DE 
LA","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","4.000,00"
"ASOC DE JOVENES EMPRESARIOS DE LA 
PEQUEÑA Y MEDIAN","Promoción del espíritu empresarial y de la adaptabilidad de las empresas y Refuerzo del 
nivel de competencia","24.750,00"
"ASOC DE LA SAFOR DE AYUDA ENFERMOS 
MENTALES","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","25.000,00"
ASOC DE MINUSVALIDOS DE BENIDO,Prevención del abandono escolar y refuerzo de la formación inicial,"56.135,00"
"ASOC DE MINUSVALIDOS FISICOS DE SANTA 
POLA","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","3.677,44"
"ASOC DE MINUSVALIDOS PARA LA 
INTEGRACION AL TRABAJ","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","77.590,80"
ASOC DE PADRES DE AUTISTAS DE,Prevención del abandono escolar y refuerzo de la formación inicial,"52.831,09"
"ASOC DE PADRES DE AUTISTAS DE LA 
COMUNID","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","25.500,00"
"ASOC DE PEQUEÑOS Y MEDIANOS 
EMPRESARIOS COMERCIANT","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","2.500,00"
"ASOC DE RESTAURANTES DE ALICANTE 
(A.R.A) CUINA I T","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","5.000,00"
"ASOC DE TECNICOS ESPECIALISTAS EN 
INVESTIGACION Y","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","3.000,00"
ASOC DE VECINOS DE TENDETES,"Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","79.474,80"
"ASOC DOBLE AMOR PARA LA PROMOCION DE 
PERSONAS CON","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","75.021,60"
ASOC EMP VAL FORM E INSER LAB LA SAFOR,"Promoción del espíritu empresarial y de la adaptabilidad de las empresas y Refuerzo del 
nivel de competencia","33.586,90"
"ASOC EMPRESARIAL DE CENTROS DE 
FORMACION DE VALENC","Promoción del espíritu empresarial y de la adaptabilidad de las empresas y Refuerzo del 
nivel de competencia","15.750,00"
"ASOC EMPRESARIAL DE RESIDENCIAS Y 
SERVICIOS A PERS","Promoción del espíritu empresarial y de la adaptabilidad de las empresas y Refuerzo del 
nivel de competencia","135.606,37"
ASOC EMPRESARIAL DE SILLA,"Promoción del espíritu empresarial y de la adaptabilidad de las empresas y Refuerzo del 
nivel de competencia","14.350,00"
"ASOC EUROPEA FOM EMPLEO D. SOCIO-
LABORAL",Favorecer la integración social y laboral de las personas inmigrantes,"88.726,80"
ASOC FAM ENF NOUROMUSCULARES V,Prevención del abandono escolar y refuerzo de la formación inicial,"56.135,00"
ASOC FORM Y DES PROF SECTOR TERCIARIO,Favorecer la integración social y laboral de las personas inmigrantes,"89.492,40"
"ASOC FORM Y PROMOC COMER E 
INDUSTRIALES",Favorecer la integración social y laboral de las personas inmigrantes,"89.677,20"
ASOC FORMACION AGORA,Prevención del abandono escolar y refuerzo de la formación inicial,"56.818,95"
ASOC GITANA DE MUJERES PROGRES,Prevención del abandono escolar y refuerzo de la formación inicial,"57.146,00"
ASOC GITANA DE VALENCIA,Prevención del abandono escolar y refuerzo de la formación inicial,"114.292,00"
ASOC GITANOS POR EL EMPLEO,Prevención del abandono escolar y refuerzo de la formación inicial,"50.787,54"
"ASOC INDEPENDIENTE DE COMERCIANTES 
DE BENIDORM","Promoción del espíritu empresarial y de la adaptabilidad de las empresas y Refuerzo del 
nivel de competencia","18.900,00"
"ASOC INDEPENDIENTE DE COMERCIANTES 
DE ELCHE","Promoción del espíritu empresarial y de la adaptabilidad de las empresas y Refuerzo del 
nivel de competencia","15.250,00"
"ASOC INDUSTRIAL DE OPTICA COLOR E 
IMAGEN, AIDO","Promoción del espíritu empresarial y de la adaptabilidad de las empresas y Refuerzo del 
nivel de competencia","10.125,00"
"ASOC INTERNACIONAL TELEFONO 
ESPERANZA","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","6.000,00"
ASOC JUVENIL GITANA CHAVORROS,Prevención del abandono escolar y refuerzo de la formación inicial,"56.867,55"
ASOC JUVENIL GITANA CHAVORROS CALOS,Prevención del abandono escolar y refuerzo de la formación inicial,"44.476,51"
ASOC JUVENIL GITANA DE PICANYA,"Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","46.442,40"
ASOC LAURA VICUÑA,Prevención del abandono escolar y refuerzo de la formación inicial,"114.292,00"
"ASOC MEDICO QUIRURGICA VALENCIANA DE 
SEGUROS SA","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","5.000,00"
ASOC MINUSVALIDOS SAGUNTO SL,"Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","4.860,75"
"ASOC PARA EL DESARR Y FOM DE S. 
SOCIALES",Prevención del abandono escolar y refuerzo de la formación inicial,"20.250,00"
"ASOC PARA EL DESARROLLO GITANO 
""PLASNO KALO""","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","46.172,29"
"ASOC PARA EL DESARROLLO Y FOMENTO DE 
SERVICIOS SOC",Favorecer la integración social y laboral de las personas inmigrantes,"43.134,90"
"ASOC PARA EL DESARROLLO Y FOMENTO DE 
SERVICIOS SOC",Prevención del abandono escolar y refuerzo de la formación inicial,"75.051,90"
"ASOC PARA LA FORMACION Y BUENAS 
PRACTICAS AMBIENTA","Promoción del espíritu empresarial y de la adaptabilidad de las empresas y Refuerzo del 
nivel de competencia","45.000,00"
ASOC PARA LA INTEGRACION DEL N,Prevención del abandono escolar y refuerzo de la formación inicial,"112.270,00"
"ASOC PARA LA LUCHA CONTRA LAS 
ENFERMEDADES DEL RIÑ","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","1.400,00"
ASOC PARA LA PROMOCION DE LA M,"Promover reformas en los sistemas de educación y formación que fomenten la 
empleabilidad yaprendizaje","6.056,00"
"ASOC PARA LA PROMOCION SOCIO-
CULTURAL Y DEL EMPLEO",Favorecer la integración social y laboral de las personas inmigrantes,"159.884,80"
"ASOC PARA LA PROYECCION E IGUALDAD DE 
LAS MINORIAS","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","133.223,25"
"ASOC PARALITICOS CEREBRALES DE 
ALICANTE","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","3.750,00"
"ASOC PEQUEÑOS Y MEDIANOS 
EMPRESARIOS DE LA RIBERA",Favorecer la integración social y laboral de las personas inmigrantes,"141.007,89"
ASOC PRO DEFICIENTES SIQUICOS,Prevención del abandono escolar y refuerzo de la formación inicial,"56.135,00"
"ASOC PRO-DISMINUIDOS PSIQUICOS ELDA Y 
COMARCA","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","20.000,00"
"ASOC PROFESIONAL EMPLEO Y FORMACION 
PARA MUJERES",Favorecer la integración social y laboral de las personas inmigrantes,"90.357,60"
ASOC PROMINUSVALIDOS PSIQUICOS,Prevención del abandono escolar y refuerzo de la formación inicial,"56.135,00"
