"BENEFICIARIO","TIPO DE OPERACION","GASTO PUBLICO",,
"FOMENTO Y DESARROLLO DEL VALLE DE BENASQUE;S.A.","Mejorar la empleabilidad delas personas desempleadas","8774,41",,
"FOMENTO Y FORMACION EMPRESIARIAL SL","Mejorar la empleabilidad delas personas desempleadas","1463,27",,
"FOMENTO Y GESTION EMPRESARIAL, SL","Mejorar la empleabilidad delas personas desempleadas","531,2",,
"FOMENTO Y GESTION SA","Mejorar la empleabilidad delas personas desempleadas","1201,69",,
"FOMENTOS INMOBILIARIOS HABITAT SL","Mejorar la empleabilidad delas personas desempleadas",1900,,
"FOMEXTUR SA","Mejorar la empleabilidad delas personas desempleadas","821,61",,
"FOMIVALSA SA","Mejorar la empleabilidad delas personas desempleadas","1345,77",,
"FON CUINA S.L.","Mejorar la empleabilidad delas personas desempleadas","193,24",,
"FON TECHNOLOGY,S.L.","Mejorar la empleabilidad delas personas desempleadas","6711,2",,
"FONAMENTS FERROS I FORMIGONS SALT SL UNIPERSONAL","Mejorar la empleabilidad delas personas desempleadas","39,96",,
"FONAVI SA","Mejorar la empleabilidad delas personas desempleadas","151,07",,
"FONBERSUR, S.L.","Mejorar la empleabilidad delas personas desempleadas","571,1",,
"FONBRA, SA","Mejorar la empleabilidad delas personas desempleadas","4139,91",,
"FONCABA, S.L.","Mejorar la empleabilidad delas personas desempleadas","4473,34",,
"FONCAGIJON, S.L.","Mejorar la empleabilidad delas personas desempleadas","70,83",,
"FONCAL SANEAMIENTOS SL","Mejorar la empleabilidad delas personas desempleadas","87,35",,
"FONCALCYL, SL.","Mejorar la empleabilidad delas personas desempleadas","956,19",,
"FONCALGAS,SALCEDA, SL","Mejorar la empleabilidad delas personas desempleadas","863,27",,
"FONCALSAN SL UNIPERSONAL","Mejorar la empleabilidad delas personas desempleadas","1723,31",,
"FONCAMED, S.L.","Mejorar la empleabilidad delas personas desempleadas","495,45",,
"FONCAPAL, SL","Mejorar la empleabilidad delas personas desempleadas","263,27",,
"FONCASAL TRADING S L","Mejorar la empleabilidad delas personas desempleadas","4356,82",,
"FONCASEL 98, S.L.","Mejorar la empleabilidad delas personas desempleadas","700,3",,
"FONCASERVI SL","Mejorar la empleabilidad delas personas desempleadas","625,99",,
"FONCAVA GESTION SA","Mejorar la empleabilidad delas personas desempleadas",740,,
"FONCEL SL","Mejorar la empleabilidad delas personas desempleadas","453,36",,
"FONCILLAS CONSULTORES DE CORDOBA, S.L.","Mejorar la empleabilidad delas personas desempleadas","248,72",,
"FONCLIMA BUENDIA, S.COOP.","Mejorar la empleabilidad delas personas desempleadas","266,68",,
"FONCLIMA VERA SLL","Mejorar la empleabilidad delas personas desempleadas","1273,26",,
"FONCOMI,SL","Mejorar la empleabilidad delas personas desempleadas","240,44",,
"FONDA ALCALA SL","Mejorar la empleabilidad delas personas desempleadas","257,33",,
"FONDA CAL COLOM, CB","Mejorar la empleabilidad delas personas desempleadas","433,3",,
"FONDA CELLECS, SL","Mejorar la empleabilidad delas personas desempleadas",1300,,
"FONDA D EN JOAN, S.L. ( EN CONSTITUCION)","Mejorar la empleabilidad delas personas desempleadas","585,52",,
"FONDA GOYA SL","Mejorar la empleabilidad delas personas desempleadas","1076,67",,
"FONDA MERCE SL","Mejorar la empleabilidad delas personas desempleadas","469,93",,
"FONDA MORENO CB","Mejorar la empleabilidad delas personas desempleadas","1345,77",,
"FONDA PAISA SEGRIA SL","Mejorar la empleabilidad delas personas desempleadas",80,,
"FONDA SPORT CB","Mejorar la empleabilidad delas personas desempleadas","1163,27",,
"FONDA SPORTS 2006, S.L.","Mejorar la empleabilidad delas personas desempleadas","584,42",,
"FONDA-HOSTAL TURO DE LHOME,S.L.","Mejorar la empleabilidad delas personas desempleadas","727,5",,
"FONDAS DUCAL S.L.","Mejorar la empleabilidad delas personas desempleadas","70,83",,
"FONDENIL, SL","Mejorar la empleabilidad delas personas desempleadas","2558,68",,
"FONDERIA ESPECIAL, SA","Mejorar la empleabilidad delas personas desempleadas",100,,
"FONDESANT INSTALACIONES DE FONTANERIA SLL","Mejorar la empleabilidad delas personas desempleadas","1920,37",,
"FONDEUR BALEARES, SL","Mejorar la empleabilidad delas personas desempleadas","1136,63",,
"FONDEVILA E DACOSTA, S.L.","Mejorar la empleabilidad delas personas desempleadas","1159,74",,
"FONDHER LEVANTE SL","Mejorar la empleabilidad delas personas desempleadas","1009,28",,
"FONDISTAB SL","Mejorar la empleabilidad delas personas desempleadas",500,,
"FONDO DE COMERCIO EN INGLES, SL","Mejorar la empleabilidad delas personas desempleadas","666,24",,
"FONDO DE CULTURA ECONOMICA DE ESPANA SL","Mejorar la empleabilidad delas personas desempleadas",1700,,
"FONDO ECONOMICO Y SOCIAL DE LA CONSTRUCCION DE CADIZ","Mejorar la empleabilidad delas personas desempleadas","2114,4",,
"FONDO PATRIMONIAL DE INVERSION, S.L.U.","Mejorar la empleabilidad delas personas desempleadas","751,95",,
"FONDOGAR SL","Mejorar la empleabilidad delas personas desempleadas","40,12",,
"FONDOMOVIL INDUSTRIAL SL","Mejorar la empleabilidad delas personas desempleadas","213,28",,
"FONDOMOVIL SL","Mejorar la empleabilidad delas personas desempleadas",1200,,
"FONDONAL SL","Mejorar la empleabilidad delas personas desempleadas","1536,63",,
"FONDOS DE PROMOCION TERRITORIAL S.L.","Mejorar la empleabilidad delas personas desempleadas","2549,82",,
"FONDOS Y ACCESORIOS METALURGICOS SA","Mejorar la empleabilidad delas personas desempleadas","16,65",,
"FONDUE EXPRESS RESTAURACION S.L.","Mejorar la empleabilidad delas personas desempleadas","927,87",,
"FONE COMUNICACIONES, SL","Mejorar la empleabilidad delas personas desempleadas","562,22",,
"FONELEC NOS SL","Mejorar la empleabilidad delas personas desempleadas","680,02",,
"FONEMAS Y TELECOMUNICACIONES SA","Mejorar la empleabilidad delas personas desempleadas","1507,62",,
"FONEMIA INSULAR, SL","Mejorar la empleabilidad delas personas desempleadas","264,41",,
"FONERIA ARTISTICA GINFER SL","Mejorar la empleabilidad delas personas desempleadas",1040,,
"FONESTAR SISTEMAS, SA","Mejorar la empleabilidad delas personas desempleadas","526,49",,
"FONEXION SPAIN SA","Mejorar la empleabilidad delas personas desempleadas","1046,9",,
"FONFRIA FURS CB","Mejorar la empleabilidad delas personas desempleadas","1009,28",,
"FONGALANZA SL","Mejorar la empleabilidad delas personas desempleadas","441,66",,
"FONGASCAL SL","Mejorar la empleabilidad delas personas desempleadas",225,,
"FONIMIR, SL","Mejorar la empleabilidad delas personas desempleadas","313,22",,
"FONISA 2000 SL","Mejorar la empleabilidad delas personas desempleadas","761,36",,
"FONIVOZ SL","Mejorar la empleabilidad delas personas desempleadas","531,2",,
"FONLARRAURI SL","Mejorar la empleabilidad delas personas desempleadas","85,59",,
"FONMAY SL","Mejorar la empleabilidad delas personas desempleadas","819,78",,
"FONOESPACIO INTEGRACION DE REDES SL EN CONSTITUCION","Mejorar la empleabilidad delas personas desempleadas","1219,98",,
"FONOESPACIO SISTEMAS DE COMUNICACION SL","Mejorar la empleabilidad delas personas desempleadas","2089,91",,
"FONORUZ S.L","Mejorar la empleabilidad delas personas desempleadas","991,62",,
"FONOSERVICE, SA","Mejorar la empleabilidad delas personas desempleadas","439,96",,
"FONRECON SL UNIPERSONAL","Mejorar la empleabilidad delas personas desempleadas",1900,,
"FONRO 06 SL -NN PROVISIONAL-","Mejorar la empleabilidad delas personas desempleadas","1556,43",,
"FONS DNART OLOT SL","Mejorar la empleabilidad delas personas desempleadas","991,62",,
"FONS MALLORQUI DE SOLIDARITAT I COOPERACIO","Mejorar la empleabilidad delas personas desempleadas","1799,9",,
"FONSA CARS S.L.","Mejorar la empleabilidad delas personas desempleadas","66,67",,
"FONSA GESTION SL","Mejorar la empleabilidad delas personas desempleadas","766,6",,
"FONSAGRI SL","Mejorar la empleabilidad delas personas desempleadas","1483,25",,
"FONSALINAS FONTANERIA,SL","Mejorar la empleabilidad delas personas desempleadas","682,26",,
"FONSANA DE SOMOSIERRA SA UNIPERSONAL","Mejorar la empleabilidad delas personas desempleadas","1511,14",,
"FONSASIS SDAD COOP GALEGA","Mejorar la empleabilidad delas personas desempleadas","591,51",,
"FONSECA BUS SL","Mejorar la empleabilidad delas personas desempleadas","469,21",,
"FONSECA DE CARPIO SA","Mejorar la empleabilidad delas personas desempleadas","1651,65",,
"FONSUR INSTALACIONES SDAD COOP","Mejorar la empleabilidad delas personas desempleadas","835,56",,
"FONT ALBA REFORMAS S.L.","Mejorar la empleabilidad delas personas desempleadas",1590,,
"FONT BLAVA PUNT DE SERVEIS,SL","Mejorar la empleabilidad delas personas desempleadas","1345,77",,
"FONT BUILDINGS, SL","Mejorar la empleabilidad delas personas desempleadas","2186,72",,
"FONT CAFE MALLOCA SL","Mejorar la empleabilidad delas personas desempleadas","1566,6",,
"FONT CALEFACCION SL","Mejorar la empleabilidad delas personas desempleadas","106,24",,
"FONT D IDEES,SL","Mejorar la empleabilidad delas personas desempleadas","639,97",,
"FONT DE LNUXOLA SL EN CONSTITUCION","Mejorar la empleabilidad delas personas desempleadas",800,,
"FONT DEL POZO, S.L.","Mejorar la empleabilidad delas personas desempleadas","75,55",,
"FONT ENGINYER, SL","Mejorar la empleabilidad delas personas desempleadas","86,74",,
"FONT ENGINYERIA I GESTIO, SL","Mejorar la empleabilidad delas personas desempleadas","1857,8",,
"FONT GESTORS ADMINISTRATIUS S.L.","Mejorar la empleabilidad delas personas desempleadas",600,,
"FONT GRAU, SL","Mejorar la empleabilidad delas personas desempleadas","1366,29",,
"FONT I ARMENGOL,S.L.","Mejorar la empleabilidad delas personas desempleadas","693,34",,
"FONT I PRAT ASSOCIATS, SL","Mejorar la empleabilidad delas personas desempleadas","1345,77",,
"FONT PINTORS, SL","Mejorar la empleabilidad delas personas desempleadas",1400,,
"FONT PRE IMPRESSIO SL","Mejorar la empleabilidad delas personas desempleadas","966,63",,
"FONT SALEM S.L.","Mejorar la empleabilidad delas personas desempleadas","2531,24",,
"FONT TEIX SA","Mejorar la empleabilidad delas personas desempleadas","303,41",,
"FONT UFANA, SA.","Mejorar la empleabilidad delas personas desempleadas","2136,38",,
"FONT VERGES, SL","Mejorar la empleabilidad delas personas desempleadas","2306,56",,
"FONT-BADIA,SL","Mejorar la empleabilidad delas personas desempleadas","271,42",,
"FONT-ESPASA SL","Mejorar la empleabilidad delas personas desempleadas","16,52",,
"FONT-NOVE FONTANES S.L.L.","Mejorar la empleabilidad delas personas desempleadas","502,07",,
"FONTAGUIA SL","Mejorar la empleabilidad delas personas desempleadas","1077,82",,
"FONTAL MENDEZ SL","Mejorar la empleabilidad delas personas desempleadas","5783,59",,
"FONTAMPLANES SL","Mejorar la empleabilidad delas personas desempleadas","1517,17",,
"FONTAN FERNANDEZ JOSE Y GARCIA PINO CASIANO CB","Mejorar la empleabilidad delas personas desempleadas","246,67",,
"FONTAN ITURRE, SL","Mejorar la empleabilidad delas personas desempleadas","991,35",,
"FONTAN RACORERIA, SA","Mejorar la empleabilidad delas personas desempleadas","892,38",,
"FONTANA INMO CASAS SL","Mejorar la empleabilidad delas personas desempleadas","1026,64",,
"FONTANALS & VINYALS SL","Mejorar la empleabilidad delas personas desempleadas","325,77",,
"FONTANCALOR SL","Mejorar la empleabilidad delas personas desempleadas","949,65",,
"FONTANER INSTALACIONES Y CONSTRUCCIONES, S.L.","Mejorar la empleabilidad delas personas desempleadas","1896,57",,
"FONTANERIA A-4, SL","Mejorar la empleabilidad delas personas desempleadas","1476,67",,
"FONTANERIA ACQUA SL","Mejorar la empleabilidad delas personas desempleadas","349,4",,
"FONTANERIA AIZPEA SL","Mejorar la empleabilidad delas personas desempleadas","1253,27",,
"FONTANERIA ALAVA SL","Mejorar la empleabilidad delas personas desempleadas","1343,38",,
"FONTANERIA ALTABIX SL","Mejorar la empleabilidad delas personas desempleadas","1246,74",,
"FONTANERIA ANDALUCIA CB","Mejorar la empleabilidad delas personas desempleadas","1046,53",,
"FONTANERIA ANELL, S. L.","Mejorar la empleabilidad delas personas desempleadas","828,01",,
"FONTANERIA ANTONIO GINER SL","Mejorar la empleabilidad delas personas desempleadas","1345,77",,
"FONTANERIA ANTONIO ORTIZ E HIJO, SL","Mejorar la empleabilidad delas personas desempleadas","629,88",,
"FONTANERIA ARTIGUES SL","Mejorar la empleabilidad delas personas desempleadas",2905,,
"FONTANERIA ASTIGARRAGA SA","Mejorar la empleabilidad delas personas desempleadas",700,,
"FONTANERIA BANOS SL","Mejorar la empleabilidad delas personas desempleadas","403,33",,
"FONTANERIA BERRIA SL","Mejorar la empleabilidad delas personas desempleadas","211,04",,
"FONTANERIA BIAR SL","Mejorar la empleabilidad delas personas desempleadas",460,,
"FONTANERIA CALEFACCION Y GAS DEZA SL","Mejorar la empleabilidad delas personas desempleadas","2533,12",,
"FONTANERIA CALEFACCION Y GAS OTXOA SL","Mejorar la empleabilidad delas personas desempleadas","928,87",,
"FONTANERIA CALEFACCION Y GAS SA","Mejorar la empleabilidad delas personas desempleadas","95,53",,
"FONTANERIA CALVO MARTI SL","Mejorar la empleabilidad delas personas desempleadas","1896,27",,
"FONTANERIA CARLOS GARCIA, CB","Mejorar la empleabilidad delas personas desempleadas","816,65",,
"FONTANERIA CASTELLOTE SALVO,S.L.","Mejorar la empleabilidad delas personas desempleadas","627,5",,
"FONTANERIA CONTRERAS TORRANO, S.L.","Mejorar la empleabilidad delas personas desempleadas","349,85",,
"FONTANERIA CORDON E HIJOS SL","Mejorar la empleabilidad delas personas desempleadas",1900,,
"FONTANERIA CUBILLAS SL","Mejorar la empleabilidad delas personas desempleadas","5272,16",,
"FONTANERIA DANIEL GUERRERO S.L.","Mejorar la empleabilidad delas personas desempleadas",300,,
"FONTANERIA DE LA FE, S.L.U.","Mejorar la empleabilidad delas personas desempleadas","15,54",,
"FONTANERIA DE LA ROSA SL","Mejorar la empleabilidad delas personas desempleadas","209,89",,
"FONTANERIA DEL NOROESTE SA","Mejorar la empleabilidad delas personas desempleadas","517,75",,
"FONTANERIA E CALEFACCION PIPO, S.L.","Mejorar la empleabilidad delas personas desempleadas","999,9",,
"FONTANERIA E INSTALACIONES DE GAS Y CALEFACCION VALENCI","Mejorar la empleabilidad delas personas desempleadas","1133,39",,
"FONTANERIA EGUILUZ,S.L.","Mejorar la empleabilidad delas personas desempleadas","849,96",,
"FONTANERIA EL MAGRO SL","Mejorar la empleabilidad delas personas desempleadas","66,67",,
"FONTANERIA ESCUDERO, COM. B.","Mejorar la empleabilidad delas personas desempleadas","973,34",,
"FONTANERIA FELIPE LORENZO SL","Mejorar la empleabilidad delas personas desempleadas","304,35",,
"FONTANERIA FERRAN SL","Mejorar la empleabilidad delas personas desempleadas","1009,28",,
"FONTANERIA FUENGIROLA SL","Mejorar la empleabilidad delas personas desempleadas","1813,09",,
"FONTANERIA GARCIA BELINCHON SL","Mejorar la empleabilidad delas personas desempleadas","1713,33",,
"FONTANERIA GARCIARENA APAOLAZA SL","Mejorar la empleabilidad delas personas desempleadas","519,88",,
"FONTANERIA GAS Y CALEFACCION LEUKA, SL (EN CONSTITUCION","Mejorar la empleabilidad delas personas desempleadas",100,,
"FONTANERIA GASANZ SL","Mejorar la empleabilidad delas personas desempleadas","901,9",,
"FONTANERIA GAVILAN SL","Mejorar la empleabilidad delas personas desempleadas","3931,57",,
"FONTANERIA GUILLERMO CABRERA ROGER SL","Mejorar la empleabilidad delas personas desempleadas","964,5",,
"FONTANERIA HERCI SL","Mejorar la empleabilidad delas personas desempleadas","491,11",,
"FONTANERIA HEREDIA SL","Mejorar la empleabilidad delas personas desempleadas",720,,
"FONTANERIA HERMANOS FORTUNO SL","Mejorar la empleabilidad delas personas desempleadas","359,43",,
"FONTANERIA HIDROLEVANTE SL","Mejorar la empleabilidad delas personas desempleadas","118,05",,
"FONTANERIA IDUISMI. S. L.","Mejorar la empleabilidad delas personas desempleadas","1171,04",,
"FONTANERIA INDA SL","Mejorar la empleabilidad delas personas desempleadas",1900,,
"FONTANERIA INSTALACIONES CAMPOY, S.L","Mejorar la empleabilidad delas personas desempleadas","2515,56",,
"FONTANERIA JOAQUIN SORRIBES, SL","Mejorar la empleabilidad delas personas desempleadas","1341,02",,
"FONTANERIA JOMERVIS.L.","Mejorar la empleabilidad delas personas desempleadas","1140,02",,
"FONTANERIA JUAN CARLOS MERINO SL","Mejorar la empleabilidad delas personas desempleadas","580,76",,
"FONTANERIA JULIO NAVARRO SAZ, S.L.","Mejorar la empleabilidad delas personas desempleadas","46,62",,
"FONTANERIA LA GALIAS.L.","Mejorar la empleabilidad delas personas desempleadas","131,73",,
"FONTANERIA LA GOTA,S.L.","Mejorar la empleabilidad delas personas desempleadas","1108,77",,
"FONTANERIA LETRAUKUA SL","Mejorar la empleabilidad delas personas desempleadas","508,75",,
"FONTANERIA LIANS SL","Mejorar la empleabilidad delas personas desempleadas","863,27",,
"FONTANERIA LIZAN SL","Mejorar la empleabilidad delas personas desempleadas","1066,6",,
"FONTANERIA LLANOS SL","Mejorar la empleabilidad delas personas desempleadas","149,95",,
"FONTANERIA LOGOSA, S.L.","Mejorar la empleabilidad delas personas desempleadas","464,47",,
"FONTANERIA LUIS SL","Mejorar la empleabilidad delas personas desempleadas",1400,,
"FONTANERIA MACCARONI SL","Mejorar la empleabilidad delas personas desempleadas","1388,24",,
"FONTANERIA MADRUGA, SL","Mejorar la empleabilidad delas personas desempleadas","1069,93",,
"FONTANERIA MARBORE 2005 SL","Mejorar la empleabilidad delas personas desempleadas","189,66",,
"FONTANERIA MINGO SL UNIPERSONAL","Mejorar la empleabilidad delas personas desempleadas","956,61",,
"FONTANERIA MIRANXE SL","Mejorar la empleabilidad delas personas desempleadas","800,04",,
"FONTANERIA NOVA CANET SL","Mejorar la empleabilidad delas personas desempleadas","875,59",,
"FONTANERIA OLIVAN SL","Mejorar la empleabilidad delas personas desempleadas","1793,24",,
"FONTANERIA OTANO, S. L. UNIPERSONAL","Mejorar la empleabilidad delas personas desempleadas",1095,,
"FONTANERIA PEINADO SCA","Mejorar la empleabilidad delas personas desempleadas","736,63",,
