BENEFICIARIO,TIPO DE OPERACIÓN,"GASTO
PÚBLICO"
"A + 2, C.B.",Mejorar la empleabilidad de las personas desempleadas,"2.673,00"
"PROMOCIONES PARQUE SOMIEDO, S.L.","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","2.880,00"
"PROYECTO CONSTRUCCION Y MONTAJE 
PROCOM, S.L",Mejorar la empleabilidad de las personas desempleadas,"1.440,00"
"PROYECTOS E INSTALACIONES DE MATERIAL 
URBANO, S.A.",Mejorar la empleabilidad de las personas desempleadas,"7.800,00"
"PROYECTOS E INSTALACIONES DE MATERIAL 
URBANO, S.A.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","16.800,00"
"PROYECTOS INTELIGENTES TECNOLOGICOS, 
S.A",Mejorar la empleabilidad de las personas desempleadas,"6.726,22"
"PROYECTOS Y MANTENIMIENTOS DE 
EQUIPO, S.A.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","16.800,00"
"PROYP S 2000, S.L.",Mejorar la empleabilidad de las personas desempleadas,"1.846,80"
"PROZES-E CONSULTING, S.L.N.E.",Mejorar la empleabilidad de las personas desempleadas,"13.500,00"
PUERTA OTERO SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","8.400,00"
PUNTO KILOMETRICO CERO RENT S.A.,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","7.359,00"
"PYRAMIS, S.L.",Mejorar la empleabilidad de las personas desempleadas,"1.200,00"
QUANTOBIT SL,Mejorar la empleabilidad de las personas desempleadas,"19.156,77"
"QUANTOBIT, SL",Mejorar la empleabilidad de las personas desempleadas,"3.000,00"
QUESOS DEL PRINCIPADO DE ASTURIAS S.L.,Mejorar la empleabilidad de las personas desempleadas,"2.487,60"
"QUESOS DEL PRINCIPADO DE ASTURIAS, S.L.",Mejorar la empleabilidad de las personas desempleadas,"720,00"
"R. DEL ARCO, S.L.",Mejorar la empleabilidad de las personas desempleadas,"3.813,32"
"RADIO ASTURIAS E A J 19, S.L.",Mejorar la empleabilidad de las personas desempleadas,"3.321,00"
"RAFA MOTOR , S.L.",Mejorar la empleabilidad de las personas desempleadas,"1.440,00"
"RAMAZZINI, S.L.",Mejorar la empleabilidad de las personas desempleadas,"2.347,28"
REAL CLUB NAUTICO DE SALINAS,Mejorar la empleabilidad de las personas desempleadas,"720,00"
"REASTURSOL, S.L.",Mejorar la empleabilidad de las personas desempleadas,"1.320,00"
REBOLLO ABOGADOS CONSULTA S.L.P.,Mejorar la empleabilidad de las personas desempleadas,"2.880,00"
"RECASTUR 2006, S.L.",Mejorar la empleabilidad de las personas desempleadas,"2.689,20"
"RECLAMOS LUMINOSOS RELU, S.L.",Mejorar la empleabilidad de las personas desempleadas,"7.528,50"
"RED ASTUR DE ENVIOS, S.L.","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","2.880,00"
REDESGRAF S.L.,Mejorar la empleabilidad de las personas desempleadas,"2.730,60"
"REFORMANIA, C.B.","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","2.880,00"
"REFRACTARIA, S.A.",Mejorar la empleabilidad de las personas desempleadas,"1.200,00"
"REFRACTARIA, S.A.","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","1.200,00"
"REINTEGRA: REHABILITACION Y ATENCION 
INTEGRAL DE PERSONAS CON AFECTACION 
NEUROLOGICA, SL",Mejorar la empleabilidad de las personas desempleadas,"12.017,36"
"RELIGIOSAS MARÍA INMACULADA LÓPEZ Y 
VICUÑA",Prevención del abandono escolar y refuerzo de la formación inicial,"10.781,38"
"RELIGIOSAS MARÍA INMACULADA SERVICIO 
DOMÉSTICO",Prevención del abandono escolar y refuerzo de la formación inicial,"30.796,61"
"RENDUELES MOTOS, S.L.",Mejorar la empleabilidad de las personas desempleadas,"2.400,00"
"REPARADORES DEL HOGAR Y SERVICIOS 
DEL OCCIDENTE SL",Mejorar la empleabilidad de las personas desempleadas,"7.031,84"
"REPROMORES, S.L.",Mejorar la empleabilidad de las personas desempleadas,"10.203,30"
"RESIDENCIA GERIATRICA LA FRESNEDA, S.L.",Mejorar la empleabilidad de las personas desempleadas,"970,45"
"RESIDENCIA NTRA. SRA. DEL AMPARO, S.L.","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","1.440,00"
"RESIDENCIA VERDEJA, SL","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","2.880,00"
"RESIDENCIAL PARCHIS, S.L.","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","1.560,00"
"RESTAURACIONES COTO GARCIA, SL","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","1.080,00"
RESTAURANTE ALKASBAH SL,"Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","1.680,00"
"RESTAURANTE CASA PURINA, S.L.","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","1.440,00"
"RETEC SERVICIOS INFORMATICOS, S.L.L.","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","2.400,00"
"REYNOBER S.A. Y CONTRATAS IGLESIAS, S.A. 
UTE LEY 18/82",Mejorar la empleabilidad de las personas desempleadas,"3.669,93"
RIESCO ABOGADOS S.L.,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","900,00"
RIO NALON PREVENCION SL,Mejorar la empleabilidad de las personas desempleadas,"7.352,70"
"RIVERO GALLEGOS CONSTRUCCIONES Y 
PROYECTOS, S.L.","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","2.400,00"
"RL ENTIDAD DE PREVENCION Y FORMACION 
SL",Mejorar la empleabilidad de las personas desempleadas,"13.500,00"
"RL ENTIDAD DE PREVENCION Y FORMACION, 
S.L.",Mejorar la empleabilidad de las personas desempleadas,"1.800,00"
"ROBLEDO PIANOS, S.L.","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","1.200,00"
"ROCAR TABIQUERIA, S.L.",Mejorar la empleabilidad de las personas desempleadas,"2.880,00"
"ROD INSTALACIONES ELECTRICAS, S.L.",Mejorar la empleabilidad de las personas desempleadas,"1.200,00"
"ROD INSTALACIONES ELECTRICAS, S.L.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","8.332,20"
"RODRIGUEZ RODRIGUEZ J.A. - SANTANDER 
PUNZON J.A. CB.",Mejorar la empleabilidad de las personas desempleadas,"900,00"
"ROEL HISPANICA, S.A.",Mejorar la empleabilidad de las personas desempleadas,"9.840,00"
"ROEL HISPANICA, S.A.","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","7.200,00"
ROLA- TRAC IBERICA SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.956,00"
"ROSA MARIA PIZARRO, S.L.",Mejorar la empleabilidad de las personas desempleadas,"1.200,00"
"ROYFE ELECTRONICA, S.L.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","8.400,00"
"RUTA TUR, S.L.L.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","3.873,60"
"RYSEL AUTOMATIZACION Y CONTROL, S.A",Mejorar la empleabilidad de las personas desempleadas,"1.320,00"
SAIMEC 2007 SL,Mejorar la empleabilidad de las personas desempleadas,"4.528,62"
SAN JOSE VALDES C.B.,Mejorar la empleabilidad de las personas desempleadas,"2.890,00"
"SAN MAURICIO, S.L.","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","1.380,78"
SARDALLA ESPAÑOLA SA,Mejorar la empleabilidad de las personas desempleadas,"6.107,40"
"SATASTUR, S.L.",Mejorar la empleabilidad de las personas desempleadas,"5.106,46"
SCM SISTEMAS SL,Mejorar la empleabilidad de las personas desempleadas,"4.077,46"
"SCV PROMOCIONES DEL PRINCIPADO, S.L.",Mejorar la empleabilidad de las personas desempleadas,"2.540,16"
"SEAMAR SL (SERVICIOS AUXILIARES 
MARITIMOS SL)",Mejorar la empleabilidad de las personas desempleadas,"13.500,00"
"SEGURIDAD RIOS Y ORTIZ, SL","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","7.027,20"
"SEGURMARMA SEGUROS, S.L.",Mejorar la empleabilidad de las personas desempleadas,"900,00"
"SEMPER INGENIEROS, S.L.",Mejorar la empleabilidad de las personas desempleadas,"2.617,20"
"SENTIDO COMUN INTERNET, S.L.",Mejorar la empleabilidad de las personas desempleadas,"19.353,60"
SERASTUR SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","5.116,50"
SERESCO S.A.,Mejorar la empleabilidad de las personas desempleadas,"1.800,00"
SERESCO S.A.,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","2.405,27"
SERESCO S.A.,"Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","5.880,00"
"SERESCO, S.A.",Mejorar la empleabilidad de las personas desempleadas,"78.191,23"
"SERESCO, S.A.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","8.049,10"
"SERVICIO DE AUTÓNOMOS, ECONOMÍA 
SOCIAL Y EMPRENDEDORES",Fomentar el apoyo al trabajo por cuenta propia y la creación de empresas,"4.405.093,50"
SERVICIO DE PROGRAMAS DE EMPLEO,Mejorar la empleabilidad de las personas desempleadas,"585.408,59"
SERVICIO DE PROGRAMAS DE EMPLEO,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","206.866,49"
SERVICIO DE PROGRAMAS DE EMPLEO,"Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","209.947,29"
"SERVICIOS INMOBILIARIOS VEGADEO, SL","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","3.120,00"
SERVICIOS INTEGRALES ASCII S.L.,Mejorar la empleabilidad de las personas desempleadas,"1.440,00"
"SERVICIOS INTEGRALES GUTIERREZ E HIJOS, 
S.L.","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","1.320,00"
"SERVICIOS MEDICOS Y DE PREVENCION, 
SEMAD, S.L.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","3.000,00"
"SERVICIOS NORMATIVOS FORMACION, S.L.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","2.400,00"
"SERVICIOS NORMATIVOS, S.A",Mejorar la empleabilidad de las personas desempleadas,"2.589,00"
"SERVIGES NORTE, S.L.",Mejorar la empleabilidad de las personas desempleadas,"2.748,60"
"SERVIMOTOR ASTURIAS, S.A.",Mejorar la empleabilidad de las personas desempleadas,"2.926,80"
"SHOP 1999, S.L.",Mejorar la empleabilidad de las personas desempleadas,"2.505,60"
"SICCIS, S.A.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","8.400,00"
"SIGNAL SOFTWARE, S.L","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","2.400,00"
"SIGNAL SOFTWARE, S.L.",Mejorar la empleabilidad de las personas desempleadas,"3.313,80"
"SIGNUM COMUNICACION Y DISEÑO, S.L.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","8.379,60"
"SILMECA, S.L.",Mejorar la empleabilidad de las personas desempleadas,"6.333,90"
"SILMECA, S.L.","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","3.600,00"
"SINERCO, SL",Mejorar la empleabilidad de las personas desempleadas,"4.620,00"
"SIRA MENENDEZ FLOREZ Y OTRA, C.B.",Mejorar la empleabilidad de las personas desempleadas,"2.481,55"
"SISTEMAS AVANZADOS DE TECNOLOGIA, SA",Mejorar la empleabilidad de las personas desempleadas,"51.120,00"
"SISTEMAS INFORMATICOS DE CONTROL Y 
ORGANIZACION, S.L.",Mejorar la empleabilidad de las personas desempleadas,"19.061,10"
"SISTEMAS OFICINA ASTURIAS 1, SA",Mejorar la empleabilidad de las personas desempleadas,"4.024,80"
"SOCIEDAD AGRARIA DE TRANSFORMACION 
VEIGA","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","2.640,00"
"SOCIEDAD ASTURIANA DE GESTION Y 
ARQUITECTURA, SL",Mejorar la empleabilidad de las personas desempleadas,"2.542,20"
"SOCIEDAD ASTURIANA DE INGENIERIA Y 
MEDIO AMBIENTE, SL","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","2.400,00"
"SOCIEDAD ASTURIANA DE TECNOLOGIAS DE 
LA INFORMACION Y COMUNICACION, S.L.L.",Mejorar la empleabilidad de las personas desempleadas,"3.170,70"
"SOCIEDAD GESTORA DE ZAPATERIAS, S.L.","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","3.000,00"
"SOCIEDAD VETERINARIA DEL EO, S.L.",Mejorar la empleabilidad de las personas desempleadas,"660,00"
"SOCIEDAD VETERINARIA DEL EO, S.L.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.844,70"
SOERCAN MOTOR SL,Mejorar la empleabilidad de las personas desempleadas,"13.375,80"
"SOFITA VIRTUS, S.A.",Mejorar la empleabilidad de las personas desempleadas,"720,00"
SOL DEL PRINCIPADO S.L.,Mejorar la empleabilidad de las personas desempleadas,"2.499,00"
SOLAR KUANTICA SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","7.700,00"
"SOLDA-ELECTRIC ASTUR, SL","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","7.351,20"
SOLDEPAR ASTURIAS SL,"Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","2.400,00"
"SOLMETAL NORTE, S.L.",Mejorar la empleabilidad de las personas desempleadas,"1.926,67"
"SOLUCIONES ANTROPOMETRICAS, S.L.","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","3.000,00"
"SOLUCIONES CONSTRUCTIVAS INTEGRALES, 
S.L.",Mejorar la empleabilidad de las personas desempleadas,"5.017,68"
"SOLUCIONES INMEDIATAS EN REFORMAS, 
S.L.","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","1.200,00"
"SONIMAGEN ASTUR, S.L.",Mejorar la empleabilidad de las personas desempleadas,"1.320,00"
"SOTO SISTEMAS PROFESIONALES, S.A.","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","2.112,00"
"STUDIO 30, C.B.",Mejorar la empleabilidad de las personas desempleadas,"2.319,30"
"STUDIOCREACION DESARROLLOS 
INTERACTIVOS, SOCIEDAD DE 
RESPONSABILIDAD LIMITADA",Mejorar la empleabilidad de las personas desempleadas,"2.164,52"
"SUAREZ ASESORES TRIBUTARIOS Y 
LABORALES, S.L.","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","1.440,00"
"SUARON ASESORES, S.L.L.",Mejorar la empleabilidad de las personas desempleadas,"2.115,00"
"SUMINISTROS ESGA, S.L.","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","1.116,72"
"SUNERGIA ENERGIAS RENOVABLES, SL",Mejorar la empleabilidad de las personas desempleadas,"16.391,89"
"T C INDUSTRIAL, S.A.",Mejorar la empleabilidad de las personas desempleadas,"11.250,00"
"T.C.M. MONTAJES ELECTRICOS, S.L",Mejorar la empleabilidad de las personas desempleadas,"1.440,00"
"T.C.M. MONTAJES ELECTRICOS, S.L.",Mejorar la empleabilidad de las personas desempleadas,"3.530,40"
"T.G.T. ASTURIAS, S.A.",Mejorar la empleabilidad de las personas desempleadas,"1.666,80"
"TABU COMUNICACION, S.L.",Mejorar la empleabilidad de las personas desempleadas,"649,75"
"TADARSA EOLICA, SL",Mejorar la empleabilidad de las personas desempleadas,"3.155,40"
"TALLERES AMIEVAUTO, S.L.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","5.557,50"
"TALLERES ANTONIO PEREZ, SL",Mejorar la empleabilidad de las personas desempleadas,"4.403,10"
"TALLERES BENJAMIN RODRIGUEZ, S.A.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","7.226,70"
"TALLERES BLAMEN, S.L.",Mejorar la empleabilidad de las personas desempleadas,"873,60"
"TALLERES CAMUÑO, S.L.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","2.400,00"
"TALLERES DANIEL ALONSO RODRIGUEZ, S.A",Mejorar la empleabilidad de las personas desempleadas,"19.242,18"
"TALLERES DIFER, S.A.",Mejorar la empleabilidad de las personas desempleadas,"3.000,00"
"TALLERES EDIMA, S.L.L.",Mejorar la empleabilidad de las personas desempleadas,"8.529,95"
TALLERES EL SUTU. S.L.,Mejorar la empleabilidad de las personas desempleadas,"1.440,00"
"TALLERES FAUSTINO G. G., S.L.",Mejorar la empleabilidad de las personas desempleadas,"3.898,20"
"TALLERES GOCAUTO, S.L.","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","2.880,00"
"TALLERES HERIBERTO MEJIDO CACHERO, 
S.L.",Mejorar la empleabilidad de las personas desempleadas,"1.200,00"
"TALLERES HERMANOS CUERVO, S.L.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.200,00"
"TALLERES LARREA, SL",Mejorar la empleabilidad de las personas desempleadas,"12.625,20"
"TALLERES LLARANES, S.A.",Mejorar la empleabilidad de las personas desempleadas,"720,00"
"TALLERES LUMAN, S.L.",Mejorar la empleabilidad de las personas desempleadas,"1.200,00"
"TALLERES MADAFE, S.L.",Mejorar la empleabilidad de las personas desempleadas,"720,00"
"TALLERES MEANA GARCIA AUTOMOCION, S.L.",Mejorar la empleabilidad de las personas desempleadas,"600,00"
"TALLERES MECANICOS VULCANO, S.L.",Mejorar la empleabilidad de las personas desempleadas,"1.440,00"
"TALLERES NATALIO, S.L.",Mejorar la empleabilidad de las personas desempleadas,"6.588,00"
"TALLERES PIQUERO, S.L.",Mejorar la empleabilidad de las personas desempleadas,"600,00"
TALLERES RAMON CASTRO SL,Mejorar la empleabilidad de las personas desempleadas,"12.301,73"
"TALLERES Y CARROCERIAS TAR, S.L.","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","2.400,00"
"TAPIA TELECOM, SL",Mejorar la empleabilidad de las personas desempleadas,"2.526,60"
TARTIERE AUTO S.A.,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","6.645,09"
"TARTIERE AUTO, S.A.",Mejorar la empleabilidad de las personas desempleadas,"1.200,00"
"TAXUS GESTION AMBIENTAL, ECOLOGIA Y 
CALIDAD, S.L.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","12.449,40"
"TECNIA INGENIEROS, S.A.",Mejorar la empleabilidad de las personas desempleadas,"38.434,32"
"TECNIA INGENIEROS, S.A.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","67.047,51"
TECNICA DE CONEXIONES SA,Mejorar la empleabilidad de las personas desempleadas,"5.337,60"
TECNICA DE CONEXIONES SA,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","8.400,00"
"TECNICA ELECTROACUSTICA, CONSULTORIA 
ESCENICA Y SERVICIOS AUDIOVISUALES, S.L. 
(TECESA, S.L.)",Mejorar la empleabilidad de las personas desempleadas,"11.850,60"
"TECNO OCCIDENTE, S.L.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","8.066,70"
"TECNO VILLAVICIOSA, S.L.",Mejorar la empleabilidad de las personas desempleadas,"3.040,20"
"TECNO VILLAVICIOSA, S.L.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","8.400,00"
"TECNOCLIMA 92 DEL NORTE, S.L.",Mejorar la empleabilidad de las personas desempleadas,"1.731,60"
"TECNOLOGIA APLICADA A LA MANUTENCION, 
S.L.",Mejorar la empleabilidad de las personas desempleadas,"7.297,70"
"TECNOLOGIA APLICADA A LA MANUTENCION, 
S.L.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.194,90"
"TECNOLOGIAS DE GESTION 
ADMINISTRATIVA, S.L.",Mejorar la empleabilidad de las personas desempleadas,"600,00"
"TECNOLOGIAS DE GESTION 
ADMINISTRATIVA, SL",Mejorar la empleabilidad de las personas desempleadas,"4.028,40"
"TECREIN, S.L.",Mejorar la empleabilidad de las personas desempleadas,"3.844,80"
"TECSIDEL, SA",Mejorar la empleabilidad de las personas desempleadas,"9.075,48"
"TECUATRO INGENIERIA DE CONTROL DEL 
CLIMA, SL",Mejorar la empleabilidad de las personas desempleadas,"2.617,20"
"TELECABLE DE ASTURIAS, S.A",Mejorar la empleabilidad de las personas desempleadas,"1.200,00"
"TELECABLE DE ASTURIAS, SA",Mejorar la empleabilidad de las personas desempleadas,"24.636,60"
"TELEGRADO, SL",Mejorar la empleabilidad de las personas desempleadas,"9.694,80"
"TELETEMAS, S.L.",Mejorar la empleabilidad de las personas desempleadas,"4.759,65"
"TEMPER PHOENIX IBERICA, S.L.",Mejorar la empleabilidad de las personas desempleadas,"5.887,31"
"TEMPER PHOENIX IBERICA, S.L.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","12.012,94"
TEMPER S.A.,Mejorar la empleabilidad de las personas desempleadas,"4.543,20"
TEMPER S.A.,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","6.300,00"
TEMPER S.A.U.,Mejorar la empleabilidad de las personas desempleadas,"1.920,00"
"TERAPEUTICA ANIMAL, S.L",Mejorar la empleabilidad de las personas desempleadas,"3.736,80"
"TERMOSALUD, S.L.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","2.400,00"
"TESIS TELEMEDICINA, S.L.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","2.400,00"
TESLA S.C.,Mejorar la empleabilidad de las personas desempleadas,"2.548,00"
TEYMON 2000 SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","22.795,84"
"THE ENGLISH SCHOOL OF ASTURIAS, SA","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","2.400,00"
"THE ENGLISH SCHOOL OF ASTURIAS, SA","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","6.240,00"
"TICMEDIA SOLUCIONES PROFESIONALES, SL",Mejorar la empleabilidad de las personas desempleadas,"900,00"
"TIENDAS CONEXION, S.L.",Mejorar la empleabilidad de las personas desempleadas,"4.800,00"
"TIMBER INGENIERIA EN MADERA, S.L",Mejorar la empleabilidad de las personas desempleadas,"7.902,30"
"TIMBER INGENIERIA EN MADERA, S.L.","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","2.520,00"
"TORRE PUBLICIDAD, SL",Mejorar la empleabilidad de las personas desempleadas,"2.196,90"
"TOUR EXPRESS, S.L.",Mejorar la empleabilidad de las personas desempleadas,"645,28"
TRADEHI S.L,Mejorar la empleabilidad de las personas desempleadas,"10.218,42"
TRADEHI S.L,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","30.678,90"
"TRADEHI, S.L.U.",Mejorar la empleabilidad de las personas desempleadas,"1.440,00"
"TRADEHI, S.L.U.","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","3.000,00"
"TRANSCALASTUR, S.L",Mejorar la empleabilidad de las personas desempleadas,"1.200,00"
"TRANSCANO ASTURIAS, S.L.","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","3.000,00"
"TRANSGARCIA MORO, S.L.",Mejorar la empleabilidad de las personas desempleadas,"2.638,80"
"TRANSINSA, S.L.",Mejorar la empleabilidad de las personas desempleadas,"1.320,00"
"TRANSPORTES ALFONSO VELAZQUEZ, S.L.",Mejorar la empleabilidad de las personas desempleadas,"1.200,00"
TRANSPORTES ARIAS S.A.,Mejorar la empleabilidad de las personas desempleadas,"15.444,90"
"TRANSPORTES HERMANOS CORTES, S.L.","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","1.680,00"
"TRANSPORTES OXI- ASTUR, S.L.",Mejorar la empleabilidad de las personas desempleadas,"8.959,36"
"TRANSPORTES PEDROUZO BERTOA, S.L.","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","2.400,00"
"TRANSPORTES SUAREZ Y BERMUDEZ, SLL",Mejorar la empleabilidad de las personas desempleadas,"2.400,00"
"TRANSPORTES UNIDOS DE ASTURIAS, S.L.",Mejorar la empleabilidad de las personas desempleadas,"4.413,60"
"TRATAMIENTOS ASFALTICOS, SA","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","2.400,00"
"TREELOGIC TELEMATICA Y LOGICA 
RACIONAL PARA LA EMPRESA EUROPEA, S.L.",Mejorar la empleabilidad de las personas desempleadas,"65.879,48"
"TRITURACION Y MAQUINARIA AUXILIAR DE 
NAVARRA, SA",Mejorar la empleabilidad de las personas desempleadas,"15.600,00"
"TRITURACION Y MAQUINARIA AUXILIAR DE 
NAVARRA, SA","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","1.200,00"
"TS ASISTENCIA, C.B.","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","2.161,38"
TSK ELECTRONICA Y ELECTRICIDAD S.A.,Mejorar la empleabilidad de las personas desempleadas,"44.609,29"
"TU TRANSFORMAS ENERGIAS RENOVABLES, 
S.L.",Mejorar la empleabilidad de las personas desempleadas,"2.250,00"
TUINSA NORTE SA,Mejorar la empleabilidad de las personas desempleadas,"3.834,00"
"TYC LA MATA, S.L.","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","2.520,00"
"UNIÓN DE COOPERATIVAS AGRARIAS 
ASTURIANAS","Favorecer la conciliación entre la vida laboral y personal y Impulsar la igualdad de 
oportunidades ","13.300,00"
"UNIÓN DE COOPERATIVAS AGRARIAS 
ASTURIANAS",Mejorar la empleabilidad de las personas desempleadas,"59.635,00"
"UNIÓN DE COOPERATIVAS AGRARIAS 
ASTURIANAS","Promoción del espíritu empresarial y de la adaptabilidad de las empresas y Refuerzo del 
nivel de competencia","13.275,00"
"UNIÓN DE PROFESIONALES Y 
TRABAJADORES AUTÓNOMOS DE ASTURIAS",Mejorar la empleabilidad de las personas desempleadas,"22.772,12"
"UNIÓN DE PROFESIONALES Y 
TRABAJADORES AUTÓNOMOS DE ASTURIAS","Promoción del espíritu empresarial y de la adaptabilidad de las empresas y Refuerzo del 
nivel de competencia","28.359,88"
"UNION DE SINDICATOS INDEPENDIENTES DEL 
PRINCIPADO DE ASTURIAS (USIPA)",Mejorar la empleabilidad de las personas desempleadas,"15.948,00"
UNIÓN GENERAL DE TRABAJADORES,"Favorecer la conciliación entre la vida laboral y personal y Impulsar la igualdad de 
oportunidades ","100.721,76"
UNIÓN GENERAL DE TRABAJADORES,Mejorar la empleabilidad de las personas desempleadas,"527.363,89"
UNIÓN SINDICAL OBRERA,Mejorar la empleabilidad de las personas desempleadas,"194.783,07"
